gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.04607556136452751,-0.050001444822437346,-0.03766315514311855,-0.020005779289749382,217.96760000000003,910.9958499999999,357.584,511.3294,-0.9599869298130964,0,0,0,6122.8,6120.8,6122.8,6120.8,(((0)*(0))*((0)-(x))),(0),DeleteMaliciousR|SkipD|DeleteNonTerminalR|DeleteTerminalR|SubXD,AddXD|ReplaceBranchR|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddToLeafR|MultXD|SkipD|AddTreeWithDiv|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,SkipD,ReplaceBranchR,0,0,1,1,4
1,x*x*x*x,25,-10,-0.03839947327146778,-0.004869968083852038,-0.038399069402692464,0.0006208992288589741,244.9126,310.6547,244.97439999999997,241.0316,-0.9599461508299568,0.023970722781335815,0.00002692458502162598,0.015699279156408,6122.860000000001,6101.969999999999,6129.04,5974.08,(((2)-(4))*((x)+(x))),(((7)*((6)*(8)))-((x)*(2))),DeleteMaliciousR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithDiv|MutateNonTerminalR,MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|DeleteNonTerminalR|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|AddRandomSubTreeR,DeleteNonTerminalR,MutateTerminalR,1,1,2,2,4
2,x*x*x*x,25,-10,-0.03840139197490524,-0.00017972923047073077,-0.038371574957521894,0.000017644752319958472,244.61899999999997,246.00625,249.1816,244.72400000000002,-0.9571836361259966,0,0.0014481966423976716,0,6220.049999999999,6120.8,6551.76,6120.8,(((8)*((8)*(9)))+((7)*(x))),(0),DeleteMaliciousR|SkipD|ReplaceBranchR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|ReplaceBranchXR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|DeleteNonTerminalR|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,DeleteMaliciousR,AddTreeWithMult,2,2,3,3,4
3,x*x*x*x,25,-10,-0.03840949156972945,0,-0.03839254999346491,0,243.37959999999998,244.832,245.972,244.832,-0.959647104953601,0,0.00022513852528145443,0,6144.57,6120.8,6174.8,6120.8,(((x)+(0))*((1)-(x))),(0),DeleteMaliciousR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MultXD|SkipD|AddTreeWithDiv|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,SubXD,3,3,4,4,4
4,x*x*x*x,25,-10,-0.038411761207685274,0,-0.0383978564893478,0,243.03230000000002,244.832,245.16,244.832,-0.9598771402431054,0,0.00006841536451599706,0,6124.63,6120.8,6139.6,6120.8,((0)-((x)*(9))),(0),DeleteMaliciousR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|DeleteNonTerminalR|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,AddTreeWithMult,4,4,5,5,4
5,x*x*x*x,25,-10,-0.03840582276826559,0,-0.03839790877009541,0,243.94100000000003,244.832,245.15200000000002,244.832,-0.9599281139720299,0,0.000034852987616654633,0,6125.09,6120.8,6131.8,6120.8,((0)-((5)+(6))),(0),SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MultXD|SkipD|AddTreeWithDiv|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,5,5,6,6,4
6,x*x*x*x,25,-10,-0.03840153966801726,0,-0.03839645013723697,0,244.5964,244.832,245.3752,244.832,-0.9599607894392891,0,0.00002731721176351538,0,6122.84,6120.8,6126.8,6120.8,((0)+((1)-(7))),(0),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|DeleteNonTerminalR|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,DeleteNonTerminalR,DivXD,6,6,7,7,4
7,x*x*x*x,25,-10,-0.03839988759639262,0,-0.0383953600836492,0,244.84920000000002,244.832,245.542,244.832,-0.9595882891125344,0,0.0002250826724149595,0,6133.6900000000005,6120.8,6183.8,6120.8,((0)-((7)*(9))),(0),DeleteMaliciousR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateNonTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|DeleteNonTerminalR|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,7,7,8,8,4
8,x*x*x*x,25,-10,-0.038413554437328454,0,-0.03839962096457979,0,242.7579,244.832,244.89,244.832,-0.9599411841589336,0,0.000035859981801581776,0,6122.0599999999995,6120.8,6129.8,6120.8,((0)-((3)*(3))),(0),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|MultXD|SkipD|AddTreeWithDiv|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,DeleteNonTerminalR,AddTreeWithMult,8,8,9,9,4
9,x*x*x*x,25,-10,-0.038401218141419426,0,-0.03839814926153444,0,244.64559999999997,244.832,245.11520000000002,244.832,-0.9599346490654818,0,0.00003267546725915782,0,6123.3,6120.8,6130.8,6120.8,((0)-((3)+(7))),(0),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|MutateNonTerminalR,AddXD|AddTreeWithAdd|DeleteNonTerminalR|DivXD|MutateNonTerminalR|DivXD|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithDiv|SubXD|SubXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|FellTreeD|MutateNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,9,9,10,10,4
