A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,MutateTerminalR,AddTreeWithSub,AddXD,0,0,0,4
SubXD,AddTreeWithAdd,SubXD,AddTreeWithAdd,0,0,1,4
DeleteNonTerminalR,DeleteNonTerminalR,MultXD,MutateTerminalR,0,0,2,4
AddRandomSubTreeR,DivXD,AddXD,DivXD,0,0,3,4
AddToLeafR,MutateTerminalR,SkipD,MutateNonTerminalR,0,0,4,4
,DivXD,,DivXD,0,0,5,4
,AddTreeWithSub,,AddTreeWithSub,0,0,6,4
,MutateTerminalR,,SubXD,0,0,7,4
,SkipD,,DeleteMaliciousR,0,0,8,4
,DeleteNonTerminalR,,AddTreeWithMult,0,0,9,4
,SubXD,,AddTreeWithSub,0,0,10,4
,SubXD,,SubXD,0,0,11,4
,ReplaceBranchR,,ReplaceBranchR,0,0,12,4
,AddTreeWithMult,,AddTreeWithMult,0,0,13,4
,AddTreeWithAdd,,AddRandomSubTreeR,0,0,14,4
,ReplaceBranchXR,,ReplaceBranchXR,0,0,15,4
,ReplaceBranchR,,AddTreeWithMult,0,0,16,4
,AddTreeWithMult,,FellTreeD,0,0,17,4
,SkipD,,MutateNonTerminalR,0,0,18,4
,AddRandomSubTreeR,,MultXD,0,0,19,4
