TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.18754545454545454,0.17662477440455088,-0.2141818181818182,0.6102916804772953,1
-0.43450909090909096,0.17432027787759008,-0.9751453168044076,0.17118457300275486,2
0.09283791787559134,0.1790633608815427,-0.9749338842975207,1,3
0.7311735983147029,0.3488154269972451,-1,0.1904683195592287,4
-0.8166000000000001,0.12221191540953334,-1,0.16088154269972452,5
-0.975,0.4335537190082645,-1,-0.837037037037037,6
-0.7971640495867769,0.17553885494698487,-0.9772471074380165,0.16391184573002754,7
-0.6493636363636364,0.642754820936639,-1,0.17559228650137743,8
0.259009767598518,1,-0.9530909090909091,1,9
0.5991983967935872,1,-0.9749972170686456,0.17385925670017438,10
-0.6575980165289256,0.15289256198347106,-1,0.18132231404958674,11
-1,1,-0.9416099173553719,0.15000000000000005,12
0.021265237120740278,0.1777869605142334,-0.9749552542323748,0.16666666666666666,13
-0.9752595041322314,0.1550651374973865,-0.9748595041322314,0.165082970373832,14
-0.034,0.24242424242424243,-0.9749215779913128,0.17250688705234155,15
-0.8109090909090909,0.1768937215872059,-1,0.16666666666666666,16
0.46205007824726135,0.17988980716253444,-1,1,17
0.5610184372256365,0.17702479338842972,-0.3969482758620688,0.08168044077134987,18
-0.7995454545454546,0.14517906336088154,-0.9753257575757576,0.1563184420109507,19
-0.325,0.17575757575757575,-0.9748727272727273,0.16774039456615214,20
