generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.8426793855196315,0.15732061448036874,0.9978651772622024,0.26064969379349534,0.9978651772622024,0.26064969379349534,StrategyReplaceBranch,StrategyMutateTerminal,1,1,((6)-(6)),(((0)*(((x)*((2)+(6)))+(x)))-(((x)+(6))+(x))),5*x*x*x,2
2,0.9243163602379921,0.0756836397620083,0.9997750100109701,0.15123706800906622,0.9997750100109701,0.15123706800906622,StrategyAddRandomSubTreeX,StrategyAddToLeaf,2,2,((6)*(8)),(((x)*(3))*(0)),5*x*x*x,2
3,0.9690991031884048,0.030900896811595326,0.9999513114946936,0.09180006370102443,0.9999513114946936,0.09180006370102443,StrategyAddTreeWithAdd,StrategyAddRandomSubTreeX,3,3,((((2)+(9))-(x))+((x)*(x))),(((1)*((x)+((x)+(3))))+(((x)-(8))-(5))),5*x*x*x,2
4,0.9807987572536314,0.019201242746368336,0.999966984195361,0.05313304490032495,0.999966984195361,0.05313304490032495,StrategyMutateTerminal,StrategyMutateTerminal,4,4,(((2)*(6))*((8)*(x))),(((4)-((x)-(4)))*(((x)*((x)-(1)))*((5)*(9)))),5*x*x*x,2
5,0.9821296201564997,0.01787037984350021,0.9998934140091592,0.058438067561585524,0.9998934140091592,0.058438067561585524,StrategyAddRandomSubTree,StrategyAddAddX,5,5,((((x)*(9))-(0))*((x)+(3))),(((5)*(7))*(((x)*(1))*((x)*(((x)+(8))*(1))))),5*x*x*x,2
6,0.9782530148996744,0.021746985100325432,0.9999149768123733,0.07436596263718918,0.9999149768123733,0.07436596263718918,StrategyReplaceBranch,StrategyAddMultX,6,6,((8)*(6)),(((x)-(4))*(((x)-((x)+((x)+(4))))*((x)+(3)))),5*x*x*x,2
7,0.9688709104934462,0.0311290895065537,0.9956309371588062,0.08950604775351549,0.9956309371588062,0.08950604775351549,StrategyMutateTerminal,StrategyAddAddX,7,7,(((5)*(x))*((4)*(6))),((((x)+(((x)+((x)+(0)))-(4)))-(8))*((1)*(8))),5*x*x*x,2
8,0.9613036154996937,0.03869638450030728,0.9898424956349559,0.12323569493838296,0.9898424956349559,0.12323569493838296,StrategyMutateTerminal,StrategyMutateNonTerminal,8,8,((5)+(0)),(((x)*(2))-((5)*((((x)+(5))+(6))*(6)))),5*x*x*x,2
9,0.9471346256201832,0.052865374379816935,0.9860318742808244,0.12450528081455474,0.9860318742808244,0.12450528081455474,StrategyReplaceBranch,StrategyAddAddX,9,9,((1)-(5)),((((x)+(8))-((x)*(8)))*(((x)+(8))*((x)*(7)))),5*x*x*x,2
10,0.9387868028798236,0.06121319712017636,0.9817130374628394,0.1185949957750209,0.9817130374628394,0.1185949957750209,StrategyAddTreeWithSub,StrategyAddMultX,10,10,((5)*(8)),(((x)+(1))-(((x)*(1))*(8))),5*x*x*x,2
11,0.9320608718685287,0.06793912813147118,0.9738011704513148,0.1620165434909595,0.9738011704513148,0.1620165434909595,StrategyReplaceBranch,StrategyAddAddX,11,11,((1)*(2)),((7)*((((x)+(9))*((x)*((x)*(7))))*(x))),5*x*x*x,2
12,0.9273900670774857,0.07260993292251393,0.9713568125916971,0.15363671368407172,0.9713568125916971,0.15363671368407172,StrategyReplaceBranch,StrategyAddAddX,12,12,(((5)*((7)*(0)))*((4)+(x))),(((x)*((x)*((x)+(7))))+((x)+(0))),5*x*x*x,2
13,0.9297260394902109,0.070273960509789,0.9778228613594989,0.13648092828558442,0.9778228613594989,0.13648092828558442,StrategyReplaceBranchX,StrategyMutateTerminal,13,13,(((2)+(9))-(6)),(((x)*((x)*(9)))-((x)-(((x)*((x)*((x)+(3))))*(x)))),5*x*x*x,2
