gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
10,(x),20,-10,-0.01753333333333333,-0.010331439062773212,-0.015600000000000001,0.02,0.6166666666666667,0.279,1.1,0,0.39759036144578314,1,0.5170606608276237,0,165,0,415,0,(((0)+((9)+(3)))*((7)*(x))),((0)/((x)+(x))),AddTreeWithSub|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithSub,AddTreeWithAdd,10,8,11,11,1
11,(x),20,-10,-0.013658666666666666,0.02,-0.0092,0.02,1.5853333333333333,0,2.7,0,0.43820224719101125,1,0.4662487013937985,0,176.63333333333333,0,445,0,(((0)+((6)+(9)))*((6)*(x))),((0)/((x)+(x))),AddTreeWithSub|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithSub,AddTreeWithAdd,10,10,12,12,1
12,(x),20,-10,-0.015866666666666668,0.02,-0.0132,0.02,1.0333333333333332,0,1.7,0,-0.3,1,0.23787706909242007,0,92.875,0,175,0,(((0)+((4)*(4)))+((5)*(x))),((0)/((x)+(x))),AddTreeWithSub|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithSub,DivXD,12,10,13,13,1
13,(x),20,-10,-0.017185333333333334,0.004700854700854701,-0.016399999999999998,0.02,0.7036666666666666,0.081,0.9,0,0.6268656716417911,1,0.6754138770194689,0,253.375,0,670,0,(((0)+((9)*(7)))+((8)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithSub,MultXD,13,10,14,14,1
14,(x),20,-10,-0.017068,0.02,-0.013999999999999999,0.02,0.733,0,1.5,0,0.40476190476190477,1,0.4759737503639516,0,130.75,0,420,0,(((0)+((9)+(8)))*((5)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithMult|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,MultXD,AddXD,14,10,15,15,1
15,(x),20,-10,-0.01713333333333333,0.02,-0.0144,0.02,0.7166666666666667,0,1.4,0,0.29577464788732394,1,0.600993660270249,0,120,0,355,0,(((9)+((9)+(6)))*((9)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithMult|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddRandomSubTreeR,MultXD,15,14,16,16,1
16,(x),20,-10,-0.016333333333333335,0.02,-0.0148,0.02,0.9166666666666667,0,1.3,0,0.2857142857142857,1,0.47402350985067865,0,135.4,0,350,0,(((2)+((5)+(8)))*((8)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,SubXD,FellTreeD,16,14,17,17,1
17,(x),20,-10,-0.012,0.02,-0.0036,0.02,2,0,4.1,0,0.5495495495495496,1,0.6141849961346295,0,193.33333333333334,0,555,0,(((0)+((7)*(8)))+((8)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,SubXD,AddRandomSubTreeR,17,16,18,18,1
18,(x),20,-10,-0.019542,0.02,-0.019048,0.02,0.1145,0,0.23800000000000002,0,0.5145631067961165,1,0.6508733275454014,0,167.65,0,515,0,(((0)+((6)+(7)))*((8)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithAdd,FellTreeD,18,16,19,19,1
19,(x),20,-10,-0.015733333333333332,0.02,-0.01,0.02,1.0666666666666667,0,2.5,0,0.06367041198501873,1,0.35348962599026496,0,114.89999999999999,0,267,0,(((2)+((1)+(x)))*((8)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,FellTreeD,MultXD,19,18,20,20,1
20,(x),20,-10,-0.0162,-0.01865883906205308,-0.0124,-0.016666666666666666,0.95,3.0904134180524063,1.9,0.6,0.4845360824742268,1,0.5650717010069134,0,150.16666666666666,0,485,0,(((0)+((8)+(6)))*((7)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MutateTerminalR|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,FellTreeD,MutateTerminalR,20,19,21,21,1
21,(x),20,-10,-0.018266666666666667,-0.0016552476295749266,-0.016,0.01284,0.43333333333333335,0.1865725529100529,1,0.0358,0.6268656716417911,1,0.6044279195839032,0,142.33333333333334,0,670,0,(((0)+((9)*(8)))+((7)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|MultXD|AddTreeWithAdd|FellTreeD|DivXD|AddXD,SubXD,MultXD,21,20,22,22,1
22,(x),20,-10,-0.015419999999999998,0,-0.0108,0,1.145,0.1,2.3,0.1,0.43820224719101125,1,0.5213140818911204,0,179.1833333333333,0,445,0,(((0)+((9)*(9)))+((1)*(x))),((0)/((x)+(x))),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|MultXD|AddTreeWithAdd|FellTreeD|DivXD|AddXD,MutateTerminalR,MultXD,20,20,23,23,1
23,(x),20,-10,-0.015680000000000003,0.02,-0.0124,0.02,1.08,0,1.9,0,0.5145631067961165,1,0.6901653267370851,0,258.76666666666665,0,515,0,(((0)+((8)*(6)))+((7)*(x))),((0)/((x)+(x))),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|MultXD|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddRandomSubTreeR,MultXD,23,20,24,24,1
24,(x),20,-10,-0.01593333333333333,0.02,-0.0108,0.02,1.0166666666666666,0,2.3,0,0.29577464788732394,1,0.515405058823749,0,127.16666666666667,0,355,0,(((0)+((9)*(4)))+((4)*(x))),((0)+(x)),SubXD|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddToLeafR|FellTreeD|SkipD|AddXD,MultXD,MultXD,24,23,25,25,1
25,(x),20,-10,-0.01753333333333333,0.02,-0.0116,0.02,0.6166666666666667,0,2.1,0,0.21875,1,0.49675987146726014,0,172.66666666666666,0,320,0,(((0)+((7)+(6)))*((5)*(x))),((0)/((x)+(x))),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|DeleteTerminalR|AddXD,SubXD,AddTreeWithAdd,25,24,26,26,1
26,(x),20,-10,-0.017428,0.02,-0.0144,0.02,0.643,0,1.4,0,0.2548435171385991,1,0.5012613444613977,0,168.625,0,335.5,0,(((0)+((x)*(7)))+((3)*(x))),((0)+(x)),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|SkipD|AddXD,SubXD,FellTreeD,26,25,27,27,1
27,(x),20,-10,-0.015858666666666667,-0.018938402653655182,-0.012,-0.017777777777777778,1.0353333333333334,68.8325,2,0.9,0.5495495495495496,1,0.5369870678655481,0,191.4333333333333,0,555,0,(((0)+((7)+(7)))*((8)*(x))),((0)+(x)),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,SubXD,AddXD,27,27,28,28,1
28,(x),20,-10,-0.017266666666666666,0.0026614425158929863,-0.013600000000000001,0.02,0.6833333333333332,0.08700925925925924,1.6,0,-0.01,1,0.3916129041115303,0,139.41666666666666,0,247.5,0,(((0)+((x)*(0)))+((x)*(x))),((0)/((x)+(x))),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddRandomSubTreeR|AddTreeWithAdd|FellTreeD|DivXD|AddXD,SubXD,AddRandomSubTreeR,28,27,29,29,1
29,(x),20,-10,-0.016413333333333332,0.02,-0.013999999999999999,0.02,0.8966666666666667,0,1.5,0,0.6296296296296297,1,0.609216149612072,0,226.76666666666665,0,675,0,(((0)+((8)*(9)))+((8)*(x))),((0)/((x)+(x))),SubXD|MutateTerminalR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithSub,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|DivXD|AddXD,AddTreeWithAdd,MultXD,28,28,30,30,1
30,(x),20,-10,-0.019152,0.02,-0.01844,0.02,0.212,0,0.39,0,0.0196078431372549,1,0.32680033201286157,0,125,0,255,0,(((0)+((4)*(6)))+((7)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,AddRandomSubTreeR,MultXD,30,29,31,31,1
31,(x),20,-10,-0.017988,0.02,-0.01204,0.02,0.503,0,1.99,0,0.04049126847054312,1,0.4236300446067418,0,112.24166666666666,0,260.55,0,(((4)+((3)+(x)))*((x)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,FellTreeD,MultXD,31,30,32,32,1
32,(x),20,-10,-0.01593333333333333,0.02,-0.0128,0.02,1.0166666666666666,0,1.8,0,0.4444444444444444,1,0.5300999769047375,0,154.65,0,450,0,(((0)+((7)*(4)))+((9)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddTreeWithMult,AddTreeWithAdd,AddTreeWithMult,32,31,33,33,1
33,(x),20,-10,-0.016765333333333333,0.02,-0.0144,0.02,0.8086666666666666,0,1.4,0,0.038461538461538464,1,0.36448542528686695,0,85,0,260,0,(((3)+((1)+(7)))*((7)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,SubXD,SkipD,33,32,34,34,1
34,(x),20,-10,-0.01795022222222222,0.02,-0.015600000000000001,0.02,0.5124444444444445,0,1.1,0,-0.12,1,0.2832207619508146,0,77.75,0,220,0,(((0)+((9)*(0)))+((5)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,AddTreeWithAdd,AddXD,34,33,35,35,1
35,(x),20,-10,-0.01822493357082008,0.02,-0.016,0.02,0.44376660729497985,0,1,0,0.05660377358490566,1,0.38428274034970034,0,135.01666666666668,0,265,0,(((0)+((6)*(6)))+((3)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|MutateTerminalR,SubXD,FellTreeD,35,34,36,36,1
36,(x),20,-10,-0.018866666666666667,0.02,-0.0176,0.02,0.2833333333333333,0,0.6,0,0.35064935064935066,1,0.5285212786174796,0,145.58333333333334,0,385,0,(((7)+((x)+(8)))*((9)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|MutateTerminalR,AddTreeWithDiv,MutateTerminalR,36,34,37,37,1
37,(x),20,-10,-0.015099999999999997,0.02,-0.0108,0.02,1.225,0,2.3,0,0.6268656716417911,1,0.7050738820137467,0,295.3666666666667,0,670,0,(((0)+((9)*(6)))+((9)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,SubXD,SkipD,37,36,38,38,1
38,(x),20,-10,-0.014133333333333333,0.02,-0.0068000000000000005,0.02,1.4666666666666666,0,3.3,0,0.37888198757763975,1,0.49043974145894287,0,137.08333333333334,0,402.5,0,(((0)+((x)*(8)))+((4)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|DivXD|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,MultXD,38,37,39,39,1
39,(x),20,-10,-0.016821333333333334,0.02,-0.0152,0.02,0.7946666666666666,0,1.2,0,0.12280701754385964,1,0.4235487541508186,0,89,0,285,0,(((3)+((x)+(8)))*((7)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,AddTreeWithMult,39,38,40,40,1
40,(x),20,-10,-0.014231333333333334,0.02,-0.012,0.02,1.4421666666666666,0,2,0,0.15682967959527824,1,0.4370454978727361,0,154,0,296.5,0,(((0)+((x)+(5)))*((9)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,SkipD,40,39,41,41,1
41,(x),20,-10,-0.01721333333333333,-0.015380388053260426,-0.0132,-0.0024561403508771935,0.6966666666666668,1.6475,1.7,0.114,0.34210526315789475,1,0.46457010509553504,0,107.70833333333333,0,380,0,(((6)+((x)+(9)))*((8)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,AddRandomSubTreeR,AddTreeWithMult,39,39,42,42,1
42,(x),20,-10,-0.016466666666666664,0.02,-0.013999999999999999,0.02,0.8833333333333333,0,1.5,0,0.4897959183673469,1,0.5927834203764931,0,154.16666666666666,0,490,0,(((0)+((7)+(4)))*((9)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,AddTreeWithMult,42,41,43,43,1
43,(x),20,-10,-0.01591333333333333,0.02,-0.013600000000000001,0.02,1.0216666666666667,0,1.6,0,0.34210526315789475,1,0.5017672334694288,0,132.64166666666668,0,380,0,(((0)+((4)+(7)))*((7)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,MultXD,42,42,44,44,1
44,(x),20,-10,-0.017433333333333332,0.02,-0.016,0.02,0.6416666666666667,0,1,0,-0.204,1,0.26703916566676134,0,67.075,0,199,0,(((x)+((5)+(x)))*((5)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|MutateNonTerminalR|FellTreeD|SkipD|AddXD,SubXD,MultXD,44,43,45,45,1
45,(x),20,-10,-0.012968,0.000834545222604924,-0.00432,0.02,1.7579999999999998,0.9166666666666667,3.92,0,0.4845360824742268,1,0.5165884120035055,0,145.08333333333334,0,485,0,(((0)+((7)*(6)))+((8)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,FellTreeD,SkipD,45,44,46,46,1
46,(x),20,-10,-0.016066666666666667,-0.013307084947912717,-0.012,0.02,0.9833333333333333,102.47883333333333,2,0,0.46751863684771033,1,0.5424955462513459,0,111.13333333333333,0,469.5,0,(((0)+((7)*(x)))+((x)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,DeleteMaliciousR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,SubXD,SkipD,46,45,47,47,1
47,(x),20,-10,-0.016733333333333336,0.02,-0.013999999999999999,0.02,0.8166666666666668,0,1.5,0,0.4897959183673469,1,0.5431402709064461,0,124.66666666666667,0,490,0,(((0)+((9)*(8)))+((3)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,FellTreeD,AddTreeWithMult,45,46,48,48,1
48,(x),20,-10,-0.016191999999999998,0,-0.0132,0,0.9520000000000001,0.1,1.7,0.1,0.46751863684771033,1,0.5380095511885126,0,141.33333333333334,0,469.5,0,(((0)+((6)+(8)))*((x)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|AddTreeWithAdd|FellTreeD|SkipD|AddXD,AddTreeWithAdd,SkipD,48,48,49,49,1
49,(x),20,-10,-0.0132,0.02,-0.0012,0.02,1.7,0,4.7,0,0.46751863684771033,1,0.5380095511885126,0,141.33333333333334,0,469.5,0,(((0)+((6)+(8)))*((x)*(x))),((0)+(x)),SubXD|AddTreeWithDiv|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MultXD,MultXD|AddTreeWithMult|FellTreeD|FellTreeD|SkipD|AddXD,SubXD,FellTreeD,48,48,49,49,1
