gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
10,(x),20,-10,-0.019453333333333333,-0.0043873971940009675,-0.018600000000000002,0,0.13666666666666666,0.13300000000000003,0.35,0.1,-0.798,1,0.05692685365156469,0.4568954379499195,23.583333333333332,4.633333333333333,50.5,0,((8)*((7)-(6))),((x)+(0)),AddTreeWithSub|DeleteMaliciousR|SkipD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithSub,ReplaceBranchR,9,10,11,11,4
11,(x),20,-10,-0.01883066666666667,-0.004887162412134665,-0.0168,0.02,0.29233333333333333,0.21533333333333332,0.8,0,0.1935483870967742,1,0.4706516914210872,0.5106473050975362,60.416666666666664,5.3500000000000005,310,0,((x)*((9)*(7))),((0)+(x)),AddTreeWithSub|DeleteMaliciousR|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddToLeafR,ReplaceBranchR,11,9,12,12,4
12,(x),20,-10,-0.019354666666666666,-0.00921330269364487,-0.01872,-0.0021428571428571417,0.16133333333333336,0.29866666666666664,0.32,0.11199999999999999,0.8618402873722023,0.8,0.728021452276985,0.41363187092716286,430.84999999999997,5.133333333333334,1809.5,1,(((x)*((3)*(x)))*((6)*(3))),((x)+((0)+(1))),AddTreeWithSub|DeleteMaliciousR|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddToLeafR,ReplaceBranchR,11,12,13,13,4
13,(x),20,-10,-0.019299999999999998,-0.006103003727379167,-0.018680000000000002,0,0.175,0.42666666666666664,0.33,0.1,0.40476190476190477,1,0.5279010984698592,0.6523532814395847,96.51666666666667,4.916666666666667,420,0,(((9)*(9))+((4)*(x))),((x)+((0)-(0))),AddTreeWithSub|DeleteMaliciousR|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddRandomSubTreeR,ReplaceBranchR,11,13,14,14,4
14,(x),20,-10,-0.018430666666666665,-0.0022483228527388215,-0.013808,0.02,0.39233333333333337,0.4086666666666667,1.548,0,0.7513674788662357,1,0.6790334993902161,0.16191250054557552,189.9333333333333,5.916666666666667,1005.5,0,(((x)*(6))*((5)*(x))),((x)+(0)),AddTreeWithDiv|AddTreeWithDiv|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv,ReplaceBranchR,14,12,15,15,4
15,(x),20,-10,-0.018325333333333332,-0.010458827597171512,-0.017232,0.02,0.4186666666666667,0.8896666666666668,0.6920000000000001,0,0.9793644242674371,1,0.7747331263071191,0.42815386273214145,2084.6382531520767,4.366666666666666,12115,0,(((8)*((6)*(x)))*((x)*(x))),((x)+((0)-(0))),AddTreeWithDiv|AddTreeWithDiv|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateTerminalR|ReplaceBranchR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv,ReplaceBranchR,14,15,16,16,4
16,(x),20,-10,-0.019363975576757512,-0.009831434398178143,-0.018000000000000002,0.012,0.1590061058106226,0.44833333333333336,0.5,0.04,0.09288824383164013,0.040000000000000036,0.39692004766613903,0,115.68333333333334,5,275.6,4.8,(((x)*((8)-(5)))+((8)*(x))),(((1)/((4)+(x)))*((0)+(0))),AddTreeWithSub|DeleteMaliciousR|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,SkipD|AddXD|MutateTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithSub,SkipD,16,16,17,17,4
17,(x),20,-10,-0.019185333333333332,-0.0007597250167672698,-0.017159999999999998,0.02,0.20366666666666666,0.29366666666666663,0.71,0,0.9816581071166545,0,0.742373730107083,0,2318.366666666667,5,13630,5,(((6)*((x)*(x)))*((9)*(x))),(0),MultXD|AddTreeWithDiv|MultXD|AddToLeafR|MutateTerminalR|AddRandomSubTreeR,SkipD|AddXD|MutateTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,SkipD,17,16,18,18,4
18,(x),20,-10,-0.019514804320987657,0,-0.019315619047619047,0,0.12129891975308643,0.1,0.17109523809523813,0.1,0.7674418604651163,0,0.69949983332719,0,205.94426106301106,5,1075,5,(((9)*(8))*((3)*(x))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,18,17,19,19,4
19,(x),20,-10,-0.016206666666666668,0,-0.00876,0,0.9483333333333333,0.1,2.81,0.1,0.9143835616438356,0,0.7823579922529424,0,584.0166666666667,5,2920,5,(((5)*((6)+(7)))*((9)*(x))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,19,17,20,20,4
20,(x),20,-10,-0.01899953703703704,-0.0030620155038759687,-0.016536,0,0.2501157407407407,0.12866666666666668,0.866,0.1,0.5029821073558648,0,0.570864815665759,0,115.59285714285716,5,503,5,(((x)*(x))*((7)+(8))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,20,20,21,21,4
21,(x),20,-10,-0.018234292063492065,0,-0.012228571428571429,0,0.44142698412698417,0.1,1.9428571428571428,0.1,0.1935483870967742,0,0.4899827414262617,0,99.26666666666667,5,310,5,(((x)*(7))-((x)*(x))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,ReplaceBranchR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,21,20,22,22,4
22,(x),20,-10,-0.01810428571428571,0,-0.016295999999999998,0,0.47392857142857137,0.1,0.9259999999999999,0.1,0.792789059262329,0,0.7949980540672409,0,385.9444444444444,5,1206.5,5,(((x)*(6))*((6)*(x))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,22,21,23,23,4
23,(x),20,-10,-0.018174444444444448,-0.0048176101141260514,-0.014079999999999999,-0.0021428571428571417,0.45638888888888884,0.136,1.48,0.11199999999999999,0.9526559984849919,0,0.691910783995275,0,959.4499999999999,5,5280.5,5,(((4)*((8)*(5)))*((x)+((1)*(x)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR|SkipD|MutateTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,23,23,24,24,4
24,(x),20,-10,-0.018853333333333337,-0.006078928606804609,-0.017079999999999998,0,0.2866666666666667,0.24933333333333332,0.73,0.1,0.2857142857142857,0,0.6151368888275812,0,180.378412004662,5,350,5,(((8)*((9)-(x)))/((x)*((1)*(x)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,24,23,25,25,4
25,(x),20,-10,-0.013942666666666667,0,-0.008535999999999998,0,1.5143333333333333,0.1,2.866,0.1,0.9109242499821848,0,0.8760058676887679,0,868.5216359226084,5,2806.6,5,(((9)*((x)+(8)))*((1)*((8)*(5)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithMult,MutateNonTerminalR,23,24,26,26,4
26,(x),20,-10,-0.014286799999999999,0,-0.0008,0,1.4283000000000001,0.1,4.8,0.1,0.9627699180938198,0,0.7600591538476887,0,1190.7966666666666,5,6715,5,(((x)*((7)*(4)))*((6)*(8))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv,DeleteMaliciousR,25,25,27,27,4
27,(x),20,-10,-0.01367191891891892,0,0.006486486486486487,0,1.7117499999999999,0.1,7.4,0.1,0.8445756916381723,0,0.7256699289165235,0,462.84999999999997,5,1608.5,5,(((x)/((3)*(6)))*((6)*((x)*(4)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,27,26,28,28,4
28,(x),20,-10,-0.012372762189054727,-0.005688050074667176,0.005074626865671642,0,1.9787000000000001,0.58,6.7,0.1,0.881572714353387,0,0.7424364913433024,0,530.157495590829,5,2111,5,(((9)*(x))*((7)*(x))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv,MutateNonTerminalR,28,26,29,29,4
29,(x),20,-10,-0.012645928988206084,-0.00708377106987676,0.0013780260707635008,0.002012698412698409,1.8427666666666664,1.7593227513227512,5.37,0.08993650793650795,0.9130434782608695,0,0.8758769481908963,0,808.1087632275134,5,2875,5,((((6)/(9))*((6)*(3)))*((6)*((8)*(x)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,27,29,30,30,4
30,(x),20,-10,-0.014186230051189401,0,0.0004878048780487805,0,1.4539506172839507,0.1,5.125,0.1,0.9490428549589794,0,0.5387593953616939,0,1824.1203703703704,5,4906.083333333333,5,((((1)/(6))-((3)*(x)))*((7)*((7)*(x)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,29,29,31,31,4
31,(x),20,-10,-0.018845483374104438,0.00007892465162165538,-0.016666666666666666,0.02,0.2886291564738907,0.33233333333333326,0.8333333333333333,0,0.8963730569948186,0,0.8979365575960337,0,930.8166666666666,5,2412.5,5,((((8)*(2))/((7)-(5)))*((9)*((x)*(x)))),(0),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|FellTreeD|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,31,30,32,32,4
32,(x),20,-10,-0.010626683370452856,-0.003015267175572519,0.012204899777282851,0.02,3.139553571428572,0.258,12.82857142857143,0,0.9483802881527026,1,0.6455404736688741,0.477856838364264,1176.8383903133904,4.784821428571429,4843.111111111111,0,((((8)*(9))*((2)+(5)))/((9)*((x)*(x)))),(((7)+((5)-(1)))/((0)*(0))),AddToLeafR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MultXD|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithAdd,MultXD,DeleteMaliciousR,32,32,33,33,4
33,(x),20,-10,-0.01379521125392759,-0.0030027556885776825,0.0015287324764344406,0.02,1.5564689393939395,14.276912698412698,5.413813636363637,0,0.9885342401984952,1,0.8806315592928277,0.5163977794943223,3801.06125,3.3333333333333335,21804.05,0,((((3)/(5))+((9)*(x)))*((9)*((8)*(x)))),(((5)-((4)/(0)))+((0)*((6)+(0)))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,33,33,34,34,4
34,(x),20,-10,-0.009248007098117211,-0.0024725882378161886,0.0013780260707635008,0.02,2.6930649174006227,0.29033333333333333,5.37,0,0.9755650580329872,1,0.7239302017302474,0.5169707580764812,1945.1679629629627,1.6685185185185187,10231.25,0,((((9)/(1))-((3)*(x)))*((9)*((x)*(x)))),((((7)-(1))-((9)/(0)))-((1)*((x)*((x)*(0))))),ReplaceBranchR|AddTreeWithDiv|MultXD|DeleteTerminalR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,33,34,35,35,4
35,(x),20,-10,-0.008737026985588599,-0.0030953659774411806,0.008876529477196885,0.02,3.1407333333333334,0.6899394279100528,8.99,0,0.9340224323729932,1,0.8266395771849735,0.623382076781362,1511.7013888888887,2.9375,3789.166666666667,0,((((x)*(3))*((5)-(8)))/((6)*((x)*(x)))),((((8)-(4))-((3)/(0)))*((4)-((0)+((9)*(0))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,35,35,36,36,4
36,(x),20,-10,-0.012380004103417204,-0.009529591689563776,0.004404242046163445,0.02,1.956822222222222,6.609501973104057,6.412000000000001,0,0.8839907192575406,1,0.7059015979114601,0.8183012062810431,758.4440613026818,11.35,2155,0,((((x)/(7))*((6)*(9)))-((2)*((9)*(8)))),((((6)*(3))+((1)/(0)))*((8)/((0)+((x)*(x))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,36,36,37,37,4
37,(x),20,-10,-0.006404188546001429,-0.003406757752025371,0.014026284348864994,0.02,4.775007215007215,0.6555555555555556,16.74,0,0.9708505800734566,1,0.9361905984646434,0.7543845916512069,3037.4027777777774,5.944477513227514,8576.5,0,((((8)/(7))*((7)*(8)))*((4)*((x)*(x)))),((((0)+(0))*((0)*(2)))*((5)*((8)/((0)*(x))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,MutateNonTerminalR,37,37,38,38,4
38,(x),20,-10,-0.005508779936782234,-0.0032522924664656594,0.015348837209302326,0.02,6.3775,5.355500000000001,21.5,0,0.9156829679595279,1,0.32768175354783036,0.5796611190429197,1466.5047619047618,3.8000000000000003,2965,0,((((2)+(9))-((0)/(8)))*((x)*((6)*(9)))),(((0)*((2)+(0)))*((8)/(0))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddToLeafR,DeleteMaliciousR|SkipD|DeleteNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,38,38,39,39,4
39,(x),20,-10,-0.012435027100271003,0.0033970350404312673,0.0037398373983739837,0.02,1.9270833333333335,0.9010000000000001,6.15,0,0.8087588449034232,1,0.7747356023561285,0.5163977794943223,302.2916666666667,3.3333333333333335,1307.25,0,((((3)*(6))*((9)/(4)))+((x)*((x)*(x)))),((((0)-(7))*((4)*(6)))/((0)*((x)-(x)))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,38,39,40,40,4
40,(x),20,-10,-0.009056598671706755,0.008148074320167344,0.0100398406374502,0.02,3.1675714285714287,2.5343703703703704,10.04,0,0.964513839602555,1,0.8578645065670744,0.39195199989379903,1274.7866666666666,5.360632305962422,7045,0,((((7)*(5))-((x)/(4)))*((x)*((8)*(5)))),((((0)+(0))*((0)+(2)))*((2)/((0)*(x)))),ReplaceBranchR|AddTreeWithDiv|MultXD|ReplaceBranchR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,DeleteMaliciousR,40,40,41,41,4
41,(x),20,-10,-0.01065968253968254,-0.006171331019035689,0.0075,0.02,2.5225793650793653,2.432222222222222,8,0,0.9779444199382443,1,0.9538256087251401,0.4001700318886569,2755.725185185185,1.0238095238095237,11335,0,((((x)*(7))*((9)/(x)))*((x)*((9)*(4)))),((((x)-(x))/((0)/(3)))+((5)*((9)*((1)-(3))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|AddXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|DeleteNonTerminalR,AddToLeafR,DeleteMaliciousR,41,40,42,42,4
42,(x),20,-10,-0.018742539682539684,-0.002526591543106349,-0.0168,0.02,0.31436507936507935,1.719958333333333,0.8,0,0.9825957408296958,1,0.8614439014091185,0.5163977794943223,2657.350992063492,1.6666666666666667,14364.3,0,((((2)/(5))-((9)*(6)))*((8)*((x)*(x)))),((((7)/(0))+((2)*(7)))/((8)-((9)*((x)+(x))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,SkipD|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,SkipD,42,42,43,43,4
43,(x),20,-10,-0.008738837814397226,-0.009854967216144149,0.011326973113616651,0.004,3.4316666666666666,31.323333333333334,11.53,0.08,0.9862788144895719,1,0.9546584678058458,0.5319213640586227,3586.5119047619046,5.650000000000001,18220,0,((((4)/(2))+((7)*(5)))*((9)*((9)*(x)))),(((0)*((8)-(0)))*((4)/(0))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,42,43,44,44,4
44,(x),20,-10,-0.018958810476190475,0.0072712524334847504,-0.016514285714285714,0.02,0.260297380952381,2.3291666666666666,0.8714285714285714,0,0.9851935206846516,1,0.4871813235529245,0.511671377978034,5385.5625,3.2930390211640215,16884.5,0,((((7)*(2))*((8)*(9)))/((2)*((x)*(x)))),((((0)*(0))/((0)/(0)))+((3)*((7)+((x)*(x))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,44,44,45,45,4
45,(x),20,-10,-0.014298749687401788,0.005906761645827207,0.000742612986700367,0.02,1.426505787037037,5.995555555555553,5.1928125,0,0.9504166980694245,1,0.7549468938745002,0.6453138244085502,1154.8755555555554,4.783333333333333,5042.0199999999995,0,((((4)/(x))-((7)*(7)))*((9)*((3)*(4)))),((((9)*(8))/((0)*(5)))*((0)+((0)*((x)*(x))))),ReplaceBranchR|AddTreeWithDiv|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|MutateNonTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,MultXD,DeleteMaliciousR,45,45,46,46,4
46,(x),20,-10,-0.006377434697855749,0.00340424526071952,0.0015789473684210537,0.02,3.4112804232804232,0.8334444444444443,5.428571428571429,0,0.9375780274656679,1,0.25345180079895585,0.6747813313070669,1790.4166666666667,3.3666666666666667,4005,0,(((2)*((8)*(4)))-((6)*((9)*(x)))),((((6)-(1))+((x)/((0)*(9))))*((x)-((3)*((0)*(4))))),ReplaceBranchR|ReplaceBranchR|MultXD|AddToLeafR|MultXD|AddTreeWithMult,DeleteMaliciousR|SkipD|AddToLeafR|AddTreeWithDiv|DeleteMaliciousR|MutateNonTerminalR,ReplaceBranchR,DeleteMaliciousR,46,46,47,47,4
