specEquation,range,seed,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAvgDelta,PAvgDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,finAAvg,finPAvg,finABestFit,finPBestFit,finAStdDev,finPStdDev,finAAvgDelta,finPAvgDelta,finABestDelta,finPBestDelta,finAEquation,finPEquation,finAStrat,finPStrat,finADomStrat,finPDomStrat,finABirthGen,finPBirthGen,finAAge,finPAge,run
(x),20,-10,,,-0.5564169969176574,1,0.3394980184940555,1,0.5718978331499786,0,118.16666666666667,0,378.5,0,((6)*((7)*(9))),((0)/(0)),DivXD|DivXD|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,0,0,14,15,15,16,-0.6412508352608585,0.7373677248677248,0.6144949884348496,1,0.6192484167884573,0.39457266979955724,130.5,1.3131613756613756,648.5,0,((9)*((8)*(9))),(((2)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,AddTreeWithMult,SkipD,48,49,49,49,0
