gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
59,x*x*x*x,25,-10,-0.03826722127826428,0.011478809959482422,-0.03785555875049013,0.011589007972814014,265.1498,244.40150000000003,328.14239999999995,243.4572,-0.9055558750490132,0.2914931754952668,0.027222062475493414,0.0027566359905803954,8203.56,6106.1,14451.84,6071.28,((((x)*(x))*((5)+(6)))-((0)*((3)*(x)))),((7)+((6)*(6))),AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MultXD,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,MultXD,DeleteMaliciousR,59,57,60,60,3
60,x*x*x*x,25,-10,-0.03792106391321396,0.011509314842130818,-0.036694042608809305,0.011693522788804454,318.1188,244.14010000000002,505.8776000000001,242.5616,-0.8106302444124951,0.2946113486565715,0.07105481363316765,0.0035495645487753544,13010.94,6084.88,28977.36,6044.56,((((x)*(4))+((4)*(0)))-((6)*((9)*(9)))),((x)*((5)*(9))),AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MultXD,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,MultXD,DeleteMaliciousR,59,60,61,61,3
61,x*x*x*x,25,-10,-0.0383436910207816,0.011537392404354243,-0.037925113057116724,0.011816055791026386,253.4484,243.89949999999996,317.49920000000003,241.5116,-0.9313491046921971,0.3182403794088542,0.014186944435919495,0.016167893778286768,7249.98,6049.8,10504.96,5842.08,((((4)-(x))*((7)+(x)))*((x)*((9)+(1)))),((x)*((5)*(x))),AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MultXD,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,AddRandomSubTreeR,ReplaceBranchXR,59,60,62,62,3
62,x*x*x*x,25,-10,-0.03788387400339825,0.01149571951378905,-0.03602387661743563,0.011599044009186477,323.8096,244.25660000000005,608.4264,243.3712,-0.8133247941445562,0.29447597886364063,0.07310623081200346,0.004656780707219198,11785.140000000001,6089.960000000001,28565.04,6045.72,((((7)-(5))*((0)*(9)))*((x)*((9)*(9)))),((7)+((8)*(9))),AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR,AddRandomSubTreeR,DeleteMaliciousR,61,62,63,63,3
63,x*x*x*x,25,-10,-0.03775560841720037,0.011495089344063337,-0.035815971768396286,0.011614308120320408,343.4368,244.262,640.24,243.24040000000002,-0.8063923670108483,0.29200664712362534,0.07688272733845691,0.003353142298306465,12327.48,6094.96,29625.84,6066.88,((((x)*(6))*((5)+(5)))-((0)*((x)*(x)))),((x)*((x)-(x))),AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,AddRandomSubTreeR,ReplaceBranchXR,61,63,64,64,3
64,x*x*x*x,25,-10,-0.038271056071101824,0.01141850038276976,-0.03783113318520455,0.011470909498291541,264.56300000000005,244.91830000000002,331.88,244.46920000000003,-0.9158175401908247,0.2877541684560376,0.02286009014972683,0.0010932072797430665,7672.92,6115.87,12881.6,6103.32,((((1)-(x))-((6)-(3)))*((x)*((x)*(x)))),((7)*((x)+(5))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,SubXD,AddRandomSubTreeR,64,64,65,65,3
65,x*x*x*x,25,-10,-0.037359403999477195,0.011459636462087124,-0.034365254215135276,0.011564408013891745,404.064,244.56580000000002,862.2288000000001,243.668,-0.6525892040256176,0.29301491868476587,0.14984728076150858,0.003815041729652793,19176.64,6103.7300000000005,53160.8,6058.24,((((6)-(9))*((8)*(5)))*((x)*((x)*(7)))),((x)*((9)*(4))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,MutateTerminalR,DeleteMaliciousR,64,65,66,66,3
66,x*x*x*x,25,-10,-0.038357955169258925,0.011422923240659487,-0.03819930205201935,0.011511847190843402,251.26570000000004,244.8804,275.5428,244.1184,-0.9533995556136453,0.28771215714099,0.0037935679343633222,0.0012853407664534505,6440.620000000001,6115.15,7130.8,6103.68,((((x)*(0))+((2)*(x)))*((0)-((9)-(x)))),((2)*((2)*(6))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,SubXD,DeleteMaliciousR,64,66,67,67,3
67,x*x*x*x,25,-10,-0.0382137040909685,0.011507529361241298,-0.03768172787870867,0.011614494837276177,273.339,244.15540000000001,354.74199999999996,243.23879999999997,-0.9160711018167561,0.29269749985996235,0.018776626573053595,0.0024925402345795816,8991.6,6089.4,12842.8,6060.96,((((x)*(0))-((6)*(x)))*((5)*((4)-(x)))),((x)+((2)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|FellTreeD|ReplaceBranchXR|AddToLeafR,SubXD,FellTreeD,64,66,68,68,3
68,x*x*x*x,25,-10,-0.038314448438112665,0.011511205351307957,-0.037808119200104566,0.011676251470396028,257.92310000000003,244.1239,335.4016,242.7096,-0.9394928767481375,0.2935937412476428,0.010094735699519691,0.0033789439194810006,6949.039999999999,6095.58,9258.8,6053.28,((((4)*(0))-((7)*(x)))*((x)*((8)-(x)))),((x)*((6)+(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR,SubXD,DeleteMaliciousR,68,68,69,69,3
69,x*x*x*x,25,-10,-0.03840011828519148,0.011468983979685196,-0.03800094889556921,0.01163559385327782,244.8139,244.4857,305.8948,243.05800000000002,-0.9365651548817149,0.2915631943536793,0.014306925504947393,0.0029214774532575595,6620.79,6107.889999999999,9706.8,6070.68,((((5)-(9))*((2)*(8)))*((x)*((x)-(x)))),((9)*((8)+(7))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,DeleteMaliciousR|FellTreeD|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR,SubXD,FellTreeD,69,69,70,70,3
70,x*x*x*x,25,-10,-0.038340450267938836,0.011716944096943446,-0.0369648307410796,0.01227435255895588,253.9443,242.36090000000002,464.44160000000005,237.58440000000002,-0.8284705267285322,0.32305767686763637,0.07089304579907059,0.014753809217122505,10009.25,5953.08,26247.44,5800.8,((((x)*(x))*((9)-(0)))*((x)*((6)-(x)))),((x)*((x)*(x))),SubXD|AddTreeWithSub|AddToLeafR|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|FellTreeD|ReplaceBranchXR|MultXD,AddToLeafR,FellTreeD,70,68,71,71,3
71,x*x*x*x,25,-10,-0.0459175472705093,0.012003379576899382,-0.036841528776194836,0.012403047220718116,242.14691666666667,239.9064,483.30926666666664,236.4816,-0.8194693504117109,0.34400731930466616,0.07025334547811135,0.02058379779705331,11499.55,5839.68,27624.8,5621.28,((((0)-(6))*((x)*(x)))*((8)*((8)-(0)))),((x)*((9)*(x))),DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|FellTreeD|ReplaceBranchXR|ReplaceBranchR,DeleteNonTerminalR,FellTreeD,71,71,72,72,3
72,x*x*x*x,25,-10,-0.038531561233825645,0.012009027764811326,-0.03820015684224285,0.012915585264297855,224.7005,239.858,275.412,232.0896,-0.9380290158149263,0.3375655843307132,0.017836888006758565,0.02289347031248776,6775.61,5951.879999999999,9482.8,5676.48,((((0)-(3))*((4)*(x)))*((x)*((5)-(x)))),((x)*((8)*(x))),DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|FellTreeD|ReplaceBranchXR|ReplaceBranchR,DeleteNonTerminalR,FellTreeD,71,71,73,73,3
73,x*x*x*x,25,-10,-0.03840046595216312,0.011664745037996901,-0.037793799503332906,0.012019343876617438,244.76069999999999,242.8082,337.5928,239.7696,-0.9199869298130963,0.3311238493567601,0.02299762731445123,0.01921293885575301,7358.460000000001,5973.84,12243.6,5731.68,((((0)*(0))-((x)*(x)))*((x)*((x)-(x)))),((x)*((7)*(x))),DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,AddTreeWithSub,AddToLeafR,71,73,74,74,3
74,x*x*x*x,25,-10,-0.03841717161155405,0.01160079448064679,-0.03827253953731538,0.011737121197975993,242.20440000000002,243.35620000000003,264.336,242.188,-0.9482080773755064,0.3052822226786415,0.006817011548284675,0.007090509300561373,6527.92,6029.76,7925.2,5953.12,((((x)*(2))+((x)*(6)))*((0)-((5)-(x)))),((x)*((3)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,DeleteTerminalR,MutateTerminalR,74,73,75,75,3
75,x*x*x*x,25,-10,-0.0384121709580447,0.011934667737177216,-0.03797110965886812,0.012772746793136287,242.9696,240.4952,310.4608,233.31359999999998,-0.9435184943144688,0.3375655843307132,0.008214522779813287,0.022893958252413412,6757.389999999999,5970.48,8642.8,5676.48,((((9)*(1))*((x)*(0)))-((5)*((x)-(x)))),((x)*((8)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|FellTreeD|ReplaceBranchXR|MultXD,SubXD,FellTreeD,74,75,76,76,3
76,x*x*x*x,25,-10,-0.03823819892824468,0.011784734021696512,-0.03740721212913344,0.01224751199656441,269.5908,241.78,396.74840000000006,237.81439999999998,-0.8615250294079205,0.3375655843307132,0.04924076064863715,0.024214227591437296,9887.21,5985.88,21189.44,5676.48,((((x)*(9))*((5)-(0)))*((x)*((x)-(x)))),((x)*((8)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|AddXD|MutateTerminalR|ReplaceBranchXR|MultXD,AddToLeafR,AddToLeafR,76,76,77,77,3
77,x*x*x*x,25,-10,-0.03839191347536271,0.012226319622084885,-0.03811817017383349,0.013438206023488995,246.06939999999997,237.99599999999998,287.95759999999996,227.6112,-0.9471781466474971,0.34400731930466616,0.006068846825901935,0.02546118478321676,6822.8,5921.08,8082.8,5621.28,((((x)*(2))-((7)*(7)))-((0)*((x)-(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|AddXD|MutateTerminalR|ReplaceBranchXR|MultXD,DeleteTerminalR,AddToLeafR,77,76,78,78,3
78,x*x*x*x,25,-10,-0.03847220298000262,0.011966876412046981,-0.03806002091229905,0.01225610097652968,233.78349999999998,240.21919999999997,296.8556,237.7408,-0.9449232780028755,0.34400731930466616,0.007524209828093844,0.021616487761335495,6700.8099999999995,5819.48,8427.84,5621.28,((((x)*(x))*((x)*(2)))-((2)+((7)-(4)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,SubXD,AddToLeafR,78,78,79,79,3
79,x*x*x*x,25,-10,-0.0384433596915436,0.012276406445469316,-0.03815889426218795,0.014570084209347056,238.19709999999998,237.5668,281.726,217.91199999999998,-0.9463129002744739,0.34400731930466616,0.011359698355158508,0.01624597397109676,6494.86,5759.4400000000005,8215.2,5621.28,((((x)*(8))*((4)*(x)))*((8)-((5)-(5)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,MultXD,AddToLeafR,79,78,80,80,3
80,x*x*x*x,25,-10,-0.037004409881061295,0.01211676344828874,-0.032874358907332375,0.012971040200160577,458.38520000000005,238.9348,1090.3656,231.61440000000002,-0.6800522807476147,0.32468211438280714,0.13212874207789185,0.016057256532349552,19894.160000000003,5864.88,48958.4,5786.88,((((9)-(0))*((x)*(x)))*((x)-((4)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,SubXD,FellTreeD,79,80,81,81,3
81,x*x*x*x,25,-10,-0.03643521108351849,0.009665064260848724,-0.0332899856227944,0.015784117855742484,545.4839999999999,369.45419999999996,1026.7664,207.50879999999998,-0.7294298784472618,0.32468211438280714,0.10380394123408655,0.014236025082768054,18395.78,5955,41402.64,5786.88,((((x)*(9))*((9)-(0)))*((x)-((x)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,MultXD,MultXD,79,80,82,82,3
82,x*x*x*x,25,-10,-0.03679731538360998,0.012016496443041995,-0.03412490393412626,0.012871706779692665,490.0748,239.794,899.0072,232.46560000000002,-0.719960789439289,0.3311238493567601,0.1384397982454186,0.018561226790952328,24494.72,5939.16,42851.6,5731.68,((((3)-(9))*((x)*(x)))*((x)-((3)*(x)))),((x)*((7)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,SubXD,MutateNonTerminalR,82,82,83,83,3
83,x*x*x*x,25,-10,-0.036091150176447526,0.012049592023451652,-0.032357647366357344,0.012728681591575332,598.1322000000001,239.5104,1169.4328,233.69120000000004,-0.7414863416546856,0.3311238493567601,0.1209949026127065,0.019369029205642804,22147.18,5925.04,39557.76,5731.68,((((x)*(x))*((0)-(7)))*((x)-((x)*(9)))),((x)*((7)*(x))),SubXD|DeleteTerminalR|MultXD|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,DeleteTerminalR,AddToLeafR,83,83,84,84,3
84,x*x*x*x,25,-10,-0.038155137890471834,0.012121618089138676,-0.03702943406090707,0.012940231902459066,282.30080000000004,238.8932,454.55600000000004,231.8784,-0.8739160894000785,0.3375655843307132,0.042981307320090915,0.022445694449986845,9427.94,5915.16,19293.36,5676.48,((((9)*(x))*((0)-(3)))*((x)-((x)*(x)))),((x)*((8)*(x))),SubXD|DeleteTerminalR|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|MultXD,DeleteTerminalR,MultXD,83,84,85,85,3
85,x*x*x*x,25,-10,-0.03645228466867076,0.01197770599548145,-0.0319527538883806,0.012687417144350883,542.8714,240.12640000000002,1231.3896000000002,234.0448,-0.6796340347666971,0.3375655843307132,0.13350904831454544,0.024929832342165135,21933.02,5911.280000000001,49022.4,5676.48,((((x)*(x))*((1)-(8)))*((x)-((x)*(x)))),((x)*((8)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,SubXD,SubXD,85,83,86,86,3
86,x*x*x*x,25,-10,-0.036771435106522025,0.011901898911440152,-0.032810675728662926,0.01312284108519895,494.035,240.77599999999998,1100.1104,230.31359999999998,-0.5663479283753757,0.34400731930466616,0.1858032917146698,0.02596466219919604,25384.22,5955,66357.44,5621.28,((((x)*(x))*((x)*(x)))-((3)-((7)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,SkipD|FellTreeD|SubXD|ReplaceBranchXR|MultXD,AddTreeWithSub,SkipD,85,85,87,87,3
87,x*x*x*x,25,-10,-0.03765827865638479,0.01197821946710981,-0.03464556789962096,0.012597793005582841,358.33020000000005,240.12199999999996,819.3351999999999,234.81279999999998,-0.7599079858841982,0.34400731930466616,0.10133267336151358,0.02349943231968114,13497.58,5867.6,36738.88,5621.28,((((x)*(x))*((x)*(7)))-((0)-((7)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|MultXD,AddTreeWithSub,MutateNonTerminalR,87,87,88,88,3
88,x*x*x*x,25,-10,-0.035865405829303365,0.011863108463879607,-0.02992106652725134,0.012114569524058481,632.6756,241.1084,1542.2784,238.9536,-0.5128385831917396,0.32468211438280714,0.19586121947203303,0.017303658290633742,31104.100000000002,5941,74545.44,5786.88,((((x)*(0))-((x)*(x)))*((x)-((x)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|MultXD,MutateTerminalR,ReplaceBranchXR,88,88,89,89,3
89,x*x*x*x,25,-10,-0.037033058423735464,0.012100005601508675,-0.033419009279832705,0.013002595365685163,454.0014,239.07840000000004,1007.0232000000001,231.34400000000002,-0.6305967847340217,0.34400731930466616,0.16684933371673463,0.02467723120687006,18252.64,5882.76,56526.08,5621.28,((((x)*(x))*((x)*(x)))-((8)-((x)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|MultXD,SubXD,ReplaceBranchXR,88,88,90,90,3
90,x*x*x*x,25,-10,-0.03797486995164031,-0.011056584573445112,-0.03688272382695072,-0.0105823701850365,309.8854,508.1064,477.00559999999996,504.0428,-0.8947023918442033,0.32468211438280714,0.03085319371850449,0.01563058108892854,9290.68,5970,16112.64,5786.88,((((x)*(4))*((x)*(9)))-((0)-((x)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MutateTerminalR,SubXD,90,90,91,91,3
91,x*x*x*x,25,-10,-0.037040330675728664,0.012067936964355737,-0.03350535616259312,0.01334129992344605,452.8886,239.3532,993.8104000000001,228.4416,-0.76,0.34400731930466616,0.09443352612829921,0.025566296583452188,15819.280000000002,5949.719999999999,36724.8,5621.28,((((x)*(x))*((x)*(7)))-((0)-((0)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,SubXD,MutateNonTerminalR,91,90,92,92,3
92,x*x*x*x,25,-10,-0.035109069402692455,0.012040442892619081,-0.028429747745392756,0.012969546464514443,748.4101999999999,239.58879999999996,1770.48,231.6272,-0.566138805384917,0.34400731930466616,0.18760066230504074,0.02404995751392852,28277.18,5908.68,66389.44,5621.28,((((x)*(x))*((x)*(x)))-((0)-((9)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithDiv|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,AddTreeWithDiv,ReplaceBranchXR,92,92,93,93,3
93,x*x*x*x,25,-10,-0.03791185073846557,0.01215956831039827,-0.03635098157103647,0.013244953974270408,319.5286,238.56800000000004,558.3728000000001,229.26719999999997,-0.8433287152006274,0.34400731930466616,0.058468901185327736,0.026227844392361734,10553.779999999999,5889.68,23973.84,5621.28,((((4)+(6))*((x)*(x)))*((x)-((x)*(5)))),((x)*((9)*(x))),SubXD|AddTreeWithDiv|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MultXD,SubXD,92,93,94,94,3
94,x*x*x*x,25,-10,-0.03578918049928114,0.01229255746214314,-0.028449238008103516,0.013357544298597758,644.3395999999999,237.4284,1767.4976000000001,228.3024,-0.32156005750882233,0.34400731930466616,0.30806607217822435,0.024011192512264433,33630.74,5908.280000000001,103814.88,5621.28,((((x)*(9))+((x)*(x)))*((x)-((x)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithAdd|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,SubXD,FellTreeD,94,93,95,95,3
95,x*x*x*x,25,-10,-0.03561588289112535,0.011890602535616263,-0.030462914651679524,0.012653341299923451,670.8575999999999,240.8728,1459.3647999999998,234.33679999999995,-0.566597830348974,0.34400731930466616,0.18561253076257225,0.024842474027859822,25735.08,5915.68,66319.2,5621.28,((((x)*(x))*((x)*(x)))-((6)-((4)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithSub|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,SubXD,MutateNonTerminalR,95,93,96,96,3
96,x*x*x*x,25,-10,-0.036639522938178015,0.01166105737812051,-0.03422539275911646,0.012046511193681502,514.2202000000001,242.8398,883.6304000000001,239.5368,-0.6631561887334989,0.3311238493567601,0.12461051859440216,0.01976046149916037,25410.02,5984.68,51543.84,5731.68,((((x)*(3))+((8)*(x)))*((x)-((0)*(9)))),((x)*((7)*(x))),SubXD|AddTreeWithAdd|MutateTerminalR|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MutateTerminalR,ReplaceBranchXR,96,96,97,97,3
97,x*x*x*x,25,-10,-0.034709900666579536,0.012284762029239879,-0.03124775846294602,0.013502623373228526,809.4909999999999,237.4952,1339.2679999999998,227.05919999999998,-0.4003659652333028,0.34400731930466616,0.2491513134796806,0.028292301227184274,56603,5881.32,91756,5621.28,((((x)*(8))+((8)*(x)))*((x)-((x)*(x)))),((x)*((9)*(x))),SubXD|AddTreeWithAdd|MutateTerminalR|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MutateTerminalR,ReplaceBranchXR,96,96,98,98,3
98,x*x*x*x,25,-10,-0.03756675401908247,0.011810874395503858,-0.03453225460724089,0.012339936889668954,372.33529999999996,241.55599999999998,836.6744,237.02239999999998,-0.7329379166122075,0.32468211438280714,0.11353104169389627,0.01630803731653919,14807.06,5995.72,40865.84,5786.88,((((9)+(7))*((x)*(5)))*((x)-((0)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithAdd|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MultXD,MutateNonTerminalR,98,97,99,99,3
99,x*x*x*x,25,-10,-0.03756363874003398,0.011979386448083353,-0.03385849692850608,0.012729615176354167,372.81199999999995,240.112,939.7728,233.6832,-0.7329379166122075,0.32468211438280714,0.11353104169389627,0.01630803731653919,14807.06,5995.72,40865.84,5786.88,((((9)+(7))*((x)*(5)))*((x)-((0)*(x)))),((x)*((6)*(x))),SubXD|AddTreeWithAdd|MultXD|DeleteTerminalR|MutateTerminalR,MutateNonTerminalR|FellTreeD|SubXD|ReplaceBranchXR|MultXD,MutateTerminalR,MutateNonTerminalR,98,97,99,99,3
