gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x,25,-10,-0.038426844856881456,0.011569192635883265,-0.038400000000000004,0.011777358701943727,240.7242,243.62699999999998,244.832,241.84320000000002,-0.9600000000000001,0.30028754411188086,0.000030322833616536208,0.005183522986204513,6118.48,6054.88,6120.8,5995.92,(((0)*((8)*(9)))+((4)*((x)*(x)))),(((x)+((7)+(x)))*((1)*(x))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|ReplaceBranchXR|MutateNonTerminalR|MultXD|SkipD,AddRandomSubTreeR,SkipD,44,44,45,45,1
45,x*x*x*x,25,-10,-0.03840510978956999,0.010956425324388088,-0.038399673245327406,0.012098885299774076,244.05009999999996,248.8867,244.882,239.088,-0.9599803947196446,0.3375655843307132,0.000036737766660464345,0.029146876007811885,6118.8099999999995,5916.62,6123.8,5676.48,((0)+((6)-(9))),((x)*((8)*(x))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|ReplaceBranchXR|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,44,44,46,46,1
46,x*x*x*x,25,-10,-0.0384015403215266,0.012486159605653793,-0.038400219579139985,0.015054614709561775,244.5963,235.76940000000002,244.79840000000002,213.76,-0.9600000000000001,0.5948055342905689,0.000017708696505649922,0.14705887007513765,6116.88,5359.259999999999,6120.8,3472.16,((0)+((x)*(0))),(((0)+((x)*(9)))*((x)*(x))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|ReplaceBranchXR|MutateNonTerminalR|MultXD|SkipD,AddRandomSubTreeR,MultXD,44,44,47,47,1
47,x*x*x*x,25,-10,-0.03840133250555483,-0.009245453442127079,-0.03839992942099072,0.019676046081744683,244.6281,492.58660000000003,244.8428,174.1584,-0.9599607894392891,1,0.00003962113856681116,0.35152783397847287,6118.74,4517.8,6126.8,0,((0)+((x)-(8))),(((x)*(x))*((x)*(x))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,47,47,48,48,1
48,x*x*x*x,25,-10,-0.038401839628806694,-0.03970050600295012,-0.03839921578878578,-0.0333920869354146,244.5505,841.8051,244.952,770.0984,-0.9599738596261927,0.3361091920757325,0.00003765091122829186,0.02242150287210765,6119.34,5977.08,6124.8,5688.96,((0)+((5)-(9))),(((x)+(2))*((x)*(x))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|ReplaceBranchXR|MutateNonTerminalR|MultXD|SkipD,AddTreeWithAdd,ReplaceBranchXR,44,48,49,49,1
49,x*x*x*x,25,-10,-0.03840126846163901,-0.08,-0.03839973859626193,-0.08,244.63790000000006,1310.68,244.872,1310.68,-0.9600000000000001,-2,0.000007863503551009998,0,6119.35,32767,6120.8,32767,((0)+((0)*(2))),(((0)+((7)-(4)))+((x)/((x)*(x)))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,48,47,50,50,1
50,x*x*x*x,25,-10,-0.03840079728140113,-0.08,-0.0383985622794406,-0.08,244.71,1310.68,245.05200000000002,1310.68,-0.9599607894392891,-2,0.000026552324083249755,0,6122.82,32767,6126.8,32767,((0)+((2)-(8))),(((0)+((6)-(5)))/((x)*((x)*(x)))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DivXD|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,48,49,51,51,1
51,x*x*x*x,25,-10,-0.034436683440073196,-0.08,-0.029977835577048757,-0.08,851.2987,1310.68,1533.5915999999997,1310.68,-0.11776761207685263,-2,0.4064727264666414,0,66788.20000000001,32767,134999.2,32767,((((x)*(7))*((5)+(7)))*((5)*((5)+((5)*(x))))),(((0)+((1)*(4)))/((x)+((x)*(x)))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR,DivXD|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,51,49,52,52,1
52,x*x*x*x,25,-10,-0.03846861789619782,-0.08,-0.03820281009018429,-0.08,234.33208952380951,1310.68,275.006,1310.68,-0.9402378774016469,-2,0.012023875057942468,0,6563.009999999999,32767,9144.8,32767,(((x)*((x)*(1)))-((4)*((2)*(9)))),((((x)*((4)*(2)))*((9)/((7)*(9))))*(((7)+(1))/((x)/((x)*(x))))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR,DivXD|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,DivXD,52,50,53,53,1
53,x*x*x*x,25,-10,-0.03840257613383871,-0.08,-0.03840020650895308,-0.08,244.43779999999998,1310.68,244.80039999999997,1310.68,-0.9599869298130964,-2,0.00005244881060044461,0,6114.33,32767,6122.8,32767,((0)+((5)-(7))),(((0)*((8)+(2)))/((x)/((x)*(x)))),AddTreeWithMult|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithMult,AddToLeafR,53,51,54,54,1
54,x*x*x*x,25,-10,-0.038402195791399814,-0.08,-0.03839996078943929,-0.08,244.49599999999998,1310.68,244.838,1310.68,-0.9599542543458373,-2,0.00006284952639998057,0,6115.62,32767,6127.8,32767,((0)+((x)-(9))),(((0)*((8)-(2)))/((x)/((x)*(x)))),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithAdd,AddToLeafR,54,51,55,55,1
55,x*x*x*x,25,-10,-0.038400380995948245,-0.08,-0.038399346490654816,-0.08,244.7737,1310.68,244.93200000000002,1310.68,-0.9599738596261927,-2,0.000018144978533296714,0,6121.21,32767,6124.8,32767,((0)+((3)-(7))),(((0)+((x)-(4)))/((x)*((x)*(x)))),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithAdd,AddToLeafR,55,51,56,56,1
56,x*x*x*x,25,-10,-0.038401418768788394,-0.07352829695464645,-0.038399532087308855,-0.05411318781858581,244.61489999999998,1237.5741,244.9036,1018.2564,-0.9600060122859757,0.5886812181414195,0.00002143351253750575,1.2943406090707097,6117.9,25456.41,6119.88,3524.64,((0)+((1)+(0))),(((0)+((6)*(x)))*((9)+((x)*(x)))),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithAdd,AddToLeafR,55,51,57,57,1
57,x*x*x*x,25,-10,-0.03840113057116717,-0.03322600220326008,-0.038399581754019085,0.01540610937879269,244.65900000000002,768.6751999999999,244.89600000000002,210.748,-0.9599803947196446,0.3816494575872435,0.0000342688237147666,1.1730095528624889,6119.92,12407.89,6123.8,5298.72,((0)+((3)-(6))),(((5)+((3)+(7)))*((1)*((x)*(x)))),AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|SkipD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|MultXD|SkipD,AddTreeWithAdd,AddToLeafR,57,57,58,58,1
58,x*x*x*x,25,-10,-0.03840135276434453,-0.051292656337258345,-0.038399824859495495,0.012308615120339081,244.625,976.4378272727273,244.8588,237.2908,-0.9599477192523854,0.3239725899508935,0.0000477610573588509,1.332084228274324,6117.93,19352.21,6128.8,5792.96,((0)+((1)-(9))),(((0)+((6)+(x)))*((5)+((0)*(x)))),AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|SkipD|AddRandomSubTreeR,ReplaceBranchXR|DivXD|MutateNonTerminalR|AddTreeWithAdd|SkipD,AddTreeWithAdd,SkipD,57,57,59,59,1
59,x*x*x*x,25,-10,-0.03840163834792838,-0.03427472132494352,-0.038400193438766175,0.011555025486864465,244.58130000000006,777.6618,244.8024,243.7484,-0.9600000000000001,0.28571428571428575,0.000023982754216045197,0,6118.360000000001,6120.8,6120.8,6120.8,((0)+((7)*(0))),(0),AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|SkipD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,57,59,60,60,1
60,x*x*x*x,25,-10,-0.038402577440857406,0.01142857142857143,-0.0383997961050843,0.01142857142857143,244.43760000000003,244.832,244.8632,244.832,-0.9599673245327409,0.28571428571428575,0.000030265221237867686,0,6119.19,6120.8,6125.8,6120.8,((0)+((3)-(8))),(0),AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|SkipD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,57,59,61,61,1
61,x*x*x*x,25,-10,-0.038402046137759764,0.01142857142857143,-0.03839997908770096,0.01142857142857143,244.5189,244.832,244.83520000000001,244.832,-0.9599869298130964,0.28571428571428575,0.00005124624556162336,0,6115.719999999999,6120.8,6122.8,6120.8,((0)+((0)-(2))),(0),AddTreeWithAdd|MutateNonTerminalR|AddTreeWithAdd|SkipD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,FellTreeD,57,60,62,62,1
62,x*x*x*x,25,-10,-0.03843105084302706,0.01142857142857143,-0.038386634426872304,0.01142857142857143,240.08060000000006,244.832,246.87720000000002,244.832,-0.9599934649065482,0.28571428571428575,0.0001305307990389606,0,6110.120000000001,6120.8,6121.8,6120.8,((0)+((4)-(5))),(0),DeleteNonTerminalR|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,DivXD,62,61,63,63,1
63,x*x*x*x,25,-10,-0.03840195987452621,0.01142857142857143,-0.038400054894785,0.01142857142857143,244.53209999999999,244.832,244.8236,244.832,-0.9599803947196446,0.28571428571428575,0.00004846596139154274,0,6117.849999999999,6120.8,6123.8,6120.8,((0)+((4)-(7))),(0),DeleteNonTerminalR|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,DeleteNonTerminalR,MutateNonTerminalR,62,62,64,64,1
64,x*x*x*x,25,-10,-0.03840223238792315,0.01142857142857143,-0.038398943928898185,0.01142857142857143,244.49039999999997,244.832,244.99360000000001,244.832,-0.9599803947196446,0.28571428571428575,0.00003765930411630942,0,6118.83,6120.8,6123.8,6120.8,((0)+((3)-(6))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,64,63,65,65,1
65,x*x*x*x,25,-10,-0.0384006711540975,0.01142857142857143,-0.03839817017383349,0.01142857142857143,244.7293,244.832,245.112,244.832,-0.9599411841589336,0.28571428571428575,0.00003433879141393278,0,6122.25,6120.8,6129.8,6120.8,((0)+((0)-(9))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|SubXD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,65,62,66,66,1
66,x*x*x*x,25,-10,-0.0384848784472618,0.01142857142857143,-0.03839982747353288,0.01142857142857143,231.8439,244.832,244.8584,244.832,-0.9600060122859757,0.28571428571428575,0.00003889971033821562,0,6116.16,6120.8,6119.88,6120.8,((0)+((5)-(4))),(0),DeleteNonTerminalR|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,DeleteNonTerminalR,AddToLeafR,66,65,67,67,1
67,x*x*x*x,25,-10,-0.03840158214612469,0.01142857142857143,-0.038399654947065744,0.01142857142857143,244.58989999999997,244.832,244.88479999999998,244.832,-0.9599477192523854,0.28571428571428575,0.000040835637116980224,0,6120.26,6120.8,6128.8,6120.8,((0)+((1)-(9))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,66,65,68,68,1
68,x*x*x*x,25,-10,-0.03840320350281009,0.01142857142857143,-0.038399362174879104,0.01142857142857143,244.3418,244.832,244.92960000000002,244.832,-0.9599607894392891,0.28571428571428575,0.000034744333072086253,0,6119.33,6120.8,6126.8,6120.8,((0)+((0)-(6))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,MutateNonTerminalR,67,67,69,69,1
69,x*x*x*x,25,-10,-0.03840175532610117,0.01142857142857143,-0.03839888903411319,0.01142857142857143,244.56340000000003,244.832,245.002,244.832,-0.9599869298130964,0.28571428571428575,0.000027685255789634262,0,6118.8099999999995,6120.8,6122.8,6120.8,((0)+((x)-(4))),(0),ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,ReplaceBranchR,AddTreeWithAdd,69,67,70,70,1
70,x*x*x*x,25,-10,-0.03840162004966671,0.01142857142857143,-0.03840000784211215,0.01142857142857143,244.5841,244.832,244.8308,244.832,-0.9599869298130964,0.28571428571428575,0.000020678451156913485,0,6119.7,6120.8,6122.8,6120.8,((0)+((2)-(4))),(0),ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,ReplaceBranchR,MutateNonTerminalR,69,67,71,71,1
71,x*x*x*x,25,-10,-0.03840209841850739,0.01142857142857143,-0.03839984577179454,0.01142857142857143,244.51090000000005,244.832,244.8556,244.832,-0.9600060122859757,0.28571428571428575,0.000019156186015362917,0,6116.150000000001,6120.8,6119.88,6120.8,((0)+((6)-(5))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,67,67,72,72,1
72,x*x*x*x,25,-10,-0.038401463207423873,0.01142857142857143,-0.03840012285975689,0.01142857142857143,244.60809999999998,244.832,244.8132,244.832,-0.9599869298130964,0.28571428571428575,0.000021008335012496198,0,6119.93,6120.8,6122.8,6120.8,((0)+((0)-(x))),(0),MultXD|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|DivXD|FellTreeD,MultXD,DivXD,72,71,73,73,1
73,x*x*x*x,25,-10,-0.038402196444909165,0.01142857142857143,-0.03839949026271076,0.01142857142857143,244.49590000000003,244.832,244.91,244.832,-0.9599607894392891,0.28571428571428575,0.00004726085123366651,0,6117.24,6120.8,6126.8,6120.8,((0)+((0)-(6))),(0),AddTreeWithAdd|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,FellTreeD,DeleteNonTerminalR,73,72,74,74,1
74,x*x*x*x,25,-10,-0.038401784080512355,0.005710072912971228,-0.0384000130701869,0.011455085236290307,244.55900000000003,311.4836,244.83,244.60480000000004,-0.9599869298130964,0.28571428571428575,0.000023099745112732606,0,6120.43,6120.8,6122.8,6120.8,((0)+((0)-(x))),(0),AddTreeWithAdd|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,AddToLeafR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,AddToLeafR,73,73,75,75,1
75,x*x*x*x,25,-10,-0.03840226440988106,0.01142857142857143,-0.038400687491831134,0.01142857142857143,244.48550000000003,244.832,244.7268,244.832,-0.9600159456280226,0.28571428571428575,0.000012416677558435562,0,6115.89,6120.8,6118.36,6120.8,((0)+((9)-(6))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,ReplaceBranchXR,74,72,76,76,1
76,x*x*x*x,25,-10,-0.0384010456149523,0.01142857142857143,-0.03839901973598223,0.01142857142857143,244.672,244.832,244.982,244.832,-0.9599803947196446,0.28571428571428575,0.000027902527734708382,0,6117.860000000001,6120.8,6123.8,6120.8,((0)+((3)-(6))),(0),AddTreeWithAdd|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddRandomSubTreeR,MutateNonTerminalR,76,75,77,77,1
77,x*x*x*x,25,-10,-0.038401915435890735,0.01142857142857143,-0.03839960789439289,0.01142857142857143,244.53889999999998,244.832,244.892,244.832,-0.9600130701869037,0.28571428571428575,0.000013080638874041423,0,6117.4400000000005,6120.8,6118.8,6120.8,((0)+((x)*(1))),(0),AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|DivXD|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddTreeWithAdd,DeleteNonTerminalR,75,76,78,78,1
78,x*x*x*x,25,-10,-0.03840217357208208,0.01142857142857143,-0.03839935956084172,0.01142857142857143,244.49939999999995,244.832,244.93,244.832,-0.9599607894392891,0.28571428571428575,0.000039296656810181585,0,6121.57,6120.8,6126.8,6120.8,((0)+((1)-(7))),(0),AddTreeWithAdd|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddRandomSubTreeR,MutateNonTerminalR,78,77,79,79,1
79,x*x*x*x,25,-10,-0.0384013161678212,0.01142857142857143,-0.03839953731538361,0.01142857142857143,244.63060000000002,244.832,244.90279999999998,244.832,-0.9599803947196446,0.28571428571428575,0.00003838357343239312,0,6116.110000000001,6120.8,6123.8,6120.8,((0)+((0)-(3))),(0),FellTreeD|MutateTerminalR|SkipD|FellTreeD|AddXD,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,FellTreeD,DeleteNonTerminalR,77,78,80,80,1
80,x*x*x*x,25,-10,-0.038401765782250685,0.01142857142857143,-0.03839980394719645,0.01142857142857143,244.56180000000003,244.832,244.862,244.832,-0.9599673245327409,0.28571428571428575,0.000031967586010577257,0,6119.76,6120.8,6125.8,6120.8,((0)+((3)-(8))),(0),AddRandomSubTreeR|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,AddRandomSubTreeR,FellTreeD,80,77,81,81,1
81,x*x*x*x,25,-10,-0.038402199712455884,0.01142857142857143,-0.038399403999477194,0.01142857142857143,244.49540000000002,244.832,244.9232,244.832,-0.9600060122859757,0.28571428571428575,0.000022714942007291517,0,6116.27,6120.8,6119.88,6120.8,((0)+((9)-(8))),(0),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|FellTreeD,DeleteTerminalR,ReplaceBranchXR,81,77,82,82,1
82,x*x*x*x,25,-10,-0.03840131486080251,0.01142857142857143,-0.03839953731538361,0.01142857142857143,244.6308,244.832,244.90279999999998,244.832,-0.9599738596261927,0.28571428571428575,0.000008436769368284263,0,6123.3,6120.8,6124.8,6120.8,((0)+((2)-(6))),(0),AddTreeWithAdd|MutateTerminalR|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR,ReplaceBranchXR|DivXD|MutateNonTerminalR|MutateNonTerminalR|ReplaceBranchR,FellTreeD,MutateNonTerminalR,82,80,83,83,1
83,x*x*x*x,25,-10,-0.038401423343353815,0.011442038389006108,-0.03839875833224415,0.011483933005956272,244.61419999999998,244.7166,245.02200000000002,244.3576,-0.9599607894392891,0.2884823645835279,0.000030489882198149994,0.0012921151455567638,6121.64,6113.610000000001,6126.8,6097.08,((0)+((1)-(7))),((5)*(7)),DeleteTerminalR|MutateTerminalR|AddTreeWithMult|FellTreeD|AddRandomSubTreeR,ReplaceBranchXR|DivXD|MutateNonTerminalR|MutateNonTerminalR|ReplaceBranchR,DeleteTerminalR,MutateNonTerminalR,83,80,84,84,1
84,x*x*x*x,25,-10,-0.03840052150045746,0.011442738577590235,-0.03839882368317867,0.011455178594768195,244.75220000000002,244.71059999999997,245.012,244.60399999999998,-0.9599542543458373,0.2872920439905149,0.000038622568165286876,0.0006589038172079071,6121.45,6113.23,6127.8,6107.28,((0)+((1)-(8))),((9)*(2)),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|DivXD|MutateNonTerminalR|MutateNonTerminalR|ReplaceBranchR,FellTreeD,MutateNonTerminalR,83,80,85,85,1
85,x*x*x*x,25,-10,-0.0384003600836492,0.00574448718188099,-0.038400000000000004,0.011502791418488716,244.7769,311.1887,244.832,244.196,-0.9600000000000001,0.28813227029146526,0,0.0016738266467838498,6120.8,6113.72,6120.8,6100.08,(0),((5)+((6)*(x))),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,83,85,86,86,1
86,x*x*x*x,25,-10,-0.038400000000000004,0.011475495733517561,-0.038400000000000004,0.011522630095038932,244.832,244.42989999999998,244.832,244.026,-0.9600000000000001,0.2910730623447916,0,0.0028070576929725803,6120.8,6095.55,6120.8,6074.88,(0),((9)*(8)),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,83,86,87,87,1
87,x*x*x*x,25,-10,-0.038400000000000004,0.01144570270926303,-0.038400000000000004,0.01146558806505219,244.832,244.6852,244.832,244.51480000000004,-0.9600000000000001,0.28703064025244135,0,0.0006835122226867996,6120.8,6114.780000000001,6120.8,6109.52,(0),((5)+((7)+(x))),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,83,85,88,88,1
88,x*x*x*x,25,-10,-0.038400000000000004,0.011463919282260027,-0.038400000000000004,0.011512220624754939,244.832,244.5291,244.832,244.11519999999996,-0.9600000000000001,0.28824896838881947,0,0.0009577627393551948,6120.8,6111.360000000001,6120.8,6099.08,(0),((7)*((5)-(x))),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,87,85,89,89,1
89,x*x*x*x,25,-10,-0.038400000000000004,0.01147180807364117,-0.038400000000000004,0.011587607595645763,244.832,244.4615,244.832,243.46919999999997,-0.9600000000000001,0.29224937916612215,0,0.0030781150486360307,6120.8,6104.28,6120.8,6064.8,(0),((1)*((x)*(x))),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,88,85,90,90,1
90,x*x*x*x,25,-10,-0.038400000000000004,0.011455400321153166,-0.038400000000000004,0.011519269189835132,244.832,244.60210000000004,244.832,244.05480000000003,-0.9600000000000001,0.29044289261907885,0,0.002065194549363377,6120.8,6104.620000000001,6120.8,6080.28,(0),((7)*(9)),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,88,90,91,91,1
91,x*x*x*x,25,-10,-0.038400000000000004,0.011449635435143869,-0.038400000000000004,0.011512407341710704,244.832,244.65150000000003,244.832,244.11360000000002,-0.9600000000000001,0.2895699908508692,0,0.0020930329985178538,6120.8,6113.290000000001,6120.8,6087.76,(0),((9)+((9)*(x))),DeleteTerminalR|MutateTerminalR|SkipD|FellTreeD|FellTreeD,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,FellTreeD,ReplaceBranchXR,89,91,92,92,1
92,x*x*x*x,25,-10,-0.038400000000000004,0.011479813563119669,-0.038400000000000004,0.01157612450286611,244.832,244.39289999999997,244.832,243.56760000000003,-0.9600000000000001,0.29100771141027326,0,0.0024645223598225973,6120.8,6106.799999999999,6120.8,6075.44,(0),((5)*((5)*(x))),DeleteTerminalR|AddTreeWithAdd|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,AddTreeWithAdd,ReplaceBranchXR,91,92,93,93,1
93,x*x*x*x,25,-10,-0.038400000000000004,0.011474772205313968,-0.038400000000000004,0.011546996657766493,244.832,244.4361,244.832,243.8172,-0.9600000000000001,0.29269749985996235,0,0.00347200956397953,6120.8,6103.349999999999,6120.8,6060.96,(0),((x)+((2)*(x))),DeleteTerminalR|AddTreeWithAdd|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,AddTreeWithAdd,ReplaceBranchXR,91,91,94,94,1
94,x*x*x*x,25,-10,-0.038400000000000004,0.011468377149578955,-0.038400000000000004,0.011528698396101352,244.832,244.49090000000004,244.832,243.97400000000002,-0.9600000000000001,0.29044289261907885,0,0.0020164616300648143,6120.8,6103.950000000001,6120.8,6080.28,(0),((9)*(7)),DeleteTerminalR|AddTreeWithAdd|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchXR|ReplaceBranchXR|AddXD|MutateNonTerminalR|ReplaceBranchR,DeleteTerminalR,ReplaceBranchXR,91,94,95,95,1
