TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.978814876033058,0.1696969696969697,-1,0.1674931129476584,1
-0.974909090909091,0.1303030303030303,-0.9756561983471074,0.17410468319559227,2
-0.9725206611570248,1,-0.975269538895448,0.17272727272727273,3
-0.9180909090909091,0.1696969696969697,-1,0.16666666666666666,4
-0.9749669421487603,-0.04090369686811346,-0.9752628099173554,0.1729476584022039,5
-0.9749586776859505,0.1693296602387511,-0.7951818181818182,0.2822038567493113,6
-0.9653305785123967,0.15292445699103402,-0.504623507805326,0.15057368433484508,7
-0.974909090909091,1,-0.9779467768595042,0.17206611570247932,8
-0.9751090909090909,1,-0.9905107438016529,0.1934986225895317,9
-0.975,0.16954754305622372,-0.97566391184573,-0.48561711775542016,10
-0.9749669421487603,0.1696969696969697,-0.9617454545454546,0.16831955922865013,11
-0.9750495867768595,1,-1,0.16887052341597797,12
-0.9757702479338842,0.1696969696969697,-0.9754214876033058,0.17278236914600545,13
0.5443813941929337,1,-0.9618181818181818,0.17719008264462804,14
-0.9742727272727273,0.16964653980278982,-0.9858599763872491,0.1399449035812672,15
-0.9787190082644628,0.16637784237836015,-0.8989090909090909,0.27844053034550187,16
0.24986361156573922,0.13076687427389225,-0.9781028925619835,0.20606060606060606,17
-0.9742231404958678,0.13224092166400006,-0.9750909090909091,0.47107438016528924,18
-0.9754793388429752,0.1697920174178742,-0.9750920897284533,0.17134986225895316,19
-0.9768495867768595,0.16594836567419544,-0.976352479338843,0.17454545454545453,20
