gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
52,x*x*x*x,25,-10,-0.03839992746046269,0.011771372089549457,-0.03839888903411319,0.013362398939447694,244.84309999999996,241.8945,245.002,228.26080000000002,-0.9599411841589336,0.3753757678734807,0.000026201623011425112,0.04346757295912205,6124.1900000000005,5911.12,6129.8,5352.48,((0)-(9)),(((7)*((x)+(x)))+((0)*(x))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithDiv,52,52,53,53,3
53,x*x*x*x,25,-10,-0.038400111096588675,0.011368320200907446,-0.03839862763037512,0.011796963982299234,244.815,245.34830000000002,245.042,241.67520000000002,-0.9599477192523854,0.2970386690815393,0.0000283868893643366,0.0050044300616849564,6122.32,6086.31,6128.8,6023.76,((1)-(9)),(((x)+((6)*(8)))+((5)+(5))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddToLeafR,ReplaceBranchR,53,53,54,54,3
54,x*x*x*x,25,-10,-0.03840081035158803,0.011478541553858508,-0.03839966278917789,0.01175065817726908,244.708,244.40379999999996,244.8836,242.072,-0.9599803947196446,0.2951855032955543,0.00002374173458037692,0.004652833583574072,6120.7,6094.1900000000005,6123.8,6039.64,((4)-(7)),(((7)*((4)+(x)))+((9)+((x)-(0)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,ReplaceBranchR,54,54,55,55,3
55,x*x*x*x,25,-10,-0.0383999666710234,0.011619792930896055,-0.0383985622794406,0.012456634987023173,244.8371,243.1934,245.05200000000002,236.02239999999998,-0.9599607894392891,0.32376253337565586,0.000022232512144617883,0.018634340687208872,6122.3099999999995,6034.18,6126.8,5794.76,((x)-(8)),(((2)+((7)+(5)))+((5)*((x)*(x)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithDiv,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,55,55,56,56,3
56,x*x*x*x,25,-10,-0.03840014115801856,0.011509571577944997,-0.0383992811397203,0.011945030528222272,244.81039999999996,244.1379,244.942,240.4064,-0.9599673245327409,0.30246279664656356,0.000016671876018619115,0.006155779394016006,6122.82,6049.88,6125.8,5977.28,((2)-(7)),(((8)*((x)*(6)))*((6)+((4)-(8)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,56,56,57,57,3
57,x*x*x*x,25,-10,-0.03839975428048621,0.011456193868215175,-0.03839908508691675,0.011518569001251007,244.86960000000002,244.59529999999998,244.972,244.06079999999997,-0.9599673245327409,0.28873443247381303,0.000014765648010143183,0.0015610251028585081,6123.4400000000005,6106.389999999999,6125.8,6094.92,((x)-(7)),(((3)+((9)+(5)))+((7)*((x)+(0)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddToLeafR,MutateNonTerminalR,57,57,58,58,3
58,x*x*x*x,25,-10,-0.03839987387269638,0.011413797449446386,-0.03839882368317867,0.011698564146610156,244.8513,244.95860000000005,245.012,242.5184,-0.9599477192523854,0.2898827417517785,0.00003446525099558576,0.0015095009034560049,6123.8099999999995,6105.79,6128.8,6085.08,((1)-(9)),(((9)*((8)-(9)))+((6)+((2)*(1)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|MutateTerminalR|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,MutateTerminalR,58,58,59,59,3
59,x*x*x*x,25,-10,-0.03839941380211737,0.011438280710271302,-0.038398366226637046,0.011874264801986669,244.92170000000002,244.74879999999996,245.082,241.0128,-0.9599477192523854,0.2946113486565715,0.00002348697191307454,0.0039053637392408394,6124.05,6069.89,6128.8,6044.56,((0)-(8)),(((x)+((0)*(5)))*((0)+((0)+(9)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,ReplaceBranchR,59,59,60,60,3
60,x*x*x*x,25,-10,-0.038399731407659135,0.011625487798046943,-0.03839862763037512,0.012475866833467153,244.87309999999997,243.1446,245.042,235.8576,-0.9599542543458373,0.32147058274361906,0.00003162409081819118,0.015355810150884545,6123.0599999999995,6006.59,6127.8,5814.4,((x)-(9)),(((6)*((8)*(8)))-((3)*((6)+(0)))),MutateTerminalR|AddXD|DeleteNonTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|MutateTerminalR|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,AddRandomSubTreeR,60,60,61,61,3
61,x*x*x*x,25,-10,-0.03839977911384133,0.011560755363444556,-0.0383985622794406,0.012048471721717054,244.8658,243.6993,245.05200000000002,239.52,-0.9599477192523854,0.31564501372369635,0.000027315127164418635,0.01767379386164635,6123.0599999999995,6071.64,6128.8,5864.32,((1)-(9)),(((7)*((x)*(1)))+((x)*((7)*(5)))),DeleteTerminalR|AddXD|MultXD|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|MutateTerminalR|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MultXD,AddTreeWithAdd,61,61,62,62,3
62,x*x*x*x,25,-10,-0.03839963142072932,0.011419562335455687,-0.03839873741994511,0.011665375207722617,244.88839999999996,244.90920000000003,245.0252,242.8028,-0.9599542543458373,0.2999421177437124,0.000019514304085692248,0.0061695746032170784,6124.55,6077.68,6127.8,5998.88,((x)-(9)),(((x)*((6)+(2)))+((5)*((2)*(3)))),MutateTerminalR|AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,ReplaceBranchR,62,62,63,63,3
63,x*x*x*x,25,-10,-0.038399984315775716,0.011649340889146145,-0.03839882368317867,0.012726581025822959,244.8344,242.9402,245.012,233.70919999999998,-0.9599738596261927,0.3503556958007357,0.00001844641308773124,0.030809366443051864,6121.46,5962.25,6124.8,5566.88,((0)-(4)),(((9)*((0)+(4)))+((x)+((0)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,ReplaceBranchR,63,63,64,64,3
64,x*x*x*x,25,-10,-0.03839998300875703,0.012183736486360331,-0.038398758332244154,0.016740108669268262,244.8346,238.36089999999996,245.02200000000002,199.3168,-0.9599542543458373,0.5252067890285118,0.000031940142499311846,0.11780893897353868,6121.14,5581.110000000001,6127.8,4068.56,((2)-(9)),(((3)*((8)-(1)))+((x)*((x)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,64,64,65,65,3
65,x*x*x*x,25,-10,-0.03838832048098288,0.011045708310771705,-0.03834037903542021,0.01148187911944284,246.61919999999998,248.11280000000002,253.9552,244.37520000000004,-0.9541445562671547,0.2871193308064306,0.0032086776453594756,0.0003203201573313813,6294.3,6117.969999999999,7016.8,6108.76,((((x)*(x))*((8)*(0)))-((2)+((6)*(0)))),(((x)+((4)+(9)))+((9)*((0)+(0)))),DeleteTerminalR|AddXD|AddToLeafR|ReplaceBranchR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,ReplaceBranchR,MultXD,65,65,66,66,3
66,x*x*x*x,25,-10,-0.03839922167036989,0.011134445543999854,-0.038396654032152665,0.011669249584554776,244.9511,247.35240000000002,245.34399999999997,242.7696,-0.9597307541497844,0.29881248016132345,0.00015440980737351954,0.007757305399827632,6126.79,6096.1,6162,6008.56,(((x)*((9)-(4)))*((0)-((4)+(x)))),(((0)+((8)+(0)))*((4)*((7)-(x)))),DeleteTerminalR|AddXD|MutateTerminalR|ReplaceBranchR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,AddTreeWithAdd,66,66,67,67,3
67,x*x*x*x,25,-10,-0.038414748398902104,0.011558596448643503,-0.03839973859626193,0.01234395130421794,242.5752,243.71779999999998,244.872,236.988,-0.9599607894392891,0.31458072707582585,0.000037716190345048747,0.014468568961590223,6121.38,6059.41,6126.8,5873.44,((x)-(8)),(((9)*((7)+(0)))*((5)+((7)+(0)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithDiv,67,67,68,68,3
68,x*x*x*x,25,-10,-0.03840002091229905,0.011579975540078797,-0.03839862763037512,0.012771346415968034,244.82879999999997,243.53459999999998,245.042,233.3256,-0.9599542543458373,0.35028100901842896,0.000016894280440902957,0.034218569332167194,6124.09,6003.0599999999995,6127.8,5567.52,((x)-(9)),(((x)*((1)+(3)))*((9)-((6)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,MutateNonTerminalR,68,68,69,69,3
69,x*x*x*x,25,-10,-0.03840002875441119,0.011544989450492003,-0.03839901973598223,0.011970424034206548,244.8276,243.8344,244.982,240.1888,-0.9599673245327409,0.30173460051907314,0.000019062170464785765,0.007390536849165282,6122.82,6073.52,6125.8,5983.52,((1)-(6)),(((4)+((2)*(8)))*((6)*(1))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithAdd,69,69,70,70,3
70,x*x*x*x,25,-10,-0.03840012612730362,0.01079347704315029,-0.03839895438504771,0.012214976567022053,244.81270000000004,250.2742,244.99200000000002,238.0932,-0.9599607894392891,0.31721343615213704,0.00002634347967548993,0.021491589469077758,6121.08,6078.870000000001,6126.8,5850.88,((2)-(8)),((((6)+((3)*(1)))+(((3)*(1))+((7)-(6))))*(((x)+((4)+(4)))*((x)+((0)+((5)-(7)))))),AddTreeWithMult|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,70,70,71,71,3
71,x*x*x*x,25,-10,-0.03840025617566332,0.00972700303310694,-0.038399281139720305,0.012214369736915814,244.79280000000003,266.6961,244.942,238.09839999999997,-0.9599673245327409,0.3113131803499077,0.000025175862637525277,0.022264801745820628,6120.34,6055.24,6125.8,5901.44,((2)-(7)),(((8)+((0)*(9)))*((8)-((2)-(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddXD,AddTreeWithAdd,71,71,72,72,3
72,x*x*x*x,25,-10,-0.038456473010064045,0.005949735795507592,-0.0383962697686577,0.013768788393674031,236.19050000000004,309.4299,245.4028,224.7784,-0.9599673245327409,0.39242302593498524,0.00001693871346145005,0.05396455723511589,6123.57,5899.38,6125.8,5206.4,((2)-(7)),((((x)*(8))-((0)+(9)))-((3)+((3)*(x)))),ReplaceBranchR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddXD,AddRandomSubTreeR,72,72,73,73,3
73,x*x*x*x,25,-10,-0.03840015096065874,0.011565948428776817,-0.038399019735982226,0.012218664226898449,244.8089,243.6548,244.982,238.06159999999997,-0.9599869298130964,0.31776425117164897,0.00001108323078204771,0.01820540762525036,6120.9,6005.99,6122.8,5846.16,((6)-(8)),((((x)+(9))+((3)+(0)))+((8)+((0)*((5)*(6))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|DivXD|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,73,73,74,74,3
74,x*x*x*x,25,-10,-0.03840031499150438,0.011020606550030811,-0.03839921578878578,0.012130860578449133,244.78380000000004,248.3279,244.952,238.81400000000002,-0.9599869298130964,0.32603581231211615,0.000009883919268846508,0.039718601506973275,6120.54,6045.7,6122.8,5775.28,((5)-(7)),(((8)+((0)-(2)))+((x)*((6)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,74,74,75,75,3
75,x*x*x*x,25,-10,-0.03840013200888773,0.008466084395077244,-0.03839921578878578,0.012708889594264057,244.8118,987.3109,244.952,233.8608,-0.9599803947196446,0.34064641410086455,0.000017053964646005264,0.008817332619597726,6121.25,6086.54,6123.8,5650.08,((0)-(3)),((((7)-(0))*((0)+((3)*(x))))*(((8)+(0))+((x)*((1)-(0))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithAdd,75,75,76,76,3
76,x*x*x*x,25,-10,-0.04620318847209516,0.008886540355632876,-0.03841293948503464,0.012433032796833283,198.43810000000002,324.1169625,242.852,236.22465,-0.9599673245327409,0.35922183374722266,0.00001693871346145005,0.03715905971677657,6123.57,5968.32625,6125.8,5490.905,((3)-(8)),(((((6)+(x))*((9)/(8)))-(((0)-(8))+((1)+((x)-(0)))))+((((1)-(7))+((x)+(3)))*(((x)*(2))+((8)+((0)*(x)))))),DeleteTerminalR|DivXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,76,76,77,77,3
77,x*x*x*x,25,-10,-0.03839980982878056,0.012495203708198743,-0.038398692981309636,0.02009746625091025,244.8611,235.69190000000003,245.032,170.5472,-0.9599542543458373,0.7043897156300765,0.000020665780029839615,0.2086363288762991,6123.8,5214.74,6127.8,2533.12,((x)-(9)),((((2)-(4))-((6)*((2)*(x))))+(((3)*(7))+((8)+((0)*(x))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddToLeafR,AddTreeWithAdd,77,77,78,78,3
78,x*x*x*x,25,-10,-0.038399973859626194,0.011429376645443174,-0.038398366226637046,0.011886448083350452,244.83599999999998,244.82510000000002,245.082,240.9084,-0.9599738596261927,0.3032703474802548,0.000017201577596437564,0.007958257986292858,6121.6900000000005,6058.75,6124.8,5970.36,((2)-(6)),(((9)*((3)*(9)))+((4)+((7)*(8)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,78,78,79,79,3
79,x*x*x*x,25,-10,-0.0384000882237616,0.01142612076852699,-0.03839921578878578,0.011932940605336373,244.81850000000003,244.85300000000004,244.952,240.51,-0.9599542543458373,0.3062811583919936,0.00003142177317424127,0.009715515566198337,6122.7,6069.200000000001,6127.8,5944.56,((0)-(7)),((((1)+(0))+((8)+((7)+(x))))-(((x)+(1))*((8)*((3)*(6))))),DeleteTerminalR|AddToLeafR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddToLeafR,AddTreeWithAdd,79,79,80,80,3
80,x*x*x*x,25,-10,-0.038399817017383354,0.006490492304515204,-0.038398366226637046,0.014446944377018883,244.86,442.3298,245.082,218.96719999999996,-0.9599542543458373,0.48361558713146746,0.00003109789069177973,0.09841332099799152,6123.68,5689.82,6127.8,4424.96,((0)-(7)),((((4)+((0)+(4)))-((2)+((x)+(9))))+(((8)+(4))+((0)*((x)-((x)*(x)))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,80,80,81,81,3
81,x*x*x*x,25,-10,-0.04879973728924323,0.010630823235057978,-0.04879882368317867,0.011626584760162073,183.6642,251.66800000000003,183.804,243.1352,-0.9599411841589336,0.29488675616632753,0.00003134120718408835,0.004206514105994214,6123.3,6098.530000000001,6129.8,6042.2,((0)-(9)),(((8)+((3)+(0)))*((9)+((2)+(2)))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,81,81,82,82,3
82,x*x*x*x,25,-10,-0.03839923800810352,0.008875563678227978,-0.03839849692850608,0.01435769367216237,244.9486,518.9639000000001,245.062,219.732,-0.9599411841589336,0.4058479750546148,0.000014117415367061174,0.05934460388300156,6126.8,5853.61,6129.8,5091.36,((0)-(9)),((((6)*(2))+((2)+((1)+(7))))-((9)*((x)+((x)*(x))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,82,82,83,83,3
