gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x,25,-10,-0.03839991373676644,0.011630365778516349,-0.03839895438504771,0.012800287544111883,244.8452,243.1028,244.99200000000002,233.07760000000002,-0.9599869298130964,0.31887988498235526,0.000007981380023899517,0.01566778085633029,6121.57,6034.59,6122.8,5836.6,((6)-(8)),((((x)*(5))*((7)*(5)))+((6)+((0)+(7)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,21,21,22,22,3
22,x*x*x*x,25,-10,-0.038400215658083915,0.011541360139664286,-0.0383985622794406,0.011756353044419967,244.799,243.8655,245.05200000000002,242.0232,-0.9599411841589336,0.30490878876710803,0.00004195211033383743,0.009389226454318816,6120.46,6071.93,6129.8,5956.32,((0)-(9)),(((8)*((6)*(x)))+((3)+((2)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|MutateTerminalR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,22,22,23,23,3
23,x*x*x*x,25,-10,-0.038399773232257225,0.01136525104094703,-0.03839888903411319,0.011563567787590797,244.86669999999998,245.3746,245.002,243.67519999999996,-0.9599673245327409,0.2875021005657525,0.000014780102693270087,0.001031751103229819,6123.1900000000005,6113.75,6125.8,6105.48,((0)-(5)),((((4)+(9))-((4)+(7)))+((6)-((1)+(0)))),AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,23,23,24,24,3
24,x*x*x*x,25,-10,-0.038399601931120124,0.011538174281606514,-0.038398758332244154,0.011863481897791142,244.8929125,243.8928,245.02200000000002,241.10519999999997,-0.9599607894392891,0.31346976118901365,0.00002031843125753054,0.013183488339121951,6123.3,6052.37,6126.8,5882.96,((1)-(7)),((((5)*(3))+((3)+(9)))*((7)+((7)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteMaliciousR,AddRandomSubTreeR,24,24,25,25,3
25,x*x*x*x,25,-10,-0.038400165337864334,0.011545176167447768,-0.03839960266631813,0.012226926452191127,244.80669999999998,243.8328,244.8928,237.9908,-0.9599607894392891,0.3206303564426686,0.00001718700587945793,0.022117441899494165,6123.05,6076.070000000001,6126.8,5821.6,((3)-(9)),((((3)*(6))*((2)+(9)))*((1)+((5)+(0)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchR|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,ReplaceBranchR,25,25,26,26,3
26,x*x*x*x,25,-10,-0.038400070579009286,0.011502546352484272,-0.03839915043785127,0.011563287712157144,244.82119999999998,244.19809999999998,244.96200000000002,243.67759999999998,-0.9599607894392891,0.2918619414829061,0.000027617710081694592,0.00197494328838161,6123.15,6092.889999999999,6126.8,6068.12,((2)-(8)),((((x)+(0))*((x)-(0)))+((3)+((1)+(x)))),DeleteTerminalR|DeleteMaliciousR|AddTreeWithAdd|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,26,26,27,27,3
27,x*x*x*x,25,-10,-0.03839944059600053,0.011449565416285454,-0.03839830087570253,0.01160021099016002,244.91760000000002,244.6521,245.092,243.3612,-0.9599607894392891,0.2939391676158113,0.000023063356174872943,0.003424956419800425,6123.82,6093.32,6126.8,6050.32,((0)-(6)),(((8)*((3)+(7)))+((5)*((8)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddToLeafR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,27,27,28,28,3
28,x*x*x*x,25,-10,-0.03839982812704222,0.011549342289523312,-0.03839901450790747,0.011777405381182668,244.8583,243.7971,244.98280000000003,241.84279999999998,-0.9599477192523854,0.30536157738484243,0.000024889241803386337,0.009197725221567664,6125.9400000000005,6068.52,6128.8,5952.44,((0)-(8)),((((9)+(8))+((2)*(7)))*((8)-((5)+(0)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,AddTreeWithSub|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithSub,28,28,29,29,3
29,x*x*x*x,25,-10,-0.03839960266631813,0.011716138880071702,-0.038398431577571564,0.01293589073323749,244.8928,242.36780000000002,245.072,231.91559999999998,-0.9599542543458373,0.3326642642418359,0.00002566775292402345,0.01826946617895069,6123.5,5902.72,6127.8,5718.48,((1)-(8)),((((6)*(4))+((1)+(x)))*((x)+((2)+(6)))),AddToLeafR|MutateTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,AddRandomSubTreeR,29,29,30,30,3
30,x*x*x*x,25,-10,-0.03839976800418246,0.011542282054633384,-0.038398692981309636,0.011775958324775475,244.8675,243.85760000000002,245.032,241.8552,-0.9599673245327409,0.2963571521929907,0.00002059221669424351,0.003504455586446749,6123.63,6069.280000000001,6125.8,6029.6,((x)-(7)),((((8)-(8))-((8)+(x)))+((1)*((x)+(x)))),SubXD|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithSub,30,30,31,31,3
31,x*x*x*x,25,-10,-0.03840025225460724,0.011823851223929647,-0.0383992811397203,0.012739977967399221,244.7934,241.4448,244.942,233.59439999999998,-0.9599738596261927,0.3810706350243666,0.000023359706550471302,0.04472401300578111,6122.0599999999995,5877.5,6124.8,5303.68,((2)-(6)),((((7)+(6))*((0)+(9)))+((x)*((x)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithSub,31,31,32,32,3
32,x*x*x*x,25,-10,-0.038399717030453535,0.011715613738633605,-0.038398692981309636,0.01257155927329761,244.87529999999998,242.37230000000002,245.032,235.03760000000003,-0.9599477192523854,0.3680004481206939,0.000025027502490017914,0.039589002667903044,6123.8,5923.87,6128.8,5415.68,((1)-(9)),((((2)+(x))*((7)+(5)))*((x)+((1)*(8)))),DeleteTerminalR|AddTreeWithSub|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,ReplaceBranchR,32,32,33,33,3
33,x*x*x*x,25,-10,-0.03839972879362175,0.011518370614485502,-0.03839830087570253,0.013014078458464815,244.87349999999998,244.0625,245.092,231.24559999999997,-0.9599738596261927,0.33070373620628496,0.000014235307728281098,0.02178895073360922,6123.07,6014.280000000001,6124.8,5735.28,((5)-(9)),(((9)*((6)*(6)))+((x)*((4)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,ReplaceBranchR,33,33,34,34,3
34,x*x*x*x,25,-10,-0.03839997320611685,0.011448678510745564,-0.038398692981309636,0.011999831954739812,244.83610000000002,244.6597,245.032,239.9368,-0.9599542543458373,0.30148253262878805,0.00002268684776086559,0.005701116157707772,6123.57,6058.25,6127.8,5985.68,((x)-(9)),((((1)*(8))+((0)*(8)))*((x)+((6)+(x)))),DeleteTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithSub,34,34,35,35,3
35,x*x*x*x,25,-10,-0.038400135929943804,0.011499010400134436,-0.03839915043785127,0.012026532479414456,244.8112,244.22840000000005,244.96200000000002,239.708,-0.9599542543458373,0.29856041227103836,0.00002873777159019409,0.006728919154537195,6121.52,6089.77,6127.8,6010.72,((2)-(9)),(((5)+((6)+(4)))*((8)+((6)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|DeleteTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithSub,35,35,36,36,3
36,x*x*x*x,25,-10,-0.03839996144294864,0.013216958100715126,-0.03839882368317867,0.018183150661911607,244.83790000000002,229.50709999999998,245.012,186.95120000000003,-0.9599738596261927,0.6805692999981329,0.000020099635822414435,0.19255650999555862,6122.15,5203.97,6124.8,2737.24,((0)-(4)),((((5)*(x))*((9)*(2)))*((x)+((4)+(7)))),SubXD|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteMaliciousR,AddTreeWithAdd,36,36,37,37,3
37,x*x*x*x,25,-10,-0.03840010325447654,0.011411230091304594,-0.03839895438504771,0.011682786563847865,244.81620000000004,244.9806,244.99200000000002,242.6536,-0.9599607894392891,0.2898827417517785,0.000028345536251604405,0.0017884119535067744,6120.700000000001,6105.219999999999,6126.8,6085.08,((0)-(6)),(((1)*(1))+((6)*(9))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,MultXD,37,37,38,38,3
38,x*x*x*x,25,-10,-0.03840003332897661,0.012568770188770846,-0.038399079858841986,0.015942407154993746,244.8269,235.06150000000002,244.97279999999998,206.15240000000003,-0.9599738596261927,0.675401908247288,0.000012370732248063662,0.1934042245650266,6123.55,5267.02,6124.8,2781.52,((5)-(9)),((((8)+(9))+((0)*(5)))*((x)*((x)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithDiv,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteMaliciousR,ReplaceBranchR,38,38,39,39,3
39,x*x*x*x,25,-10,-0.03840027120637826,0.012409045502922123,-0.038398758332244154,0.018211718356143925,244.79050000000004,236.4302,245.02200000000002,186.7064,-0.9599869298130964,0.619909628993409,0.000008995985983218302,0.1611687689717588,6121.82,5309.200000000001,6122.8,3257.04,((x)-(4)),((((x)*(9))*((7)*(x)))+((7)-((1)+(0)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,39,39,40,40,3
40,x*x*x*x,25,-10,-0.03840029342569599,0.011718916294788733,-0.03839980394719645,0.01248305543626417,244.78709999999998,242.34400000000002,244.862,235.796,-0.9599934649065482,0.31990216031517826,0.000012979250594805464,0.015303601968271921,6120.08,6024.33,6121.8,5827.84,((2)-(3)),((((9)+(4))+((3)*(8)))*((9)-((1)+(0)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|DivXD|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithDiv,40,40,41,41,3
41,x*x*x*x,25,-10,-0.03839944517056594,0.012693392086935418,-0.0383985622794406,0.020072632895793266,244.91690000000003,233.99360000000001,245.05200000000002,170.76,-0.9599477192523854,0.6889015441492242,0.000020665780029839615,0.2009360515278226,6124.8,5248.59,6128.8,2665.84,((1)-(9)),((((7)+(x))*((7)*(5)))+((7)*((x)+(x)))),DeleteTerminalR|DeleteMaliciousR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithDiv,41,41,42,42,3
42,x*x*x*x,25,-10,-0.03840004509214483,0.011495824542076667,-0.03839915043785127,0.012295264858001758,244.82510000000002,244.2557,244.96200000000002,237.4052,-0.9599607894392891,0.3081389921018728,0.000015556634053364718,0.008533609630321482,6123.3,6037.9400000000005,6126.8,5928.64,((x)-(8)),((((9)+(3))*((5)+(7)))*((5)+((4)+(0)))),DeleteTerminalR|MutateTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddTreeWithSub|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,ReplaceBranchR,42,42,43,43,3
43,x*x*x*x,25,-10,-0.03839989935956085,0.011621683440073194,-0.03839849692850608,0.012432361782773498,244.84740000000002,243.1772,245.062,236.23039999999997,-0.9599477192523854,0.31901525477528625,0.00003594808327587175,0.019106368610062676,6122.51,6056.39,6128.8,5835.44,((1)-(9)),((((9)+(2))*((1)*(4)))*((6)*((4)+(x)))),DeleteTerminalR|MutateTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,AddTreeWithAdd,43,43,44,44,3
44,x*x*x*x,25,-10,-0.038400509083779906,0.01138967595272327,-0.038399607894392895,0.012019297197378495,244.7541,245.1653,244.892,239.77,-0.9600000000000001,0.2987517971506993,0.000005307525945425126,0.005613276822061202,6120.15,6079.33,6120.8,6009.08,((0)-(0)),((((4)+(1))+((4)*(7)))*((x)+((9)+(4)))),DeleteTerminalR|DeleteMaliciousR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithDiv,44,44,45,45,3
45,x*x*x*x,25,-10,-0.03839965298653771,0.011541196762327992,-0.03839862763037512,0.011819556733947014,244.8851,243.86690000000002,245.042,241.48160000000004,-0.9599542543458373,0.30572100752469344,0.000025619677924012947,0.007275916896899103,6123.13,6033.42,6127.8,5949.36,((0)-(7)),((((7)*(9))*((8)-(2)))+((0)+((8)*(4)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|SkipD|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddXD|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,45,45,46,46,3
46,x*x*x*x,25,-10,-0.0383998379296824,0.011562680882050902,-0.038398943928898185,0.011908153929458336,244.8568,243.68280000000001,244.99360000000001,240.7224,-0.9599477192523854,0.31284425938719507,0.000018484035581911605,0.012667522223959015,6124.8,6037.98,6128.8,5888.32,((1)-(9)),(((8)+((0)*(7)))+((9)*(8))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,MultXD,46,46,47,47,3
47,x*x*x*x,25,-10,-0.038262689190955435,0.011771488787646809,-0.037933535485557446,0.01262878802024012,265.8433,241.89350000000002,316.2104,234.5472,-0.9133666187426479,0.34704146983587586,0.022270158472928046,0.032261097192929494,8226.76,6004.200000000001,13256.64,5595.28,(((x)*((x)*(x)))-((8)*((x)*(5)))),(((8)*((x)*(x)))+((7)+(x))),DeleteTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|AddTreeWithSub|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,ReplaceBranchR,47,47,48,48,3
48,x*x*x*x,25,-10,-0.03839318259051105,0.01165126640775249,-0.03832249379166122,0.012153593367813733,245.8752,242.92369999999994,256.692,238.6192,-0.9526310286237094,0.3221427637843793,0.004332155590791089,0.017288484630902816,6286.74,6003.049999999999,7248.4,5808.64,(((3)-((x)*(x)))*((x)*((2)+(4)))),(((9)*(2))*((9)*(8))),DeleteTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,MutateTerminalR,MultXD,48,48,49,49,3
49,x*x*x*x,25,-10,-0.03839688994902628,0.011573883899396906,-0.03838804077898314,0.012007160595253658,245.30790000000002,243.5868,246.662,239.87400000000002,-0.9589021043000916,0.3043813133670669,0.0005291167030047353,0.00828389831762158,6167.98,6050.1,6288.8,5960.84,(((3)-((6)-(0)))*((x)*((0)+(x)))),(((9)+((0)*(4)))*((9)+(5))),DeleteTerminalR|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithDiv,49,49,50,50,3
50,x*x*x*x,25,-10,-0.038359820284930075,0.011548315346266595,-0.03827954777153314,0.011859700879436863,250.9803,243.8059,263.2636,241.13760000000002,-0.948170435237224,0.3159157533095581,0.005809914082171369,0.01356024097970008,6739.82,6028.96,7930.96,5862,(((x)*((4)*(9)))*((0)-((x)-(3)))),(((7)+((1)+(8)))*((6)+((9)*(x)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|DeleteTerminalR|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|MutateNonTerminalR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,MutateNonTerminalR,50,50,51,51,3
51,x*x*x*x,25,-10,-0.03842005358776631,0.011609418470041266,-0.03839832963011371,0.0122217450566686,241.76339999999996,243.2823,245.0876,238.0352,-0.9599607894392891,0.32113449222323887,0.000025163645847015448,0.018185595821403288,6122,6050.8099999999995,6126.8,5817.28,((3)-(9)),(((9)+((8)-(7)))+((7)*((8)*(9)))),DeleteTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|FellTreeD|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,51,51,52,52,3
