A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,DeleteMaliciousR,DeleteTerminalR,DeleteMaliciousR,0,0,0,0
ReplaceBranchXR,AddXD,ReplaceBranchR,AddXD,0,0,1,0
AddXD,DivXD,FellTreeD,DivXD,0,0,2,0
AddTreeWithAdd,AddToLeafR,DeleteNonTerminalR,AddToLeafR,0,0,3,0
MultXD,DeleteMaliciousR,DeleteNonTerminalR,DeleteMaliciousR,0,0,4,0
,DivXD,,DivXD,0,0,5,0
,ReplaceBranchR,,MutateNonTerminalR,0,0,6,0
,DivXD,,DivXD,0,0,7,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,8,0
,MutateNonTerminalR,,MutateNonTerminalR,0,0,9,0
,AddTreeWithSub,,AddTreeWithSub,0,0,10,0
,ReplaceBranchXR,,ReplaceBranchXR,0,0,11,0
,FellTreeD,,FellTreeD,0,0,12,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,13,0
,MutateNonTerminalR,,ReplaceBranchXR,0,0,14,0
,AddXD,,AddXD,0,0,15,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,16,0
,ReplaceBranchXR,,ReplaceBranchXR,0,0,17,0
,DeleteMaliciousR,,AddTreeWithDiv,0,0,18,0
,AddXD,,AddXD,0,0,19,0
