A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,DeleteMaliciousR,AddTreeWithMult,DeleteMaliciousR,0,0,0,1
SkipD,MutateTerminalR,AddRandomSubTreeR,MutateTerminalR,0,0,1,1
AddTreeWithAdd,MutateTerminalR,AddTreeWithSub,MutateTerminalR,0,0,2,1
AddTreeWithMult,SubXD,AddTreeWithMult,SubXD,0,0,3,1
AddXD,SubXD,AddTreeWithMult,SubXD,0,0,4,1
,DeleteTerminalR,,MutateNonTerminalR,0,0,5,1
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,6,1
,MutateTerminalR,,MutateTerminalR,0,0,7,1
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,8,1
,AddTreeWithMult,,AddTreeWithMult,0,0,9,1
,AddTreeWithAdd,,AddTreeWithAdd,0,0,10,1
,FellTreeD,,FellTreeD,0,0,11,1
,DeleteTerminalR,,MutateTerminalR,0,0,12,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,13,1
,FellTreeD,,FellTreeD,0,0,14,1
,ReplaceBranchR,,ReplaceBranchR,0,0,15,1
,ReplaceBranchXR,,ReplaceBranchXR,0,0,16,1
,AddTreeWithMult,,MultXD,0,0,17,1
,AddRandomSubTreeR,,MutateNonTerminalR,0,0,18,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,19,1
