gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x,25,-10,-0.03839743236178277,0.011438840861138602,-0.03839241406352111,0.011454338368467243,245.22490000000002,244.74400000000003,245.9928,244.6112,-0.9596340347666973,0.28667587803648453,0.00020799964044409776,0.00034944017163418296,6149.32,6116.4400000000005,6176.8,6112.56,((0)-((x)*(x))),((0)+((8)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,31,31,32,32,4
32,x*x*x*x,25,-10,-0.03839730231342308,0.011433216012846128,-0.03838849823552477,0.011442388483298172,245.2448,244.7922,246.592,244.7136,-0.9596340347666973,0.2861717422559143,0.00018385208346693348,0.00013475135584276854,6134.82,6119.8,6176.8,6116.88,((0)-((x)*(x))),((x)+((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,32,32,33,33,4
33,x*x*x*x,25,-10,-0.03839642922493792,0.011436075116231308,-0.038392147431708275,0.011465261310379598,245.3784,244.7677,246.0336,244.51760000000002,-0.9596340347666973,0.2867645685904737,0.00018951771010322638,0.0004985344904329357,6162.3,6118.05,6176.8,6111.8,((0)-((x)*(x))),((0)+((9)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,33,33,34,34,4
34,x*x*x*x,25,-10,-0.03839730884851653,0.011437743899023474,-0.038392147431708275,0.011465261310379598,245.24380000000002,244.7534,246.0336,244.5176,-0.9596340347666973,0.2867645685904737,0.00022251728663389512,0.0004606742692492207,6147.32,6117.55,6176.8,6111.8,((0)-((x)*(x))),((0)+((9)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,34,34,35,35,4
35,x*x*x*x,25,-10,-0.03839825643706705,0.011438257370651832,-0.038392147431708275,0.011445189237634672,245.0988,244.74899999999997,246.0336,244.68959999999998,-0.9596340347666973,0.28667587803648453,0.00018005911231228766,0.0003955084288425445,6135.860000000001,6116.5,6176.8,6112.56,((0)-((x)*(x))),((0)+((8)+(x))),FellTreeD|ReplaceBranchXR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,35,35,36,36,4
36,x*x*x*x,25,-10,-0.03839815710364659,0.0114311971357619,-0.038392147431708275,0.011437907276359769,245.114,244.8095,246.0336,244.752,-0.9596340347666973,0.2859476819089942,0.00017726559542931446,0.00011669809735423421,6136.34,6119.3,6176.8,6118.8,((0)-((x)*(x))),((0)+(x)),DivXD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,DivXD,ReplaceBranchXR,36,36,37,37,4
37,x*x*x*x,25,-10,-0.03839757025225461,0.011435129861642737,-0.03838875441118808,0.011450697387829792,245.2038,244.77579999999998,246.55280000000002,244.64239999999998,-0.9596340347666973,0.2865871874824954,0.00019170021343499976,0.0004995478302779258,6132.82,6118.68,6176.8,6113.32,((0)-((x)*(x))),((0)+((7)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,MutateNonTerminalR,ReplaceBranchXR,37,37,38,38,4
38,x*x*x*x,25,-10,-0.03839577440857404,0.01143621515394813,-0.03838875441118808,0.011454245009989358,245.4786,244.76649999999998,246.55280000000002,244.612,-0.9596340347666973,0.2867645685904737,0.00019579139981695803,0.00025101396339259006,6161.82,6118.5,6176.8,6111.8,((0)-((x)*(x))),((0)+((9)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,AddXD,ReplaceBranchXR,38,38,39,39,4
39,x*x*x*x,25,-10,-0.03839744477846033,0.011433589446757661,-0.03836810874395504,0.011445375954590437,245.22299999999998,244.789,249.71200000000002,244.688,-0.9596340347666973,0.28632111582052766,0.00018385208346693348,0.00025101396339259006,6134.82,6118.5,6176.8,6115.6,((0)-((x)*(x))),((4)-((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,39,39,40,40,4
40,x*x*x*x,25,-10,-0.03839743955038557,0.011436565248240193,-0.03839554045222846,0.011448783539033183,245.2238,244.7635,245.51440000000002,244.6588,-0.9596340347666973,0.2865871874824954,0.00018951771010322638,0.00037514883951022746,6162.3,6117.93,6176.8,6113.32,((0)-((x)*(x))),((7)+((0)+(x))),DivXD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,AddXD,ReplaceBranchXR,40,40,41,41,4
41,x*x*x*x,25,-10,-0.03839763298915175,0.011437790578262415,-0.03839254476539015,0.011450697387829792,245.19420000000002,244.753,245.97279999999998,244.64239999999998,-0.9596340347666973,0.2865871874824954,0.00022608043477866872,0.00026889227045572695,6146.84,6116.53,6176.8,6113.32,((0)-((x)*(x))),((7)+((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,41,41,42,42,4
42,x*x*x*x,25,-10,-0.03839750751535747,0.011433659465616076,-0.038389151744869954,0.011443602143510655,245.2134,244.7884,246.49200000000002,244.7032,-0.9596340347666973,0.2862324252665386,0.00017726559542931446,0.0001709165714841115,6136.34,6118.4400000000005,6176.8,6116.36,((0)-((x)*(x))),((3)+((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,42,42,43,43,4
43,x*x*x*x,25,-10,-0.038396460593386486,0.011436203484138397,-0.038392147431708275,0.011452471198909575,245.3736,244.7666,246.0336,244.62720000000002,-0.9596340347666973,0.28667587803648453,0.00018951771010322638,0.0004105916046490894,6162.3,6117.26,6176.8,6112.56,((0)-((x)*(x))),((8)-((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,43,43,44,44,4
44,x*x*x*x,25,-10,-0.038396460593386486,0.011431488881005288,-0.038389151744869954,0.011433239352465601,245.3736,244.80700000000002,246.49200000000002,244.792,-0.9596340347666973,0.2859476819089942,0.0002120650881840772,0.00011669809735423421,6148.84,6119.3,6176.8,6118.8,((0)-((x)*(x))),((0)+(x)),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,44,44,45,45,4
45,x*x*x*x,25,-10,-0.03839668540060123,0.011438700823421777,-0.038392147431708275,0.011450884104785558,245.3392,244.74519999999995,246.0336,244.6408,-0.9596340347666973,0.28649849692850615,0.00020799964044409776,0.0005539444513598434,6149.32,6118.32,6176.8,6114.08,((0)-((x)*(x))),((0)+((6)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,45,45,46,46,4
46,x*x*x*x,25,-10,-0.038395230688798854,0.01143300595627089,-0.03838869428832833,0.011445375954590437,245.5618,244.79399999999998,246.562,244.688,-0.9596340347666973,0.28632111582052766,0.00019579139981695803,0.00025101396339259006,6161.82,6118.5,6176.8,6115.6,((0)-((x)*(x))),((0)+((4)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,AddXD,ReplaceBranchXR,46,46,47,47,4
47,x*x*x*x,25,-10,-0.03839561233825644,0.011434978154116178,-0.03838875441118808,0.011442528521014995,245.5034,244.7771,246.55280000000002,244.71239999999997,-0.9596340347666973,0.2864098063745169,0.0002120650881840772,0.000291521096933312,6148.84,6118.3099999999995,6176.8,6114.84,((0)-((x)*(x))),((5)-((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,47,47,48,48,4
48,x*x*x*x,25,-10,-0.03839414194222977,0.011440054521351085,-0.038385361390667894,0.011463487499299813,245.7284,244.7336,247.072,244.53279999999998,-0.9596340347666973,0.2867645685904737,0.0001958961310698501,0.0003851343680346285,6150.84,6116.4400000000005,6176.8,6111.8,((0)-((x)*(x))),((0)+((9)+(x))),FellTreeD|DeleteNonTerminalR|ReplaceBranchR|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,48,48,49,49,4
49,x*x*x*x,25,-10,-0.03839632989151745,0.011437708889594264,-0.038392147431708275,0.011453451462927351,245.3936,244.75369999999998,246.0336,244.61880000000002,-0.9596340347666973,0.28667587803648453,0.00020799964044409776,0.00041774659002240776,6149.32,6117.74,6176.8,6112.56,((0)-((x)*(x))),((8)-((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,49,49,50,50,4
50,x*x*x*x,25,-10,-0.03839913606064567,0.01143935433276696,-0.03839554045222846,0.011446076143174564,244.9642,244.7396,245.51440000000002,244.68200000000002,-0.9596340347666973,0.2867645685904737,0.00019170021343499976,0.00039660874653082496,6132.82,6116.0599999999995,6176.8,6111.8,((0)-((x)*(x))),((9)+((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,50,50,51,51,4
51,x*x*x*x,25,-10,-0.038395450267938835,0.011433239352465598,-0.03838875441118808,0.011437907276359769,245.5282,244.792,246.55280000000002,244.752,-0.9596340347666973,0.2859476819089942,0.00020799964044409776,0.00011669809735423421,6149.32,6119.3,6176.8,6118.8,((0)-((x)*(x))),((0)+(x)),FellTreeD|DeleteNonTerminalR|SubXD|ReplaceBranchR|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,ReplaceBranchR,ReplaceBranchXR,51,51,52,52,4
52,x*x*x*x,25,-10,-0.03839886485426741,0.011436950351961466,-0.03839268069533395,0.011443415426554889,245.0057,244.7602,245.952,244.7048,-0.9596340347666973,0.28649849692850615,0.00018632415192655256,0.00027540750975596495,6134.34,6117.620000000001,6176.8,6114.08,((0)-((x)*(x))),((6)-((0)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,FellTreeD,ReplaceBranchXR,52,52,53,53,4
53,x*x*x*x,25,-10,-0.038396460593386486,0.011437055380249082,-0.03838875441118808,0.011447149765670224,245.3736,244.7593,246.55280000000002,244.6728,-0.9596340347666973,0.28667587803648453,0.00021883620188859843,0.00041774659002240776,6147.8,6117.74,6176.8,6112.56,((0)-((x)*(x))),((0)+((8)+(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|DeleteNonTerminalR,AddXD,ReplaceBranchXR,53,53,54,54,4
54,x*x*x*x,25,-10,-0.03839672199712456,0.01166004210467353,-0.03838875441118808,0.011837574920178501,245.33360000000002,242.84849999999997,246.55280000000002,241.3272,-0.9596340347666973,0.3249155105775156,0.00021883620188859843,0.014895844454132947,6147.8,5927.82,6176.8,5784.88,((0)-((x)*(x))),(((x)*((5)+(1)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|DivXD|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,54,54,55,55,4
55,x*x*x*x,25,-10,-0.038394696118154485,0.011597363556584575,-0.038385361390667894,0.012192010381462743,245.6436,243.3856,247.072,238.29,-0.9596340347666973,0.3126388707358516,0.00016965102600957627,0.01606434839780199,6163.82,6032.76,6176.8,5890.08,((0)-((x)*(x))),(((9)*((7)*(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,SubXD,ReplaceBranchXR,55,55,56,56,4
56,x*x*x*x,25,-10,-0.03839658279963404,0.012444848479190397,-0.03838869428832833,0.014179939130272424,245.35490000000001,236.12339999999998,246.562,221.25519999999997,-0.9596340347666973,0.5022872827081428,0.00022251728663389512,0.10416586327476438,6147.32,5602.74,6176.8,4264.96,((0)-((x)*(x))),(((x)*((5)*(7)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,56,56,57,57,4
57,x*x*x*x,25,-10,-0.03839832832309502,0.012661183412065654,-0.03839587243497582,0.015163377336295912,245.08780000000002,234.2696,245.4636,212.828,-0.9596340347666973,0.596523330283623,0.0002120650881840772,0.15137191881467776,6148.84,5401.0599999999995,6176.8,3457.44,((0)-((x)*(x))),(((x)*((8)*(7)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,57,57,58,58,4
58,x*x*x*x,25,-10,-0.038396821330545026,0.011973271467781989,-0.038389151744869954,0.013300408910133132,245.3184,240.16440000000003,246.49200000000002,228.79200000000003,-0.9596340347666973,0.3565546987321919,0.00022608043477866872,0.033456654953052355,6146.84,5893.360000000001,6176.8,5513.76,((0)-((x)*(x))),(((x)*((5)*(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,58,58,59,59,4
59,x*x*x*x,25,-10,-0.04099737812050712,0.013702690591332603,-0.038392147431708275,0.020648281270422172,229.93120000000002,225.34480000000002,246.0336,165.8272,-0.9596340347666973,0.5741919823739194,0.00022251728663389512,0.15286692625755616,6147.32,4940.4,6176.8,3648.8,((0)-((x)*(x))),(((x)*((x)*(8)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,59,59,60,60,4
60,x*x*x*x,25,-10,-0.038396392628414586,0.012371795470246656,-0.03838875441118808,0.01444806467875348,245.38400000000001,236.74940000000004,246.55280000000002,218.95759999999999,-0.9596340347666973,0.4637302313423083,0.0002120650881840772,0.0833861728276946,6148.84,5666.82,6176.8,4595.36,((0)-((x)*(x))),(((7)*((x)*(4)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|MutateTerminalR|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,AddXD,ReplaceBranchXR,60,60,61,61,4
61,x*x*x*x,25,-10,-0.04100025617566331,0.012385775902309692,-0.03839567638217226,0.0138807252086562,229.4908,236.62959999999998,245.49360000000001,223.8192,-0.9596340347666973,0.32468211438280714,0.00019379045839306843,0.015282166890669626,6132.34,5875.719999999999,6176.8,5786.88,((0)-((x)*(x))),(((x)*((4)+(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|AddTreeWithDiv|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,MutateNonTerminalR,ReplaceBranchXR,61,61,62,62,4
62,x*x*x*x,25,-10,-0.03839747091883414,0.012025412177679858,-0.03838875441118808,0.01260526168381351,245.21900000000002,239.71759999999998,246.55280000000002,234.74880000000002,-0.9596340347666973,0.32972347218850945,0.00018869433253832245,0.020081877332739265,6133.860000000001,5916.84,6176.8,5743.68,((0)-((x)*(x))),(((6)*((x)-(6)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,AddXD,ReplaceBranchXR,62,62,63,63,4
63,x*x*x*x,25,-10,-0.03839707881322703,0.012179010213417482,-0.03838875441118808,0.013514386541441832,245.27900000000002,238.4014,246.55280000000002,226.95839999999995,-0.9596340347666973,0.3691020781597178,0.00018005911231228766,0.03855202934728606,6135.860000000001,5789.48,6176.8,5406.24,((0)-((x)*(x))),(((x)*((6)*(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,63,63,64,64,4
