A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,FellTreeD,MultXD,FellTreeD,0,0,0,2
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,1,2
MultXD,AddTreeWithMult,MultXD,AddTreeWithMult,0,0,2,2
MultXD,SubXD,MultXD,SubXD,0,0,3,2
MultXD,AddXD,MultXD,AddXD,0,0,4,2
,DeleteTerminalR,,DeleteTerminalR,0,0,5,2
,AddTreeWithAdd,,AddTreeWithAdd,0,0,6,2
,SkipD,,SkipD,0,0,7,2
,AddXD,,AddXD,0,0,8,2
,AddTreeWithMult,,AddTreeWithMult,0,0,9,2
,ReplaceBranchXR,,ReplaceBranchXR,0,0,10,2
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,11,2
,AddTreeWithMult,,AddTreeWithMult,0,0,12,2
,SkipD,,SkipD,0,0,13,2
,ReplaceBranchR,,ReplaceBranchR,0,0,14,2
,SkipD,,SkipD,0,0,15,2
,AddTreeWithMult,,AddTreeWithMult,0,0,16,2
,MultXD,,MultXD,0,0,17,2
,MutateNonTerminalR,,MutateNonTerminalR,0,0,18,2
,FellTreeD,,FellTreeD,0,0,19,2
