A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteTerminalR,ReplaceBranchR,FellTreeD,ReplaceBranchR,0,0,0,3
MutateTerminalR,MutateTerminalR,AddXD,MutateTerminalR,0,0,1,3
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithAdd,0,0,2,3
MutateNonTerminalR,AddTreeWithDiv,FellTreeD,AddTreeWithDiv,0,0,3,3
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,ReplaceBranchXR,0,0,4,3
,AddTreeWithAdd,,AddTreeWithAdd,0,0,5,3
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,6,3
,MultXD,,MultXD,0,0,7,3
,AddTreeWithSub,,AddXD,0,0,8,3
,DeleteMaliciousR,,DeleteMaliciousR,0,0,9,3
,FellTreeD,,AddRandomSubTreeR,0,0,10,3
,ReplaceBranchXR,,ReplaceBranchXR,0,0,11,3
,ReplaceBranchR,,ReplaceBranchR,0,0,12,3
,MutateNonTerminalR,,MutateNonTerminalR,0,0,13,3
,MultXD,,MultXD,0,0,14,3
,AddXD,,MutateNonTerminalR,0,0,15,3
,AddTreeWithAdd,,AddTreeWithAdd,0,0,16,3
,DeleteTerminalR,,DeleteTerminalR,0,0,17,3
,AddToLeafR,,AddToLeafR,0,0,18,3
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,19,3
