A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchR,0,0,0,2
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,AddToLeafR,0,0,1,2
MultXD,MultXD,MultXD,MutateNonTerminalR,0,0,2,2
SkipD,SkipD,SkipD,AddTreeWithAdd,0,0,3,2
MultXD,MultXD,MultXD,SubXD,0,0,4,2
AddToLeafR,AddToLeafR,AddToLeafR,MutateNonTerminalR,0,0,5,2
SubXD,SubXD,SubXD,MutateNonTerminalR,0,0,6,2
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,AddToLeafR,0,0,7,2
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,ReplaceBranchR,0,0,8,2
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithAdd,0,0,9,2
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,AddTreeWithMult,0,0,10,2
SkipD,SkipD,SkipD,DivXD,0,0,11,2
ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchXR,AddXD,0,0,12,2
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,0,0,13,2
MutateTerminalR,MutateTerminalR,MutateTerminalR,AddXD,0,0,14,2
