A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,MultXD,MultXD,SkipD,0,0,0,4
ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchXR,SkipD,0,0,1,4
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithAdd,0,0,2,4
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddXD,0,0,3,4
MutateTerminalR,MutateTerminalR,MutateTerminalR,DivXD,0,0,4,4
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,MutateTerminalR,0,0,5,4
AddXD,AddXD,AddXD,ReplaceBranchR,0,0,6,4
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,DivXD,0,0,7,4
SkipD,SkipD,SkipD,ReplaceBranchXR,0,0,8,4
SkipD,SkipD,SkipD,AddXD,0,0,9,4
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,ReplaceBranchXR,0,0,10,4
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,11,4
SkipD,SkipD,SubXD,SkipD,0,0,12,4
MultXD,MultXD,MultXD,MutateNonTerminalR,0,0,13,4
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,AddToLeafR,0,0,14,4
