TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.9750653381247958,0.16666666666666663,0.935731244483301,0.17592290101274088,1
-0.9751470107807906,1,0.9079514076052104,1,2
-0.9758085592943483,0.1676235331331705,0.9718437405788406,0.06021997168681254,3
-0.9761679189807253,0.16730457764433576,0.9731290485563184,-0.9457916671585932,4
0.9155012781087304,0.16858039959967439,0.9666972295652662,0.17494282914080364,5
-0.976078079059131,0.16721115103996512,0.8618621532310199,0.17374496351954694,6
-0.975016334531199,0.17047805727975604,0.9991258395180176,0.180932157247087,7
-0.9780284220842862,0.16176630730698024,0.9907655123290592,-0.5393211219735498,8
-0.9864276380267886,0.1660925467867644,0.7807396901631917,0.17701186975933786,9
-0.9750898399215943,0.16748339322661435,0.9759171382762627,0.15604922138734614,10
