gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
1,-0.8715023671397687,0.13568691010084175,0.090590507096804,0.40258320515336343,AddTreeWithAdd,AddTreeWithDiv,MultXD|AddTreeWithMult|AddXD|SubXD|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithSub|SkipD|MultXD|SkipD|AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd,MutateNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithDiv|MutateTerminalR|AddToLeafR|AddXD|AddTreeWithSub|AddXD|AddTreeWithMult|AddRandomSubTreeR,0,0,2267959.8,2267959.8,((((((((((9)+(5))*(x))*((x)*(((5)+(3))*(8))))+((5)*((((0)-(9))+(0))+(7))))*(x))+(x))-(x))+(x))*(x)),((((((((x)*(7))+(((x)/((1)/(0)))*(((0)-(x))*(0))))/(((4)*(2))*((x)+(((x)*(3))+(x)))))/((((6)+(8))+(((x)/(2))*(5)))*(((x)*(x))-((1)*(7)))))-(x))+(x))+(x)),5*x*x*x+2*x+7,1
2,-0.7461189571777106,0.13664971110468155,0.2634454561303841,0.4034729783346986,AddTreeWithAdd,AddTreeWithDiv,MultXD|AddTreeWithMult|AddXD|SubXD|MutateTerminalR|AddTreeWithAdd|AddXD|SkipD|AddTreeWithSub|SkipD|MultXD|SkipD|AddTreeWithAdd|MutateTerminalR|AddTreeWithAdd,MutateNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithDiv|MutateTerminalR|AddToLeafR|AddXD|AddTreeWithSub|AddXD|AddTreeWithMult|AddRandomSubTreeR,0,0,2547912,2547912,(((((((((8)*((x)*((2)+(7))))*(((((6)+(5))-(2))+(4))*(9)))+((2)*((x)+(7))))*(x))+(x))-(x))+(x))*(x)),(((((((((7)+((7)/(1)))+((6)*(1)))*((x)*((8)*(7))))/((((6)/(9))/(2))*((x)+((5)-(5)))))*((((0)+(9))+((5)*(0)))*(((x)*(((8)-(3))/(0)))-((1)+((x)-(x))))))-(x))+(x))+(x)),5*x*x*x+2*x+7,1
3,-0.5390946565622514,0.13343001272563892,0.6931131098444052,0.39163456213518333,MultXD,ReplaceBranchXR,AddToLeafR|MutateTerminalR|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddTreeWithSub|SkipD|SubXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,ReplaceBranchXR|ReplaceBranchXR|SubXD|DivXD|SkipD|AddRandomSubTreeR|DivXD|MultXD|ReplaceBranchXR|AddTreeWithAdd|AddXD|ReplaceBranchR|AddTreeWithDiv|AddXD|AddTreeWithDiv,2,2,20569494.7,20569494.7,(((((((((((((5)+(7))+(1))*(x))*(((x)*(8))*(x)))+((1)*(((0)-((5)+(8)))+(7))))-(x))*(x))*(x))-(x))*(x))-(x))+(x)),(((((((((((4)-(3))/((8)*(0)))+(((9)/(7))*((7)+(9))))+(((x)-(2))/(((x)/(x))*((x)*((4)+(0))))))-((4)/(1)))/(x))/(x))*(x))+(x))+(x)),5*x*x*x+2*x+7,1
4,-0.24507416186616024,0.14953205163760558,0.6628122468491595,0.3927319449831574,MultXD,ReplaceBranchXR,AddToLeafR|MutateTerminalR|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddTreeWithSub|SkipD|SubXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,ReplaceBranchXR|ReplaceBranchXR|SubXD|DivXD|SkipD|AddRandomSubTreeR|DivXD|MultXD|ReplaceBranchXR|AddTreeWithAdd|AddXD|ReplaceBranchR|AddTreeWithDiv|AddXD|AddTreeWithDiv,2,3,22216770,22216770,(((((((((((5)*(x))*((x)*((9)*((0)+((7)+(8))))))+(((0)-(1))*((x)+(7))))-(x))*(x))*((8)+(5)))-(x))*(x))-(x))+(x)),((((((x)*(0))/(x))*(((9)/(0))+((2)/(8))))+(x))+(x)),5*x*x*x+2*x+7,1
5,0.09162383746510296,0.1707403218704372,0.7058024890219033,0.43014005788354803,MultXD,AddTreeWithDiv,AddToLeafR|MutateTerminalR|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddTreeWithSub|SkipD|SubXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,DivXD|DivXD|SkipD|SubXD|AddTreeWithDiv|AddXD|ReplaceBranchXR|AddToLeafR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddTreeWithDiv|SkipD|AddTreeWithDiv|SkipD,2,4,14318894.3,14318894.3,(((((((((((6)*((((5)-(4))+((8)+(9)))*(6)))*((x)*(x)))+((2)*((x)+((7)+(7)))))-(x))*(x))*(x))-(x))*(x))-(x))+(x)),((((((((((5)-((x)/(0)))*(((7)/(4))*(4)))/(((0)*(3))*((4)+((0)+(2)))))*(((x)+((7)*(6)))/(((5)-(x))+(((2)+(7))+(5)))))/((3)/((3)/(2))))/(x))-((9)+(6)))+(x))+(x)),5*x*x*x+2*x+7,1
6,0.4010542099536186,0.2202718674967093,0.8673741959044906,0.4227833088145376,MultXD,AddTreeWithDiv,AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddToLeafR|MultXD|SkipD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,ReplaceBranchXR|ReplaceBranchXR|SubXD|DivXD|SkipD|AddRandomSubTreeR|DivXD|MultXD|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv,5,5,468699183.3,468699183.3,(((((((((((((8)+(7))*((8)+(x)))*(x))*((x)*(x)))+((2)*((x)+(((6)*(3))+(5)))))-(x))*(x))*(x))*(x))*(x))-(x))+(x)),((((((((((x)*(2))+(((5)*(x))+((7)-(((2)/(3))*(3)))))+((((x)+((0)/(0)))+((x)*(x)))*((x)+((5)/(6)))))-(x))/(x))/(x))*(x))+((4)/(x)))+(x)),5*x*x*x+2*x+7,1
7,0.5963926372078262,0.2677743544705967,0.9170175670145708,0.44736103180721415,MultXD,AddTreeWithDiv,AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddToLeafR|MultXD|SubXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,DivXD|DivXD|SkipD|DivXD|SkipD|AddRandomSubTreeR|DivXD|MultXD|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv,6,6,314147831.4,314147831.4,((((((((((((((4)+(3))*((x)+(x)))*(x))*((x)*(7)))+(((x)+(9))*((x)+(7))))-(x))*((7)+(x)))*(x))*(x))-(x))*(x))-(x))+(x)),(((((((((((((7)/(3))+(5))+(((6)/(0))*((x)+(6))))*(((x)+(8))-((1)*((x)+(0)))))+((((9)-((8)/((1)/(4))))*((x)+(6)))*(((x)-((2)-(9)))*((x)-((x)+(x))))))/(x))/(x))/(x))/(x))*(x))+(x))+(x)),5*x*x*x+2*x+7,1
8,0.6625558069956295,0.3089538876699208,0.921198940171559,0.5300731609173572,MultXD,AddTreeWithDiv,AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddToLeafR|MultXD|SkipD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,DivXD|DivXD|SkipD|SubXD|AddTreeWithDiv|AddXD|ReplaceBranchXR|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|AddTreeWithDiv|SkipD,6,7,477273483.1,477273483.1,((((((((((((x)+((9)+(1)))*(x))*((x)*((x)*(6))))+((2)*((x)+(7))))-(2))*(x))*(x))*((8)+((8)+(5))))*(x))-(x))+(x)),(((((((((1)+((7)+(x)))*((x)*((3)+(1))))*((((1)+((8)/(0)))+((2)/(4)))*(((3)+(4))-((x)+(x)))))/((5)/(9)))/(x))-(x))/(x))+(x)),5*x*x*x+2*x+7,1
9,0.7624415151626729,0.315574226801828,0.9345249868556409,0.49004010452276203,MultXD,AddTreeWithDiv,AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddToLeafR|MultXD|SubXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,ReplaceBranchXR|ReplaceBranchXR|SubXD|DivXD|AddTreeWithDiv|AddXD|ReplaceBranchXR|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv,8,8,1053518850.6,1053518850.6,((((((((((((5)*(x))*((x)*((x)*((6)+(3)))))+((2)*((x)+(7))))-(x))*((9)+((9)*((3)+(x)))))*(x))*(x))-(x))*(x))-(x))+(x)),(((((x)+(8))/((6)/((x)/(0))))+(x))+(x)),5*x*x*x+2*x+7,1
10,0.8344853639549628,0.35275186463969704,0.9702486664989591,0.5630154699764897,MultXD,AddTreeWithDiv,AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR|SkipD|AddToLeafR|MultXD|SkipD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|AddXD,ReplaceBranchXR|ReplaceBranchXR|SubXD|DivXD|AddTreeWithDiv|AddXD|ReplaceBranchXR|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv,6,8,286264394.5,286264394.5,((((((((((((5)+(7))*(x))*(((x)*(6))*((x)*(6))))+(((3)+(2))*((x)+(7))))-(x))*((0)+(5)))*(6))*(x))*(x))-(x))+(x)),(((((((((((1)/(0))*(x))+(((4)*((4)*((7)/(7))))+(((5)/(x))-((5)+(8)))))+((((x)-(6))*((x)+(9)))*((((3)/(6))*(x))-((x)*((x)*(4))))))-(x))/(((8)/(8))/(3)))+(x))/(x))+(x))+(x)),5*x*x*x+2*x+7,1
