TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
0.9559022993183657,1,0.9999192276712472,1,1
0.4606001066112171,0.1395941257914469,0.9999598320651869,0.16421648698682342,2
0.9498972697613001,0.08553849504519216,0.9999499349222684,1,3
-0.9062152891212022,1,0.9996378910208776,1,4
0.9298202575511718,1,0.9999698358531849,1,5
0.2393660969988383,-0.9938639997605467,0.9999100494762997,1,6
0.3509192306876736,0.17056880467530583,0.9999854163007295,0.46522855901922516,7
0.4031870319424595,1,0.9999564250465204,1,8
0.9197054625336534,0.15223783077425673,0.9999479704996115,1,9
0.4436972957255016,0.22011688264546808,0.9999767647165756,-0.35769889331548305,10
0.9177621084280136,0.1529059560427401,0.9999480602570842,1,11
0.029878536736100657,-0.661767955801105,0.9999753811743324,-0.9987489077522805,12
-0.1285609278013721,1,0.9999559309611082,0.16421648698682342,13
0.6041319775618745,-0.9619339510989156,0.9999961034001579,1,14
0.9239326875108332,1,0.9996033762443655,1,15
-0.6219781117281934,0.11163485322256955,0.9998493400364042,1,16
0.5663630310671635,0.16380812370684958,0.9998104712703686,-0.9998703651602824,17
0.9730065762188553,1,0.9999329220617886,1,18
0.24833170647856542,0.594133105978536,0.9999194623686608,1,19
-0.1458265272786671,1,0.9997006357688446,0.17265599477295,20
0.7480292404616803,-0.9603023035857116,0.9999319426324995,1,21
-0.9947239464227376,0.1979339929372598,0.9999222822661721,1,22
-0.9943498856582815,0.2997911891625138,0.9999088689234534,1,23
-0.4358657301535446,-0.9551006238876611,0.9999161450858934,1,24
0.9503072718432496,0.09410641039602163,0.9999683486865366,1,25
0.6918880288282485,0.17265599477295,0.9999424000340489,1,26
0.5412531238174454,1,0.999824403714115,1,27
0.9042745135505039,1,0.9998226333494781,1,28
-0.975,0.15536313031008964,0.9999866524617467,1,29
0.4877330387923821,1,0.999840814946969,0.2076395395281663,30
-0.9951388435151911,0.18025544095455895,0.9999064843353983,1,31
-0.8638614831754329,0.1696613307198083,0.9999814386750685,0.18059600457737834,32
-0.9704671675922901,0.1386660536175945,0.9997029617918453,-0.8232650153206429,33
0.8420876823491328,1,0.9999273606172369,1,34
0.5174055622122722,0.23335511270826526,0.9994805676281276,1,35
-0.9643090493302843,0.18000653381247955,0.9999219883711908,1,36
-0.7087520418164,0.17565701114378018,0.9999283040972295,1,37
0.9484932249071688,-0.9234872484555462,0.999961719500545,1,38
0.28102924855694983,1,0.9999758403103491,1,39
-0.5354132636393335,1,0.9999724307829552,1,40
-0.9944870957203529,1,0.9998962887646623,-0.011916610625420359,41
-0.9879385821626919,0.3878559976671846,0.999804094289508,-0.02363653335058466,42
0.548169207015555,-0.9785023372660713,0.9999229969049062,1,43
0.6239719422383558,0.16967119019293897,0.9996502338014782,0.15754167449572404,44
0.006990965272258357,0.1797887400631601,0.9998467895109786,1,45
0.9440196284263974,0.06864780198168152,0.9999723006967882,1,46
-0.6760127409343352,1,0.9999266916909932,0.30438367520751247,47
0.9704445245850671,0.19508875095284764,0.9999224426898164,1,48
0.8307873584170851,-0.02573484602098513,0.9999876366141147,1,49
-0.3467984318850049,1,0.9999488280380063,1,50
0.9552541966549551,1,0.9999482472537254,-0.044127833338097444,51
0.593268534451258,1,0.999956721693231,0.15889100295852973,52
