gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
23,(x),20,-10,-0.014336751173708919,-0.003620947129605698,0.005915492957746479,0,1.5193333333333334,0.20933333333333334,7.1,0.1,0.9978043596634523,1,0.8900047596203599,0.5686446040236776,19268.763227513227,3.35,113862,0,((((0)-(9))*((9)*((x)*(1))))*(((4)*(x))-((9)-((x)*(x))))),((0)+((1)*(x))),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,AddTreeWithSub,22,20,24,24,0
24,(x),20,-10,-0.01083289454435472,-0.0025047283156344464,0.014020569241808181,0.02,3.661585978835979,0.257,16.724,0,0.9882843619663527,1,0.8376312872113835,0.5378354684905006,4633.95,3.766666666666667,21339,0,((((6)+(7))*((0)-(7)))*((7)*((x)*(x)))),((0)+((x)+(0))),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,FellTreeD,24,20,25,25,0
25,(x),20,-10,-0.0034596266278047725,-0.007501526251526252,0.01666733320002666,0.02,8.011999999999999,0.21766666666666665,30.006,0,0.998856070832094,1,0.8818223276658159,0.44465920397234476,37014.438888888886,4.3500000000000005,218545,0,((((6)*(5))*((9)*((6)*(9))))*(((5)-(2))-((5)*((6)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|DeleteTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,AddTreeWithSub,25,20,26,26,0
26,(x),20,-10,-0.011110480744351644,-0.0012023809523809522,0.003388704318936877,0.016,2.255,0.21,6.02,0.02,0.9995886743962974,1,0.8901860021454505,0.6013872850889571,102522.67465488215,3.8333333333333335,607791,0,((((6)*(7))*((8)*(x)))*((9)*((6)-((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|SkipD|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchR|AddXD|MutateTerminalR|ReplaceBranchXR|FellTreeD|MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,23,25,27,27,0
27,(x),20,-10,-0.0025945765596539785,-0.007822660670472721,0.012542878448918717,0.016,5.862896912809414,0.407,13.41,0.02,0.9675715741684425,1,0.8376170869157924,0.702496508173421,1798.6767857142852,4.466666666666667,7709.285714285713,0,((((2)/(7))*((9)*((4)*(8))))-((7)*((x)*((6)*(4))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|DeleteTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,AddRandomSubTreeR,25,20,28,28,0
28,(x),20,-10,-0.011288134038800706,-0.0018379617798222445,0.0014814814814814814,0.02,2.182904761904762,0.14,5.4,0,0.9948140311573008,1,0.7390119677565303,0.4313769341996235,11775.220833333333,4.383333333333334,48207,0,((((8)*(9))-((6)*((0)*(5))))*(((6)-(2))*((x)-((x)*(x))))),((x)+(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,AddTreeWithSub,27,20,29,29,0
29,(x),20,-10,-0.008056200096200096,-0.0034358974358974365,0.0098989898989899,0.012,3.3921428571428573,0.1716666666666667,9.9,0.04,0.9975553110866642,1,0.6648764268464876,0.40992430292421006,17179.78263888889,4.183333333333334,102262.5,0,((((7)+(2))*((5)*((9)*(x))))*((1)*((x)-((x)*(x))))),((x)+(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|AddRandomSubTreeR,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,27,29,30,30,0
30,(x),20,-10,-0.015336544444444444,-0.007962842956511727,-0.011466666666666667,0.02,1.1658638888888888,0.2576666666666667,2.1333333333333333,0,0.9981778193234973,1,0.818689018894671,0.5120421108657189,27982.791666666668,3.983333333333333,137198.25,0,((((9)/(7))-((5)*((3)*(5))))*(((x)*(x))+((x)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,30,29,31,31,0
31,(x),20,-10,-0.0035213198473179846,-0.005199669611434318,0.019395185677996855,0.02,31.71542619047619,0.21533333333333332,165.34,0,0.9999870944761777,1,0.1290531339089413,0.4912376204252961,3235040.9507980603,5.016666666666667,19371550,0,((((6)*(7))-((0)*((9)*(3))))*(((x)*(x))*((x)*((x)*(x))))),((0)+((x)+(0))),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,30,29,32,32,0
32,(x),20,-10,0.0021901282463573355,-0.0062914862914862915,0.017926601700186607,0.02,14.72659722222222,0.17666666666666667,48.23,0,0.9991775301229593,1,0.13721663383456872,0.496655480858378,54405.87291666667,3.1666666666666665,303962.5,0,((((9)*(8))/((2)*((6)*(6))))*(((1)*(7))-((x)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SubXD|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,32,31,33,33,0
33,(x),20,-10,0.006156662168660873,-0.006357034660964092,0.019882903432802964,0,155.2078253968254,0.22699999999999998,853.9960000000001,0.1,0.9994511040164475,1,0.16812993005138316,0.5513489335676638,110130.87361111112,2.5166666666666666,455459.7,0,((((4)*(8))/((5)*((x)*(7))))*((x)*((5)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|AddTreeWithDiv|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchXR|DeleteMaliciousR,MultXD,AddRandomSubTreeR,30,33,34,34,0
34,(x),20,-10,0.003839494450412652,-0.007479886931941726,0.01891856818427598,0.02,31.411555555555555,0.32333333333333336,92.47,0,0.9979686786498376,1,0.8023716704124709,0.5390199451461598,56685.63333333333,3.483333333333333,123072.6,0,((((0)*(8))+((7)*((x)-(7))))*((x)*((x)*((x)*(x))))),((x)+(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,33,31,35,35,0
35,(x),20,-10,0.0026278580457249462,-0.0008235998802036537,0.019882522937396473,0.02,158.79273148148147,0.136,851.2299999999999,0,0.999960012185087,1,0.22106190159880953,0.5163977794943223,1103726.987037037,3.3333333333333335,6251904.5,0,((((9)*(8))*((6)*((4)*(5))))-(((1)*(3))*((9)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,33,31,36,36,0
36,(x),20,-10,0.016654815394395815,0.002577480490523969,0.019708709583454706,0.02,113.77110215247716,0.10166666666666666,343.3,0,0.9994752620147944,1,0.7440350982025045,0.572406117806556,80348.92432170542,3.733333333333333,476428.25,0,((((7)+(6))*((x)-((8)*(8))))*((6)*((6)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,33,31,37,37,0
37,(x),20,-10,0.005258350817550376,0.000557804768331084,0.01981083821370742,0.02,116.61091666666667,0.10766666666666666,528.648,0,0.999892145844703,1,1.0024821398088049,0.6545115961326846,392419.75,4.583333333333333,2317945,0,((((5)*(4))*((9)*((x)*(6))))*(((9)-(7))-((4)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,37,31,38,38,0
38,(x),20,-10,0.0059681013455655,-0.004918121713101889,0.01974297098699109,0.02,126.12381447196594,0.14,389.0611368317957,0,0.9994906949976062,1,0.1500565251964739,0.5687670050349053,91401.37962962962,2.6,490865,0,((((6)*(4))/((6)*((9)-(9))))*(((7)*(9))*((x)*((x)*(x))))),((x)+(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,33,38,39,39,0
39,(x),20,-10,-0.003587756690572894,-0.0029037336932073773,0.019253229781196327,0.02,29.925,0.12333333333333334,133.91,0,0.9973061389859876,1,1.0102115832679912,0.6015584158104564,23365.183333333334,3.983333333333333,92803.6,0,((((8)-(3))-((3)-((x)*(1))))*(((8)*(6))*((x)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,37,31,40,40,0
40,(x),20,-10,-0.0024770761992636385,-0.004806700007938398,0.01171499585749793,0.02,5.3621357572710515,0.139,12.07,0,0.999265148954307,1,1.0129465108890143,0.5662894372790193,94810.34523809525,3.6833333333333336,340205,0,((((9)*(8))*((9)*((7)/(x))))*(((0)-(9))-((6)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,37,40,41,41,0
41,(x),20,-10,0.005352812207635798,-0.002775528565002249,0.019809457754878836,0,167.79585714285713,0.12433333333333332,524.818,0.1,0.9991830732783269,1,0.9150926444898847,0.6059873623163814,54760,4.083333333333333,306025,0,((((9)+(7))*((6)*(7)))*((4)*((x)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|FellTreeD|MutateNonTerminalR|AddTreeWithMult|DivXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,39,40,42,42,0
42,(x),20,-10,-0.004583510171683338,-0.002926731490377517,0.018352553542009886,0.02,12.7140625,0.12066666666666669,60.7,0,0.9991773948093613,1,0.786909882677295,0.6059873623163814,58259.38443043884,4.083333333333333,303912.5,0,((((9)*(3))*((8)*((4)*(7))))*((6)/((4)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithSub|SubXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|SkipD,MultXD,MutateTerminalR,42,41,43,43,0
43,(x),20,-10,-0.009248816495246502,-0.0046011150183862155,0.012531740104555638,-0.00039215686274509667,4.03,0.13466666666666666,13.39,0.102,0.9879480609635284,1,0.6929560448660984,0.5619081248217903,9625.800000000001,1.8333333333333333,20743.55,0,((((x)*(4))-((7)+((9)*(x))))-((2)*((x)*((x)*(x))))),((x)-(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|SubXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,42,42,44,44,0
44,(x),20,-10,0.016616443187803226,-0.006604023160626934,0.019172185430463576,0,49.3405,0.18433333333333335,120.8,0.1,0.9993451640364088,1,0.963193101726519,0.4362029959387152,117855.61944444444,4.433333333333334,381775,0,((((3)*(9))*((0)-((7)*(8))))*(((0)-(8))*((x)*((x)*(x))))),((x)+(0)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|ReplaceBranchR|MultXD|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|SubXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,44,42,45,45,0
45,(x),20,-10,-0.005677813086812076,-0.0033465739821251232,0.013355481727574751,0.02,4.891666666666667,0.131,15.05,0,0.9974214841936981,1,0.7618083028767216,0.630435151069933,19616.916666666668,4.283333333333333,96955,0,((((9)*(0))+((6)*(8)))*((8)*((x)*((x)*(x))))),((0)+(x)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,45,43,46,46,0
46,(x),20,-10,0.0017086252971194047,-0.00435955664749457,0.01585578118524658,0.02,10.76,0.13733333333333334,24.13,0,0.9982923275643605,1,0.7475540592815303,0.6417924051870197,25521.877777777776,4.433333333333334,146398.1,0,((((x)*(6))*((x)*(3)))*((4)*((x)*(x)))),((0)+(x)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,45,43,47,47,0
47,(x),20,-10,0.007898907580955837,-0.003147485589346054,0.017335464961364244,0,16.551666666666666,0.12466666666666666,37.53,0.1,0.9984359202794822,1,0.678174555902885,0.5534542773173479,29557.149999999998,3.5833333333333335,159838.4,0,((((9)+(8))*((x)-((8)*(x))))*((x)-((6)*((x)*(x))))),((0)+(x)),AddTreeWithSub|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,47,46,48,48,0
48,(x),20,-10,0.010918796064588487,-0.00029914529914529936,0.0192072929052715,0.02,33.967666666666666,0.11433333333333331,126.15,0,0.9999194756512084,1,0.7382791775584583,0.6137777047801254,518337.3666666667,2.85,3104651,0,((((x)*(7))*((3)*((x)*(x))))*((x)*((1)*((x)*(x))))),((0)+(x)),AddTreeWithSub|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,47,46,49,49,0
49,(x),20,-10,0.015122326965809056,0.0012665241535210583,0.019632366457115545,0.02,141.99666666666667,0.10099999999999999,272.01,0,0.9994145096225343,1,0.9245786563140868,0.6137777047801254,72662.5,2.85,426992.5,0,((((x)*(7))*((6)*((x)*(0))))*((4)-((5)*((x)*(x))))),((0)+(x)),DeleteNonTerminalR|SkipD|ReplaceBranchR|DeleteTerminalR|MultXD|DeleteNonTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|AddTreeWithMult|MultXD|MultXD,MutateTerminalR|ReplaceBranchR|AddRandomSubTreeR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithSub|AddXD|FellTreeD|AddTreeWithSub|FellTreeD|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR,MultXD,MutateTerminalR,45,46,49,49,0
