A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,0,0,0,5
AddTreeWithDiv,ReplaceBranchXR,AddTreeWithDiv,ReplaceBranchXR,0,0,1,5
MutateTerminalR,AddTreeWithDiv,MutateTerminalR,AddTreeWithDiv,0,0,2,5
ReplaceBranchXR,DivXD,ReplaceBranchXR,DivXD,0,0,3,5
DeleteNonTerminalR,SubXD,DeleteNonTerminalR,SubXD,0,0,4,5
MultXD,SubXD,MultXD,SubXD,0,0,5,5
AddTreeWithDiv,SkipD,AddTreeWithDiv,SkipD,0,0,6,5
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,7,5
AddXD,AddTreeWithAdd,AddXD,AddTreeWithAdd,0,0,8,5
SubXD,MultXD,SubXD,MultXD,0,0,9,5
MutateNonTerminalR,AddTreeWithMult,MutateNonTerminalR,AddTreeWithMult,0,0,10,5
AddTreeWithMult,DeleteMaliciousR,AddToLeafR,DeleteMaliciousR,0,0,11,5
MutateNonTerminalR,ReplaceBranchXR,MutateNonTerminalR,ReplaceBranchXR,0,0,12,5
SubXD,AddTreeWithDiv,SubXD,AddTreeWithDiv,0,0,13,5
AddToLeafR,AddTreeWithMult,AddToLeafR,AddTreeWithMult,0,0,14,5
