A,P,AFinal,PFinal,AGen,PGen,count,run
SubXD,DeleteNonTerminalR,SubXD,DeleteNonTerminalR,0,0,0,2
ReplaceBranchXR,SkipD,MutateTerminalR,SkipD,0,0,1,2
FellTreeD,DivXD,FellTreeD,DivXD,0,0,2,2
DeleteNonTerminalR,ReplaceBranchR,AddTreeWithAdd,ReplaceBranchR,0,0,3,2
AddRandomSubTreeR,AddXD,SkipD,AddXD,0,0,4,2
DeleteMaliciousR,AddTreeWithDiv,DeleteMaliciousR,AddTreeWithDiv,0,0,5,2
AddTreeWithSub,DeleteTerminalR,AddTreeWithAdd,DeleteTerminalR,0,0,6,2
ReplaceBranchXR,DivXD,ReplaceBranchXR,DivXD,0,0,7,2
AddTreeWithAdd,SkipD,AddTreeWithAdd,SkipD,0,0,8,2
DivXD,AddTreeWithSub,DivXD,AddTreeWithSub,0,0,9,2
ReplaceBranchXR,MutateNonTerminalR,ReplaceBranchXR,MutateNonTerminalR,0,0,10,2
FellTreeD,DeleteNonTerminalR,FellTreeD,DeleteNonTerminalR,0,0,11,2
AddTreeWithMult,DivXD,AddTreeWithMult,AddXD,0,0,12,2
SkipD,DeleteTerminalR,SkipD,DeleteTerminalR,0,0,13,2
MultXD,AddRandomSubTreeR,MultXD,AddRandomSubTreeR,0,0,14,2
