gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,(x),20,-10,-0.02,-0.01299381919231047,-0.02,-0.00039215686274509667,0,4.141,0,0.102,-0.804,-0.10714285714285708,0.07423206854183709,0.29215357118837476,29,12.116666666666667,49,5.6,((7)*((7)+(x))),(((1)+(3))+((x)+(x))),AddRandomSubTreeR|DeleteTerminalR|AddToLeafR|AddTreeWithSub|AddTreeWithAdd|SubXD|MutateNonTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteTerminalR|SkipD|AddRandomSubTreeR|AddXD|ReplaceBranchR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchXR|SkipD|AddXD,AddToLeafR,FellTreeD,0,0,1,1,4
1,(x),20,-10,-0.019639999999999998,-0.007992038825372158,-0.0192,0,0.09,0.37366666666666665,0.2,0.1,-0.9,0,0.03726696481693492,0,9.183333333333334,5,25,5,(((0)+(5))*((x)+(x))),((0)+((x)+(x))),AddRandomSubTreeR|DeleteTerminalR|AddToLeafR|AddTreeWithSub|AddTreeWithAdd|SubXD|MutateNonTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteTerminalR|SkipD|AddRandomSubTreeR|AddXD|ReplaceBranchR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchXR|SkipD|AddXD,AddRandomSubTreeR,MutateNonTerminalR,0,0,2,2,4
2,(x),20,-10,-0.019468,-0.002476260944629424,-0.018799999999999997,0,0.13299999999999998,0.12133333333333333,0.3,0.1,-0.838,0,0.06079929824156418,0,21.46666666666667,5,40.5,5,((8)*(5)),((0)+((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithMult|SubXD|MutateNonTerminalR|AddToLeafR|DeleteTerminalR|AddXD|DeleteTerminalR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchXR|SkipD|AddXD,AddToLeafR,ReplaceBranchXR,1,0,3,3,4
3,(x),20,-10,-0.019428,-0.006182433920810323,-0.01916,0.02,0.143,0.16733333333333333,0.21,0,-0.784,0,0.07422632057879917,0,23.766666666666666,5,54,5,(((0)+((x)+(9)))*((6)-(0))),((0)+((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithMult|SubXD|MutateNonTerminalR|AddToLeafR|DeleteTerminalR|AddXD|DeleteTerminalR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,MutateNonTerminalR,1,2,4,4,4
4,(x),20,-10,-0.019232000000000003,-0.01147574177615534,-0.018792,-0.00039215686274509667,0.192,0.39199999999999996,0.302,0.102,-0.454,0,0.19918962489714837,0,35.61666666666667,5,136.5,5,(((0)+((8)+(9)))*((8)-(0))),((0)+((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|SubXD|DeleteNonTerminalR|AddTreeWithMult|SubXD|MutateNonTerminalR|AddToLeafR|DeleteTerminalR|AddXD|DeleteTerminalR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MultXD|FellTreeD|ReplaceBranchXR|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,FellTreeD,1,3,5,5,4
5,(x),20,-10,-0.019274666666666666,0,-0.018911999999999998,0,0.18133333333333332,0.1,0.272,0.1,-0.696,0,0.09653738481369105,0,36.833333333333336,5,76,5,(((0)+((7)+(8)))*((5)-(x))),((0)+((x)+(x))),AddTreeWithAdd|DeleteTerminalR|SubXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithSub|MutateNonTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteTerminalR|SubXD|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,AddXD,5,3,6,6,4
6,(x),20,-10,-0.018924,0,-0.01812,0,0.269,0.1,0.47,0.1,-0.06,0,0.37751538599991746,0,71.16666666666667,5,235,5,((((0)-(7))+((0)*((1)*(4))))-(((0)*(8))+((x)-((3)+(8))))),((0)+((x)+(x))),AddTreeWithAdd|DeleteTerminalR|SubXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithSub|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddXD|DeleteTerminalR|SubXD|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,MutateNonTerminalR,6,3,7,7,4
7,(x),20,-10,-0.019186666666666668,0,-0.018680000000000002,0,0.2033333333333333,0.1,0.33,0.1,0.3065187239944521,0,0.5151557884964054,0,69.61666666666667,5,360.5,5,(((0)+((5)*(8)))*((9)-(0))),((0)+((x)+(x))),AddTreeWithAdd|DeleteTerminalR|SubXD|DeleteNonTerminalR|AddTreeWithMult|SubXD|MutateNonTerminalR|AddToLeafR|FellTreeD|AddXD|DeleteTerminalR|SubXD|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,SubXD,MutateNonTerminalR,6,5,8,8,4
8,(x),20,-10,-0.019445333333333335,0,-0.01844,0,0.13866666666666666,0.1,0.39,0.1,0.644633972992182,0,0.6467212523566032,0,130.43333333333334,5,703.5,5,((((0)-(4))*((3)+((8)*(4))))*(((4)+(0))*((7)+((x)-(x))))),((0)+((x)+(x))),AddTreeWithAdd|DeleteTerminalR|SubXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithSub|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddXD|DeleteTerminalR|SubXD|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,MutateNonTerminalR,6,7,9,9,4
9,(x),20,-10,-0.018185333333333335,0,-0.016344,0,0.45366666666666666,0.1,0.914,0.1,0.7442455242966752,0,0.6701251199436644,0,192.55000000000004,5,977.5,5,((((0)*(0))-((5)+((1)+(7))))+(((5)*(9))*((9)+((x)-(x))))),((0)+((x)+(x))),AddTreeWithAdd|DeleteTerminalR|SubXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddXD|DeleteTerminalR|SubXD|AddToLeafR|DeleteMaliciousR|AddToLeafR,DivXD|MutateNonTerminalR|FellTreeD|ReplaceBranchXR|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|AddXD|SkipD|AddXD,AddToLeafR,MutateNonTerminalR,8,8,10,10,4
