gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),30,-10,0.21237245880360298,0.3849387755102041,0.39968126302349205,0.4,145683.13651244412,0.12300000000000001,2071975.955,0,0.9999784698349664,1,0.8608736011070774,0,1707123.2198147927,0,18965638.8,0,((((x)+((1)-(7)))*((x)*((4)+(2))))*(((x)+(x))*((x)*((9)*((3)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,FellTreeD,21,18,22,22,0
22,(x),30,-10,0.24545001041036302,0.4,0.3998107335688042,0.4,880665.1143822357,0,16970851.840047613,0,0.999999480323469,1,0.7177846050436173,0,39316264.092880346,0,785745187.6666666,0,((((3)*((x)*(9)))+(((7)+(4))-((0)*(7))))*(((x)*(6))*((x)-((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|FellTreeD|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,22,21,23,23,0
23,(x),30,-10,0.19490733605356797,0.4,0.39926539377333264,0.4,63026.82244101666,0,871886.6084766579,0,0.9999656680720486,1,0.6107347971127245,0,732460.4285802469,0,11893690.733333332,0,((((x)-((8)*(1)))+(((8)*(7))*((1)+(4))))*(((7)+(x))-((x)*((x)*((7)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,23,22,24,24,0
24,(x),30,-10,0.18598922943281224,0.4,0.39973693220493567,0.4,232334.14975397266,0,4137644.9096428566,0,0.9999961443506095,1,0.7027201396414411,0,5513245.550485606,0,105905203.5,0,((((x)*((5)+(6)))*(((9)*(6))*((x)+(9))))*(((x)+(x))-((x)*((3)+((3)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddToLeafR|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,22,23,25,25,0
25,(x),30,-10,0.2075609262939715,0.4,0.39965893423030713,0.4,224601.23144748167,0,3310187.1009904756,0,0.9999920423814541,1,0.6363830924712859,0,4007757.3689682535,0,51313509.309523806,0,((((4)*((4)*(7)))+(((2)+(0))*((x)*(x))))/(((7)*((x)*(x)))-((x)*((1)-((9)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD|FellTreeD|FellTreeD|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,25,24,26,26,0
26,(x),30,-10,0.20671218589472137,0.3549689345314168,0.39981066791305936,0.4,322067.0768335967,0.5766,5720754.380133334,0,0.9999948937818783,1,0.6821911135212444,0,4734680.465,0,79967859.5,0,((((1)+((9)*(1)))*(((7)*(9))+((5)*(6))))*(((x)*(x))+((x)-((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,26,25,27,27,0
27,(x),30,-10,0.2164761138249676,0.34511397752395484,0.399775489835485,0.37,97714.91937413767,0.7823666666666667,1392392.6251428572,0.32666666666666666,0.9999586659230626,1,0.44862270915173896,0,729901.8732407407,0,9878854.533333333,0,((((x)*((9)*(7)))*((8)*((x)+(3))))+(((2)-(0))*((9)*((4)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD|FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,27,26,28,28,0
28,(x),30,-10,0.20775210475805614,0.4,0.3997733371007608,0.4,116318.95996749625,0,1746876.6773333335,0,0.9999792484645961,1,0.7153476030485608,0,1025023.4266666668,0,19677258.833333332,0,((((x)-((5)-(9)))*(((7)/(2))*((9)+(7))))*(((7)+(x))+((x)*((x)*((x)*(x)))))),((0)+(x)),SkipD|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD|FellTreeD|FellTreeD|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,AddRandomSubTreeR,MultXD,28,27,29,29,0
29,(x),30,-10,0.19325518891438123,0.38,0.3998919443737296,0.4,210808.9545603341,0.16333333333333333,3377973.6855144566,0,0.9999944464187489,1,0.7681603583970388,0,3792378.3177777776,0,73526129.33333333,0,((((x)*((9)+(7)))*(((7)/(1))*((x)*(x))))+(((x)-(4))*((x)*((x)*((7)*(5)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,29,28,30,30,0
30,(x),30,-10,0.2153146981842206,0.4,0.3997595905933313,0.4,525520.670342408,0,9850668.684666665,0,0.9999990752249177,1,0.7254654815275767,0,22297936.142384257,0,441548805.9,0,((((x)*((4)*(8)))*(((2)+(6))+((3)*(8))))*(((x)*((8)+(8)))+((x)-((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|FellTreeD|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,29,29,31,31,0
31,(x),30,-10,0.20158002129045818,0.4,0.39979080923791643,0.4,1234245.3381973647,0,17798331.534666665,0,0.9999992769204175,1,0.44781503504394904,0,41396449.37714286,0,564714235.1,0,((((6)*((x)*(x)))+(((x)*(8))+((5)*(7))))*(((7)*(7))+((x)-((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|AddTreeWithAdd|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|FellTreeD|AddTreeWithAdd|SkipD|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,31,30,32,32,0
32,(x),30,-10,0.21485040035923686,0.4,0.3994204662438126,0.4,455084.14606403926,0,7368931.5516111115,0,0.999997131240265,1,0.661920098774999,0,7394047.692222223,0,142337933.83333334,0,((((x)+(2))*((x)*((x)*(x))))+(((8)*(x))-((x)*((x)*(x))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,32,31,33,33,0
33,(x),30,-10,0.18814593494923249,0.35909713699212586,0.3997582283938296,0.38,408550.7832514553,0.34056666666666663,7555067.43575903,0.16333333333333333,0.999998705999084,1,0.7277251834353317,0,15853034.770674597,0,315558766.8333333,0,((((6)*((4)+(4)))*((8)*((3)*(5))))*(((x)+(x))*((x)*((x)*((7)*(6)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|AddXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,33,32,34,34,0
34,(x),30,-10,0.2011544391431572,0.4,0.3997068238986225,0.4,99184.9153751136,0,1245596.7341666664,0,0.999974523575988,1,0.5721104957578654,0,1678416.537638889,0,16027890.458333334,0,((((6)/((8)-(6)))*(((2)+(7))*((7)*(x))))*(((3)+(x))*((9)+((2)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddTreeWithMult|MutateNonTerminalR|AddToLeafR|AddXD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|AddTreeWithAdd|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|SubXD,MultXD,MultXD,33,33,35,35,0
35,(x),30,-10,0.19142384610195096,0.37383950099251634,0.39703947654481037,0.4,95523.55416662659,2925.3664625,1100927.9132307698,0,0.9999827676947536,1,0.6500954007994103,0,2111118.597539683,0,23695804.333333332,0,((((x)*(4))+((9)*((2)+(6))))*(((x)*(x))-((x)*((x)*(x))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|AddTreeWithAdd|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,35,35,36,36,0
36,(x),30,-10,0.17920119904270856,0.4,0.3598822085482966,0.4,212150.76872492567,0,3535247.434135135,0,0.9999952544305214,1,0.8250141634731462,0,4402142.270098587,0,86045170.16666667,0,((((x)+((4)*(5)))*(((3)*(x))+((1)*(x))))*(((9)+(x))-((x)*((x)*((5)*(5)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|AddTreeWithAdd|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,34,35,37,37,0
37,(x),30,-10,0.2134272185579032,0.4,0.3996980640120554,0.4,190907.76933680382,0,2778733.175142858,0,0.9999920480079868,1,0.5408078636299469,0,2692961.0149444444,0,51349816.833333336,0,((((x)*((0)+(9)))*((7)*((5)*(5))))*(((x)-(x))*((5)*((5)*((1)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|AddTreeWithAdd|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,37,36,38,38,0
38,(x),30,-10,0.22254995369681274,0.4,0.39972988042775015,0.4,639255.7878138981,0,12133741.28475,0,0.9999991091502319,1,0.44292866899089894,0,23690230.283814102,0,458363854.3333333,0,((((7)*((5)*(x)))*((7)+((0)*(6))))*(((x)+(9))*((1)*((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd,MultXD|DeleteNonTerminalR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,38,37,39,39,0
39,(x),30,-10,0.18294258111619807,0.4,0.3998128907799982,0.4,689745.271903715,0,12531755.26409524,0,0.9999990716160654,1,0.7852224859507541,0,22183743.57722222,0,439832399.1666667,0,((((9)*((4)*(9)))*(((5)*(9))+((9)*(9))))*(((5)+(x))+((x)+((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,39,38,40,40,0
40,(x),30,-10,0.23220960145947775,0.4,0.39971447026035556,0.4,638984.3274823076,0,11886642.425166667,0,0.9999991730610883,1,0.8120095354866346,0,24704987.831666667,0,493788994,0,((((5)*((5)*(9)))*((5)+((1)*(x))))+(((3)+(x))*((x)*((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|DeleteNonTerminalR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,40,39,41,41,0
41,(x),30,-10,0.20213434646657105,0.4,0.39877265113461,0.4,91653.8040307856,0,1489854.9828195171,0,0.9999874057743863,1,0.6652967496349651,0,1727446.217916667,0,32422266.033333335,0,((((x)+((3)*(x)))+(((8)*(x))*((7)*(7))))+(((5)+(6))+((x)-((x)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|FellTreeD|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,41,40,42,42,0
42,(x),30,-10,0.18191699494158456,0.4,0.36570531303012077,0.4,188403.87709452029,0,3232833.383333334,0,0.9999958022816471,1,0.5810415865453447,0,4897636.531875,0,97275066.83333333,0,((((7)+((5)*(9)))*(((x)*(0))+((4)+(2))))*(((x)*(x))-((x)*((6)*((x)*(x)))))),((0)+(x)),SkipD|ReplaceBranchXR|MultXD|AddTreeWithDiv|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddXD|SubXD|MultXD|MutateNonTerminalR|MultXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd,MultXD|AddRandomSubTreeR|MultXD|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD|AddXD|DeleteNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithMult|FellTreeD|AddXD,MultXD,MultXD,42,40,43,43,0
