A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteNonTerminalR,AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,0,0,0,5
MutateTerminalR,MultXD,SubXD,MultXD,0,0,1,5
SkipD,AddRandomSubTreeR,AddTreeWithDiv,AddRandomSubTreeR,0,0,2,5
ReplaceBranchR,ReplaceBranchR,MutateTerminalR,ReplaceBranchR,0,0,3,5
DeleteMaliciousR,DeleteMaliciousR,AddTreeWithAdd,DeleteMaliciousR,0,0,4,5
MultXD,ReplaceBranchXR,SubXD,ReplaceBranchXR,0,0,5,5
AddRandomSubTreeR,AddTreeWithAdd,MutateTerminalR,AddTreeWithAdd,0,0,6,5
MutateNonTerminalR,FellTreeD,FellTreeD,FellTreeD,0,0,7,5
AddTreeWithDiv,SkipD,MutateTerminalR,SkipD,0,0,8,5
DeleteTerminalR,ReplaceBranchXR,AddRandomSubTreeR,AddToLeafR,0,0,9,5
ReplaceBranchR,MutateTerminalR,DivXD,MutateTerminalR,0,0,10,5
AddTreeWithMult,DivXD,FellTreeD,DivXD,0,0,11,5
MutateTerminalR,DivXD,SkipD,DivXD,0,0,12,5
ReplaceBranchXR,AddXD,AddTreeWithMult,AddXD,0,0,13,5
DivXD,DeleteNonTerminalR,SubXD,DeleteNonTerminalR,0,0,14,5
