A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,AddToLeafR,AddTreeWithSub,AddToLeafR,0,0,0,7
AddToLeafR,FellTreeD,DeleteTerminalR,FellTreeD,0,0,1,7
MultXD,SubXD,MultXD,SubXD,0,0,2,7
MutateNonTerminalR,MutateTerminalR,MutateNonTerminalR,MutateTerminalR,0,0,3,7
AddXD,DivXD,AddXD,DivXD,0,0,4,7
MutateTerminalR,MutateNonTerminalR,MutateTerminalR,MutateNonTerminalR,0,0,5,7
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,6,7
AddTreeWithSub,AddTreeWithMult,SkipD,AddTreeWithMult,0,0,7,7
MultXD,AddXD,MultXD,AddXD,0,0,8,7
MutateNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,DeleteNonTerminalR,0,0,9,7
MultXD,DivXD,MultXD,DivXD,0,0,10,7
AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,DeleteTerminalR,0,0,11,7
ReplaceBranchXR,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,12,7
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,13,7
MutateNonTerminalR,DivXD,MutateNonTerminalR,MutateTerminalR,0,0,14,7
