gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),30,-10,0.3949722852696997,0.39599999999999996,0.39999166328477487,0.4,9721223.448366664,0.03266666666666666,61256882.578666665,0,0.9999993088540355,1,0.0045459444233758636,0,139108580.20166665,0,590806218.0333333,0,((((x)+((7)+(3)))+(((9)*(6))*((9)*(x))))*(((x)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((0)*(0)))/((7)+((1)/(8))))/(((8)/(0))*((x)/((0)*(x))))),AddXD|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,21,21,22,22,8
22,(x),30,-10,0.39944591341005053,0.3790524056327926,0.39999261898421123,0.4,6146489.1971333325,0.19997679835851856,37244846.98600001,0,0.9999990014520347,1,0.004413262031963295,0,75104081.53333333,0,408927109.6666667,0,((((5)+((x)+(4)))-(((6)*(4))*((x)*(x))))*(((x)+(x))+((2)*((x)*((x)*(x)))))),((((6)-((9)*(9)))/((5)/((x)/(7))))*(((0)/(0))*((0)/((x)*(x))))),ReplaceBranchXR|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,22,22,23,23,8
23,(x),30,-10,0.39937041867277534,0.3712244897959183,0.39999364429005996,0.4,13100091.632566659,0.235,88409786.73333333,0,0.9999997639285623,1,0.0031981821273394167,0,268984293.28166664,0,1729702403.4333334,0,((((0)+((x)*(0)))+(((8)*(x))*((7)*(6))))*(((x)+(x))+((x)*((x)*((x)*(x)))))),((((3)/((0)*(2)))/((4)/((0)/(3))))/(((0)*(5))*((7)/((0)*(x))))),ReplaceBranchXR|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,22,23,24,24,8
24,(x),30,-10,0.39894253715515765,0.39203673469387745,0.39999037949140887,0.4,18586230.747,0.06503333333333332,153760256.41333333,0,0.9999999347684604,1,0.005426635018929602,0,738566536.115,0,6259753110.133333,0,((((x)*((6)+(5)))+(((8)*(8))*((8)*(x))))*(((x)+(0))+((x)*((x)*((x)*(x)))))),((((6)*((9)/(5)))/((x)/((0)/(0))))/(((0)+(6))*((x)/((x)/((0)*(x)))))),ReplaceBranchXR|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DivXD|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,22,24,25,25,8
25,(x),30,-10,0.39728539475591806,0.3797632653061224,0.3999512099264544,0.4,4359796.759433335,0.16526666666666665,38908715.55066667,0,0.9999996666215185,1,0.0037992436930212032,0,116772019.67333336,0,1224834102.6333334,0,((((4)-((9)+(9)))*(((x)*(x))+((1)*(x))))*(((x)+(x))+((x)*((x)*((x)*(x)))))),((((3)/((0)/(7)))/((1)*((7)/(9))))/(((0)*(x))/((0)*((x)+(x))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,25,25,26,26,8
26,(x),30,-10,0.39730663825262674,0.37499999999999994,0.3999901463305751,0.4,1668959.2565999997,0.20416666666666664,9191929.551333332,0,0.9999916773336752,1,0.00042705681513898375,0,8688326.684999999,0,49062802.4,0,((((x)*((8)+(9)))+(((x)-(0))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((0)/(4)))/((4)/((0)*(x))))/(((0)*(x))/((x)*((x)+(x))))),AddTreeWithSub|AddTreeWithAdd|SkipD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddXD|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,26,26,27,27,8
27,(x),30,-10,0.39122387904431066,0.3846315507616725,0.39997627761248467,0.4,1677517.1975239583,0.39375750537379156,8748596.621333333,0,0.9999912315646653,1,0.0008295382276765087,0,8689295.491666665,0,46568551.6,0,((((7)-((7)+(1)))+(((x)*(9))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((2)/((0)/(1)))/((0)/((8)/(x))))*(((8)*(x))/((x)/((x)*((x)+(0)))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DivXD|DivXD|MultXD|AddXD|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,27,26,28,28,8
28,(x),30,-10,0.3993519825044683,0.39255002540141937,0.3999921899539677,0.4,1830789.380666667,0.06320777777777778,13437689.798666665,0,0.9999965197969175,1,0.0034666901328874304,0,9223993.681666667,0,117330317.7,0,((((5)+((x)*(x)))-(((5)*(6))+((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((0)/(6)))/((7)/((5)*(5))))/(((4)*(x))/((0)/((x)*((8)*(2)))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DivXD|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,27,28,29,29,8
29,(x),30,-10,0.39946879684385367,0.3897118367346939,0.39999339441872245,0.4,1896730.498566667,0.08402,12914868.344666667,0,0.999991022212188,1,0.0017753738566472158,0,7636170.986666666,0,45482622.43333333,0,((((4)+((x)*(9)))+(((0)-(7))*((x)*(x))))+(((4)+(x))+((x)*((x)*((x)*(x)))))),((((6)/(1))/((x)-((x)/(9))))/(((0)/(0))*((x)*((0)/(0))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,29,29,30,30,8
30,(x),30,-10,0.3969113805091415,0.3833442324709297,0.39998585835904765,0.4,2145072.8234333335,0.16215543482074055,21721167.713333335,0,0.9999992655921159,1,0.005513006247946839,0,30167176.925,0,556003471.9333333,0,((((3)+((9)*(x)))*((9)*((x)*(x))))+(((x)+(1))+((x)*((x)*((x)*(x)))))),((((3)/((0)/(0)))/((3)+((0)/(8))))/(((9)*(7))*((x)/((x)/((0)*(x)))))),AddTreeWithSub|ReplaceBranchR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|MutateTerminalR,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DivXD|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,29,30,31,31,8
31,(x),30,-10,0.3994309966955282,0.39022448979591834,0.3999918505312995,0.4,1908410.9615333334,0.08800000000000001,10505980.375333333,0,0.9999931745904923,1,0.00038546406849851114,0,10578357.271666666,0,59825470.233333334,0,((((8)*((x)+(2)))-(((3)*(x))+((8)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((4)/((0)/(x)))/((0)/((7)*(0))))/(((7)*(x))/((x)*((9)*(8))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,29,31,32,32,8
32,(x),30,-10,0.3993398689818688,0.39523673469387754,0.39999183500103397,0.4,1720916.9474333336,0.038900000000000004,11914280.724000001,0,0.9999936474671839,1,0.0028242566928066044,0,9348907.76,0,64278823.13333333,0,((((6)*((x)*(5)))-(((2)+(8))*((1)+(6))))*(((x)+((x)+(x)))+((x)*((x)*((x)*(x)))))),((((8)/((0)/(0)))/((0)-((7)/(6))))/(((x)*(6))*((x)/((x)*(x))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MutateTerminalR|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,32,32,33,33,8
33,(x),30,-10,0.399382150290703,0.38789220343519076,0.3999905798036951,0.4,1618524.224633333,0.09894957264957265,9539741.118666667,0,0.9999922966279338,1,0.00344148931219444,0,6995364.991666665,0,53007089.6,0,((((7)+((x)+(x)))*(((9)-(2))*((x)*(x))))+(((4)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((0)*(0)))/((7)/((2)*(7))))/(((0)/(0))*((x)/((0)*(x))))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,33,32,34,34,8
34,(x),30,-10,0.3993897293107627,0.3939999999999999,0.399988451863635,0.4,2586473.8294666666,0.048999999999999995,19637173.674666665,0,0.9999953013892365,1,0.0016345316517675668,0,15673049.389999997,0,86905120.23333333,0,((((1)+((x)*(x)))-(((3)*(9))+((8)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((0)*(9)))*((3)/((0)/(9))))/(((7)/(8))*((0)/((x)*((x)+(x)))))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|AddXD|DeleteTerminalR,MultXD,AddTreeWithDiv,34,34,35,35,8
35,(x),30,-10,0.3932784763177563,0.3809946550068608,0.3999867887271713,0.4,1899781.3889135728,88.75387697684327,17575870.914666664,0,0.9999991836317966,1,0.0023052525307788434,0,26938465.57833333,0,500182799.4,0,((((2)-((8)+(6)))*(((x)*(x))*((7)*(x))))+(((1)+(x))+((x)*((x)*((x)*(x)))))),((((0)*(0))/((9)/((7)/(0))))/(((5)*(0))*((x)/((x)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|MutateNonTerminalR|MultXD|MultXD|MultXD|SkipD,FellTreeD|MutateNonTerminalR|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DeleteTerminalR,35,35,36,36,8
36,(x),30,-10,0.38414674422114026,0.3687231642004874,0.39983880842275055,0.38,1802760.6107666662,0.30034415902935246,11804929.502666669,0.16333333333333333,0.9999969610562343,1,0.0021830345666273704,0,13737452.940000001,0,134366860.6,0,((((6)+((9)-(9)))*(((x)*(3))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((3)/((0)/(0)))/((6)*((5)/(6))))*(((6)/(6))*((0)/((x)*(x))))),AddTreeWithSub|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,36,36,37,37,8
37,(x),30,-10,0.39932416510903584,0.3861778659916809,0.39999055283039164,0.4,2392842.8346,17.79422222222222,17336859.35066667,0,0.9999962269901435,1,0.0067289627532641704,0,14843907.094999999,0,108224825.5,0,((((9)-((x)*(6)))+(((9)*(6))*((9)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((1)/((0)*(9)))-((0)/((1)/(0))))/(((0)/(8))*((x)/((x)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,37,37,38,38,8
38,(x),30,-10,0.38873348521580214,0.39699999999999996,0.39994394417750884,0.4,2461295.7410000004,0.0245,17767340.667333335,0,0.9999990342884513,1,0.0015265498450359504,0,53581480.55833334,0,422831573.1,0,((((6)*((9)+(7)))*(((x)+(6))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((4)/((0)*(0)))*((x)/((x)/(0))))/(((6)+(0))/((0)*((x)/(x))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,37,38,39,39,8
39,(x),30,-10,0.39839220514247314,0.39399999999999996,0.3999899615357983,0.4,5374245.920666666,0.049,33798320.638666674,0,0.9999995394086927,1,0.006001962480766612,0,142966282.44166666,0,886541553.9666667,0,((((6)*((x)+(3)))+(((9)*(x))*((x)*(x))))+(((5)*(7))+((x)*((x)*((x)*(x)))))),((((0)/((0)/(0)))/((4)*((0)/(6))))/(((0)*(x))/((4)-((9)*(x))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|MultXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,37,39,40,40,8
40,(x),30,-10,0.3992956084914124,0.39899999999999997,0.3999849171920028,0.4,2446987.8226,0.008166666666666666,15681908.934666669,0,0.9999985580848766,1,0.0025103840717763943,0,38286885.596666664,0,283188189.56666666,0,((((0)+((x)*(5)))*(((2)+(9))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((9)/((0)/(7)))/((6)/((9)/(x))))*(((4)/(3))-((8)/((x)*(0))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|SkipD|AddTreeWithDiv|MultXD|AddTreeWithDiv|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,40,36,41,41,8
41,(x),30,-10,0.39233104984757083,0.3880326594963336,0.3999813516052241,0.4,2042072.5391333334,1269.161157142857,14276433.465333333,0,0.9999968118134462,1,0.0035433606439972142,0,24008303.628333334,0,128076988.73333333,0,((((8)+((7)*(2)))*(((9)*(x))+((9)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((0)/((4)*(0)))*((x)/((8)/(0))))/(((0)/(0))/((x)*((x)/((x)*(x)))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,41,41,42,42,8
42,(x),30,-10,0.3992826901451336,0.3929999999999999,0.3999428008819534,0.4,2732823.7393333334,0.05716666666666666,17156304.145333327,0,0.9999979454778413,1,0.0028018139762418745,0,36431250.86833333,0,198748566.23333332,0,((((4)*((x)+(5)))+(((0)*(x))*((9)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((8)/(0))/((3)*((4)/(8))))*(((8)/(0))*((x)/((0)*(x))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|MutateNonTerminalR|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,42,42,43,43,8
43,(x),30,-10,0.39544631003046044,0.38255537965186087,0.39998989274203484,0.4,3395889.657533333,0.21753333333333338,20861435.069999997,0,0.9999990033878684,1,0.002963096829544564,0,75146145.09833333,0,409721415.53333336,0,((((6)*((9)+(9)))*(((9)+(x))*((x)*(8))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((1)/((0)/(1)))/((4)/((4)*(2))))*(((x)/(0))*((x)/((x)*(x))))),AddTreeWithMult|AddTreeWithAdd|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,43,43,44,44,8
44,(x),30,-10,0.39710117536520917,0.39699999999999996,0.3999875310204867,0.4,2684482.9915251397,0.0245,17796642.739,0,0.9999975220781532,1,0.0028625829328241354,0,38932986.156666666,0,164788624.73333332,0,((((7)*((5)+(6)))-(((9)*(x))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((8)/(0))/((8)/((5)/(0))))*(((4)*(0))/((0)*((9)*(8))))),AddTreeWithSub|AddTreeWithAdd|MultXD|MultXD|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|MutateNonTerminalR|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,43,43,45,45,8
45,(x),30,-10,0.3975270646607526,0.38301955847551516,0.39999287492310076,0.4,2044647.2508333335,2936.7866,13301565.30933333,0,0.9999948358433286,1,0.002590087857323157,0,11037883.905,0,79070671.03333333,0,((((9)-((0)-(8)))+(((1)*(x))*((4)*(7))))*(((8)+((x)+(x)))+((4)*((x)*((x)*(x)))))),((((7)/((0)*(9)))/((7)/((0)/(0))))/(((x)*(x))/((1)-((5)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,45,45,46,46,8
46,(x),30,-10,0.3974068741716082,0.3919999999999999,0.3999950514472957,0.4,2678902.449966667,0.06533333333333333,19968760.433333334,0,0.9999970479926363,1,0.002581411145106852,0,13006567.925,0,138323954.86666667,0,((((6)*((x)*(9)))+(((5)-(5))*((x)*(8))))+(((x)+(5))+((x)*((x)*((x)*(x)))))),((((0)/(0))/((8)/((0)/(7))))/(((0)*(x))+((7)/((0)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|SkipD|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,DivXD,46,46,47,47,8
47,(x),30,-10,0.3910018027870255,0.3582244897959183,0.39998553764332906,0.36,2837706.0247466015,0.3411666666666666,26971251.6796,0.32666666666666666,0.9999994144833894,1,0.006606975383286854,0,40760343.16833334,0,697389836.5666667,0,((((0)-((x)+(x)))*(((4)*(x))*((x)*(x))))+(((x)+(x))+((2)*((x)*((x)*(x)))))),((((4)-(9))/((0)/((7)/(4))))/(((8)/(x))*((0)/((x)*(0))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,AddTreeWithDiv,46,47,48,48,8
48,(x),30,-10,0.3848021119411116,0.3732244897959184,0.39987615091043927,0.38,3294246.335966666,0.21866666666666668,31827547.25466667,0.16333333333333333,0.9999989343444684,1,0.002677475757558563,0,32743052.07166667,0,383175727.23333335,0,((((5)+((8)*(x)))*(((9)-(4))*((x)*(x))))+(((x)+(x))+((x)*((x)*((x)*(x)))))),((((9)/((0)/(8)))/((1)/((0)/(0))))*(((7)*(x))/((6)+((2)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|DivXD|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|DeleteTerminalR,MultXD,MultXD,48,48,49,49,8
49,(x),30,-10,0.3995865854968027,0.3982244897959184,0.39999332946869215,0.4,2386427.210833334,0.014499999999999999,17732214.298,0,0.9999964302936392,1,0.0023323469668072895,0,9335733,0,114388493.63333334,0,((((7)*((x)*(3)))-(((0)*(x))+((1)*(x))))+(((x)+(x))+((6)*((x)*((x)*(x)))))),((((8)/((7)/(0)))/((2)/((3)*(7))))/(((0)*(0))/((0)*((4)*(x))))),AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|AddXD|AddXD|MutateTerminalR|AddTreeWithMult|MultXD|MultXD|MultXD|SkipD,FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithMult|AddTreeWithDiv|MultXD|DeleteMaliciousR|DivXD|MultXD|AddToLeafR|DeleteTerminalR|ReplaceBranchR,MultXD,AddTreeWithDiv,48,48,49,49,8
