gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),30,-10,0.09195558834558504,0.190882938423396,0.3953237811830694,0.4,11997.564935329281,3.0026747850443924,198925.25219433906,0,0.9999291784149801,1,0.7562490066047501,0.4356052052234767,292175.0516666667,1.745200785148389,5765662.166666667,0,((((7)*(7))+((x)*((5)*(x))))*((5)*((8)*((5)*(x))))),(((((x)-(x))*((9)*(9)))+(((0)*(4))/((2)*((7)*(6)))))/(((0)*((x)/(x)))/(((4)-(x))/((9)/((x)/(x)))))),DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MutateNonTerminalR|MultXD,AddTreeWithDiv|DivXD|DivXD|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|ReplaceBranchXR|DivXD|SkipD|AddTreeWithSub,AddRandomSubTreeR,DivXD,21,21,22,22,5
22,(x),30,-10,0.10441554327962929,0.1892977703325889,0.39734381831918036,0.4,5865.140994369118,4.855075455408952,76668.64672222223,0,0.9994212916213561,1,0.5955563960640996,0.4664118399628026,43201.400416666664,2.429578800564924,705594.3,0,((((x)*(x))*((1)+(2)))*((4)*((3)*((x)*(x))))),(((x)*((6)/(8)))-((8)/(x))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|MultXD,AddTreeWithDiv|DivXD|DivXD|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|ReplaceBranchXR|DivXD|SkipD|AddTreeWithSub,AddRandomSubTreeR,DivXD,22,22,23,23,5
23,(x),30,-10,0.10802651510150434,0.1953081347983663,0.39608972685735855,0.4,9221.625665760743,34.74410046913223,141936.95936190474,0,0.9998853119694654,1,0.6413450364440435,0.49156886390652266,183827.85,2.864778399788156,3560383.1666666665,0,((((9)-((6)*(8)))*((x)*((1)*(9))))-(((1)+(6))*((5)*((x)*(x))))),(((((9)*(9))*((2)-(9)))-(((4)*(9))/((9)/((4)/(5)))))*((((7)+(9))*((1)-(2)))*(((x)/(x))/((x)/((0)/(x)))))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|MultXD,AddTreeWithDiv|DivXD|DivXD|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|ReplaceBranchXR|DivXD|SkipD|AddTreeWithSub,AddRandomSubTreeR,DivXD,22,23,24,24,5
24,(x),30,-10,0.15091636869623926,0.19714228868035527,0.3977388622443127,0.4,176219.74076361803,3.004070391932031,3316406.1333749997,0,0.99999595807785,1,0.7959444606815014,0.4670097147085506,5397396.979811508,1.9354266896567605,101024541.83333333,0,((((x)*((5)+(5)))*((2)+((8)-(1))))*(((x)*(7))+((5)*((x)*((x)*(x)))))),(((((x)+(8))+((1)*((5)+(0))))*(((3)/((1)-(4)))-((3)*((5)-(9)))))/((((9)/(2))*((x)*(9)))+(((4)/(0))/((7)/((4)/((x)/(x))))))),DeleteTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|MultXD,AddTreeWithDiv|DivXD|DivXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|ReplaceBranchXR|DivXD|DivXD|AddToLeafR,AddRandomSubTreeR,DivXD,24,24,25,25,5
25,(x),30,-10,0.15049833718827155,0.19626448484511586,0.39854527422130565,0.4,51671.51845515705,38.470090684658125,938215.0393333335,0,0.9999854497534079,1,0.5331203166641508,0.526608181690413,1443853.0783333334,2.6656657693544483,28063671,0,((((x)*((3)*(x)))*((x)*((5)*(2))))*(((7)-(8))+((x)*((x)*(x))))),(((((x)*(x))-((0)-(5)))*(((3)/(7))/((0)*(5))))/(((8)/((5)+(0)))/(((x)*(x))/((x)/((x)/(x)))))),DeleteTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|DivXD|DivXD|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|ReplaceBranchXR|DivXD|DivXD|AddTreeWithSub,AddRandomSubTreeR,DivXD,24,25,26,26,5
26,(x),30,-10,0.14673817696434235,0.22309876043915294,0.3934777806866165,0.4,21751.568495445386,25.593918076392058,349840.9323833333,0,0.9999519196341198,1,0.47910659077180595,0.47901196361040943,436319.4936340852,1.9893090995942035,8492725.166666666,0,((((6)+((5)*(9)))+((6)*((6)-(8))))*(((8)*(x))*((2)*((x)*(x))))),(((((0)/(6))+((6)+((0)*(6))))+(((x)*(3))-((3)*((9)/(8)))))/((((0)*(4))*((2)*(4)))/(((x)/(0))/((x)/((x)/(x)))))),AddTreeWithMult|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|DivXD|DivXD|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,26,26,27,27,5
27,(x),30,-10,0.15962053226216685,0.189611788663647,0.3932786511949473,0.4,12847.491078641811,6.275213435719568,209584.7060772947,0,0.9999033643065851,1,0.46163361018348154,0.22360679774997905,229437.49166666664,0.4083333333333333,4225491.833333333,0,((((x)*(6))*((6)*((1)*(x))))*((6)*((6)+((9)*(x))))),(((((8)+(0))/((9)*((0)+(5))))+(((0)*(1))*((8)*((5)*(7)))))*((((0)*(7))/((7)/(8)))/(((2)/(0))/((x)/((x)/(x)))))),DeleteTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|DeleteNonTerminalR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,27,27,28,28,5
28,(x),30,-10,0.17067194129884414,0.2843181191949315,0.39616631421294257,0.4,30418.44494525712,6.43818392330171,516045.0494485671,0,0.999971471629805,1,0.8249311593412202,0,718096.1417044798,0,14313237.333333334,0,((((x)-(8))*((8)-((4)*(7))))*(((x)*(7))*((7)*((x)*(x))))),(((((8)*(9))-((0)*((6)+(x))))+(((4)-(x))/((1)+((2)/(9)))))*((((1)/(0))*((0)*(x)))-(((1)*(3))/((x)/((x)/((x)/(x))))))),DeleteTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,AddTreeWithDiv,28,28,29,29,5
29,(x),30,-10,0.16187666617175128,0.32947951272533116,0.3962003251479536,0.4,8153.93537385738,2.6652298422733884,96996.90333333334,0,0.99944562467306,1,0.766648087837667,0,76442.53930745758,0,736564.7666666667,0,((((7)+(9))*((3)-((x)*(7))))+(((9)-(9))*((6)*((x)*(x))))),(((x)*((7)/(0)))*((0)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,AddTreeWithDiv,28,28,30,30,5
30,(x),30,-10,0.14693651103873967,0.3516115085825463,0.39769575693214804,0.4,52919.00128522722,0.4100428396812299,1011357.9046666669,0,0.9999909814640742,1,0.8111383753467191,0,2300184.098826577,0,45277120,0,((((x)+((x)*(7)))*((6)+((0)*(x))))*(((1)+(7))+((3)*((5)*((x)*(x)))))),((((0)*(0))/((3)/(1)))*((0)/((x)*(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MultXD|DeleteTerminalR,AddRandomSubTreeR,AddTreeWithMult,30,30,31,31,5
31,(x),30,-10,0.16712741011761612,0.35863736618423886,0.39649193342491656,0.4,10872.01351755254,0.3521765970123174,153517.58633333328,0,0.9998066158532061,1,0.7334068593832207,0,128366.19752180688,0,2111514,0,((((x)+((8)*(3)))+((8)*((3)+(9))))-(((8)*(7))*((9)*((x)*(x))))),((((4)/(0))*((0)/(7)))*((3)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,31,31,32,32,5
32,(x),30,-10,0.15996710810657574,0.3408986598447418,0.3964585855093411,0.4,53819.81579075074,0.4906273032118523,971992.3219999999,0,0.9999906460745968,1,0.7416292947112069,0,2291101.1533333333,0,43653687.166666664,0,((((3)*((8)-(2)))+(((6)*(x))*((5)*(x))))+(((0)*(x))+((2)*((8)*((x)*(x)))))),((((7)/(0))*((8)*(0)))/((x)/((x)/(x)))),DeleteTerminalR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|MultXD|DeleteTerminalR,AddRandomSubTreeR,DeleteTerminalR,32,32,33,33,5
33,(x),30,-10,0.18554044590191474,0.36265560136878444,0.39792306263422667,0.4,6928.243972555449,0.30589470146914155,84343.47906666667,0,0.9990339440515599,1,0.5770373401838075,0,43007.56523809524,0,422680.8333333333,0,((((4)*(x))*((3)*((9)*(3))))+((6)-((4)*((x)*(x))))),((((7)*(0))/((0)*(1)))/((x)/((x)*(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,33,33,34,34,5
34,(x),30,-10,0.13051958736265093,0.3620795844219425,0.39339018913809887,0.4,6646.846199293866,0.4092510990124362,90279.58285714289,0,0.99975500977511,1,0.7892809365448972,0,95351.30777777778,0,1666733.1666666667,0,((((x)+((x)*(8)))*((8)+((2)*(2))))-(((9)-(9))+((x)*((x)*(x))))),((((7)*(0))*((7)/(6)))/((0)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|ReplaceBranchR|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,MultXD|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,34,34,35,35,5
35,(x),30,-10,0.1691507734453478,0.374,0.3970015759542783,0.4,15649.55286277778,0.21233333333333332,207888.82239999998,0,0.9999328063740411,1,0.6148763788130011,0,456722.41708333336,0,6076965.3,0,((((6)*((6)*(9)))-((3)*((x)+(4))))*(((8)+(8))*((5)*((x)*((x)*(x)))))),((((0)*(0))/((6)*(6)))/((0)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddToLeafR|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,34,35,36,36,5
36,(x),30,-10,0.162591468338577,0.36502456620689516,0.3805742732526693,0.4,5948.57995825034,0.2856395513089913,66855.87348148148,0,0.9994974383715854,1,0.7620965438543243,0,54654.716666666674,0,812504,0,(((((5)-(9))+((8)*(2)))-(((4)*(7))-((6)*(4))))/(((1)+((6)+(6)))+((9)*((x)*((x)*(x)))))),((((4)*(0))/((0)*(5)))/((0)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,36,36,37,37,5
37,(x),30,-10,0.18997437763147204,0.36822712141663433,0.3974604547860799,0.4,21032.795493912614,0.2804728899469248,186403.5466388889,0,0.9997357800033131,1,0.6822389014621223,0,170847.94944444444,0,1545429.3333333333,0,((((3)-((1)+(3)))*(((7)*(2))*((7)*(9))))-(((5)+(1))*((7)*((x)*((x)*(x)))))),((((2)*(0))/((7)*(1)))/((x)/((0)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,37,37,38,38,5
38,(x),30,-10,0.21899776013101388,0.37001679247140673,0.39949108565780356,0.4,1867477.092133749,0.24486345553304265,36903836.330449864,0,0.9999997551434786,1,0.6688601240923172,0,83470914.39636694,0,1667643283.0333333,0,((((4)/((0)+(1)))*(((x)*(9))+((0)*(x))))*(((9)*(x))+((x)*((x)*((x)*(x)))))),((((3)*(4))/((0)*(x)))/((0)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,38,38,39,39,5
39,(x),30,-10,0.2227010939436282,0.351023391774269,0.3995016951487408,0.4,1910877.3194394296,0.39999196499060147,37916916.34675889,0,0.9999997658491295,1,0.7092230277320042,0,87223823.7105,0,1743889879.3333333,0,((((x)*((x)*(8)))+(((6)-(4))*((x)-(x))))*(((8)-((9)+(x)))*((x)*((x)*((x)*(x)))))),((((5)/(0))*((0)/(4)))*((3)/((x)/(0)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,38,39,40,40,5
40,(x),30,-10,0.23083260322531884,0.35841048947120513,0.3997182538679067,0.4,145869.65385373504,0.37121853160989454,2354043.7668888886,0,0.999985423822043,1,0.7122970815159664,0,1646465.212037037,0,28013745.066666666,0,((((8)*(1))*((x)*((7)+(x))))*(((8)+(x))*((x)*((x)*(x))))),((((3)/(0))*((0)/(9)))*((0)/((x)/(x)))),AddToLeafR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,40,40,41,41,5
41,(x),30,-10,0.20629077951601274,0.3665216665218508,0.39929822673469156,0.4,493897.97345432435,0.27632538208789936,8993796.252480185,0,0.9999988393980616,1,0.8780457871741747,0,18489644.341111112,0,351828925.8333333,0,((((x)*((x)*(3)))*((x)+((6)*(x))))*(((x)+(x))*((0)-((1)*((x)*(x)))))),((((7)*(5))*((1)/(0)))/((0)/((0)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|MultXD|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,40,40,42,42,5
42,(x),30,-10,0.25325500132888223,0.37599999999999995,0.3997015411678101,0.4,170661.46604669787,0.19599999999999998,2934793.514160245,0,0.9999907157353669,1,0.7177923303023085,0,2312188.99755594,0,43981225.166666664,0,((((6)+((4)*(x)))*(((x)*(5))+((2)/(2))))+(((1)*((9)*(7)))*((x)*((x)*((4)*(x)))))),((((0)*(0))/((4)*(0)))/((x)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|SkipD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,42,42,43,43,5
43,(x),30,-10,0.22228411942797724,0.364,0.3997534198779784,0.4,85584.09878348182,0.294,1163496.4445369472,0,0.9999775376116329,1,0.7371837027658271,0,934109.9966666665,0,18178535.9,0,((((5)+((5)+(3)))+(((8)*(x))*((x)*(3))))-(((8)+(x))*((1)+((x)*((x)*(x)))))),((((7)*(0))/((0)/(6)))*((4)/((x)/(0)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|MultXD|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,43,43,44,44,5
44,(x),30,-10,0.20329650362568613,0.35426931525006966,0.3996540798083433,0.4,65215.001400262474,0.3734692630437131,928826.1483333333,0,0.9999754838743712,1,0.7585925624526341,0,861420.8483333334,0,16655704.066666666,0,((((x)*((x)-(4)))*(((3)+(x))*((x)+(7))))*(((5)+(x))-((9)*((x)*((x)*(x)))))),((((0)*(5))/((0)*(0)))/((x)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,44,44,45,45,5
45,(x),30,-10,0.22004879979689648,0.36300000000000004,0.3995990126379039,0.4,312963.802751206,0.30216666666666664,5985396.021597113,0,0.9999985092954154,1,0.5792910399876464,0,13739707.981111113,0,273919687.06666666,0,((((x)-((8)*(x)))*(((6)*(3))*((2)+(1))))*(((2)*((5)*(3)))+((x)*((x)*((x)*(x)))))),((((5)*(0))/((0)/(1)))*((9)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|AddToLeafR|DeleteTerminalR,AddRandomSubTreeR,DivXD,45,45,46,46,5
46,(x),30,-10,0.21533971194897172,0.3609844846055273,0.3996717901765501,0.4,80577.61866304436,0.31864272278411776,1127625.8377500002,0,0.9999819959618016,1,0.8958712102308758,0,1138830.6083333334,0,22680097.033333335,0,((((8)/((2)+(8)))+(((0)*(9))*((8)*(x))))+(((3)+(x))*((x)*((2)*((x)*(x)))))),((((8)/(0))*((3)/(0)))/((x)/((x)/(x)))),AddRandomSubTreeR|SkipD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,AddTreeWithDiv,45,46,47,47,5
47,(x),30,-10,0.20761268340833808,0.36592807116844694,0.3991444658186477,0.4,485371.2335182944,0.27829996664043233,9194478.55103564,0,0.9999984408664382,1,0.6013280268440397,0,13151206.455000002,0,261897597.06666666,0,(((((x)*(2))*((8)*(9)))+(((6)*(1))*((7)*(x))))/(((5)-((6)+(1)))+((x)*((x)*((x)*(x)))))),((((3)*(0))/((0)*(6)))/((x)/((x)/(x)))),AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithDiv|AddToLeafR|AddXD|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|MultXD,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithMult|FellTreeD|AddTreeWithDiv|AddTreeWithMult|DeleteTerminalR|DivXD|DeleteMaliciousR|AddTreeWithMult|DivXD|DivXD|DeleteTerminalR,AddRandomSubTreeR,DivXD,47,47,48,48,5
