A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,SkipD,AddTreeWithSub,SkipD,0,0,0,4
AddTreeWithMult,SkipD,FellTreeD,SkipD,0,0,1,4
SubXD,AddTreeWithDiv,SubXD,AddTreeWithDiv,0,0,2,4
MutateNonTerminalR,DivXD,MultXD,DivXD,0,0,3,4
SubXD,AddXD,SubXD,AddXD,0,0,4,4
AddRandomSubTreeR,SubXD,AddRandomSubTreeR,SubXD,0,0,5,4
AddRandomSubTreeR,DivXD,AddRandomSubTreeR,DivXD,0,0,6,4
MultXD,AddTreeWithAdd,DivXD,AddTreeWithAdd,0,0,7,4
MutateNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,DeleteNonTerminalR,0,0,8,4
AddXD,ReplaceBranchR,AddXD,ReplaceBranchR,0,0,9,4
AddTreeWithMult,DeleteNonTerminalR,AddTreeWithMult,DeleteNonTerminalR,0,0,10,4
AddTreeWithSub,DeleteMaliciousR,AddTreeWithSub,DeleteMaliciousR,0,0,11,4
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,12,4
MultXD,AddXD,MultXD,AddXD,0,0,13,4
MutateNonTerminalR,AddTreeWithAdd,MutateNonTerminalR,AddTreeWithAdd,0,0,14,4
