gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
11,(x),30,-10,0.31278188824784076,0.2569382223983327,0.39988861972675943,0.4,354322.6329395503,4.479536020378789,3808655.839999999,0,0.9999950423871949,1,0.4416008776959986,0.32463599725322984,6561698.073333333,1.2061035647017637,82364910.16666667,0,((((x)*(x))*((8)*(2)))*((x)*((x)*((x)*(x))))),((((0)*(4))-((5)*((0)+(x))))+(((x)/(x))/((5)/((0)+(x))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MutateNonTerminalR,AddXD,11,11,12,12,9
12,(x),30,-10,0.31079482840106826,0.2808736987375949,0.39952620873311867,0.4,311064.8655523203,1.2433227158739986,4103851.7538095242,0,0.9999940931754692,1,0.4407010584984868,0.30250241801751054,3878659.6833333327,1.040429523497319,69129077.93333334,0,((((9)*(8))*((x)*((7)*(7))))-((x)*((x)*((x)*(x))))),((((7)/(2))-((2)*(1)))/((0)/((x)+(x)))),MutateNonTerminalR|ReplaceBranchXR|FellTreeD|DeleteNonTerminalR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|DeleteTerminalR|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,12,12,13,13,9
13,(x),30,-10,0.3262657274667772,0.2832112083908841,0.3999468201351472,0.4,342838.2085386022,1.3275774962717577,4883972.315333334,0,0.9999942024010567,1,0.43991165533677584,0.3074530639383383,3732544.7049999996,0.9114784741432219,70431455.73333333,0,((((x)*(x))+((1)*((5)*(5))))*(((9)-(x))*((x)*((x)*(x))))),((0)+(x)),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,13,13,14,14,9
14,(x),30,-10,0.2610091394046137,0.281556870407817,0.3205996575710443,0.4,179579.35024332665,18.327063822868347,2163550.265777778,0,0.999974629789921,1,0.6071851907213216,0.33589320042937193,1924966.44,1.1374596682559708,16094992.2,0,((((8)*(x))*((x)*((6)+(8))))-((x)*((x)*((x)*(x))))),((0)+(x)),MutateNonTerminalR|FellTreeD|FellTreeD|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|SkipD|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,14,14,15,15,9
15,(x),30,-10,0.3391337310950196,0.28154725392167723,0.3999170356977635,0.4,757581.5243333334,1.1845844131806489,10826211.866000002,0,0.999995406092653,1,0.02681558476269351,0.30691512168882285,6102633.8133333335,0.8528002062222264,88885844.33333333,0,((((6)*(7))*((6)*((6)*(x))))*(((3)-(x))*((x)*((x)*(x))))),((((9)/((7)*(7)))+((6)+((5)/(1))))-(((x)+(8))-((0)/((0)/((x)+(x)))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,AddXD,15,15,16,16,9
16,(x),30,-10,0.3479255501146114,0.27774091873277273,0.39996422774516416,0.4,550657.4534666665,1.498143448307076,7610927.161333334,0,0.9999966954491019,1,0.07925996773239291,0.22332424037212353,6518788.328333334,0.5852998707986228,123566967.46666667,0,((((x)*(x))*((x)*((4)*(6))))+((x)*((x)*((x)*(x))))),((0)+(x)),DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|AddXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,16,16,17,17,9
17,(x),30,-10,0.3551764895030137,0.2497756923830104,0.3999687500021705,0.4,5720020.142433334,1.7707562241398902,108676985.1793333,0,0.9999999173731244,1,0.6072225103792424,0.3648871529680576,247886755.0883333,1.2726637146265436,4941894875.5,0,((((8)*(5))*((6)*((x)*(x))))*(((4)*(x))*((x)*((x)*(x))))),(((2)+((2)/(6)))/((0)/((x)+(x)))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MutateNonTerminalR,AddXD,17,17,18,18,9
18,(x),30,-10,0.35333910000874325,0.2979801115784912,0.3999484380086178,0.4,2856366.007900001,1.733635408905075,52805780.00466668,0,0.9999998223331059,1,0.4406802360026656,0.35472000547328614,116692610.15833333,1.3171416583233109,2298308504.3333335,0,((((8)+(5))*((7)*((x)*(9))))*(((9)*(x))*((x)*((x)*(x))))),(((((x)+(1))-((6)+(7)))*(((0)+(6))/((0)*(3))))-(((0)+((6)/(0)))+(((x)/(0))/((2)/((x)+(x)))))),MutateNonTerminalR|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|AddTreeWithMult|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,AddXD,18,17,19,19,9
19,(x),30,-10,0.3510339338111432,0.2720992896147651,0.39996485220343053,0.4,541340.2854666668,2.732263945183736,6365509.250000003,0,0.9999954636950739,1,0.018893229833043396,0.3036852290473993,4904530.083333334,0.8518930190511238,90014525.03333333,0,((((8)*(x))*((2)*((6)+(4))))*(((3)*(x))*((x)*((x)*(x))))),((0)/((x)+(x))),MutateNonTerminalR|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,19,19,20,20,9
20,(x),30,-10,0.3707390077414703,0.25625697552981463,0.3999590980054704,0.4,1344190.2927,3.7777176579113116,23154693.119333334,0,0.9999995103592532,1,0.44080309518601246,0.4300361078062474,42281858.63166667,1.9835127432464816,833944756.5,0,((((x)*(9))*((3)*((x)*(9))))-(((3)*(x))*((x)*((x)*(x))))),((((4)/(1))+((5)/(4)))*((0)/((x)/((x)+(x))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MutateNonTerminalR,AddXD,20,19,21,21,9
21,(x),30,-10,0.37030691027012536,0.2838609013279265,0.39994980313783474,0.4,388807.1963,1.4145745820255968,4479418.488666668,0,0.999995777281025,1,0.012255325360971089,0.2571777662616076,4956920.125,0.8634615413638681,96699149.46666667,0,((((9)*(9))-((6)*((x)-(x))))*(((7)*(x))*((x)*((x)*(x))))),(((5)-((7)/(7)))/((8)/((0)+(x)))),SkipD|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|SubXD|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,21,21,22,22,9
22,(x),30,-10,0.3448912575758341,0.2636314143223246,0.39991352541350095,0.4,767993.2504,1.5093033587077285,11104359.343999999,0,0.9999983210479143,1,0.016359157398264584,0.40448838855251057,12752019.791666666,1.613238353955556,243207258.16666666,0,((((x)*(5))*((6)*((9)-(5))))*(((7)*(x))*((x)*((x)*(x))))),((0)/((x)+(x))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,AddXD,21,22,23,23,9
23,(x),30,-10,0.36122561816030746,0.29127053998778185,0.39983048845971497,0.4,980750.3780333335,1.5281542284711143,12581217.676,0,0.99999777551819,1,0.6070470340410176,0.294719995914399,16092214.004999999,0.9568992652714897,183563350.13333333,0,((((9)*(3))+((4)*((9)*(x))))+(((6)*(x))*((x)*((x)*(x))))),((0)+(x)),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,AddXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MutateNonTerminalR,AddXD,23,23,24,24,9
24,(x),30,-10,0.3539378961106003,0.2707081121579587,0.3999198480241924,0.4,581259.6050666667,3.1872874582854616,8235498.982666667,0,0.9999960636676216,1,0.43982355736646706,0.35695827092365484,6435259.686666666,1.289060554659314,103734465,0,((((6)*(9))*((x)-((4)*(x))))*(((8)-(x))*((x)*((x)*(x))))),((((0)/(2))/((0)/(7)))-((0)+((5)+((7)/(7))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,24,24,25,25,9
25,(x),30,-10,0.36332117889105037,0.29694125463653315,0.3996511119329,0.4,1401035.4760333332,2.975260753713867,16616672.018000001,0,0.9999986608237779,1,0.4418838020694879,0.12565848181281866,32608225.461666662,0.2694507948049792,304913816.8333333,0,((((x)*(8))+((3)+((5)*(x))))*(((7)*(x))*((x)*((x)*(x))))),((0)+(x)),SkipD|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|DeleteTerminalR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|DeleteTerminalR|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,DivXD,25,25,26,26,9
26,(x),30,-10,0.3720047319680623,0.28728295366057455,0.3999754826715899,0.4,2624814.665311773,1.7084768599485545,33437447.68866668,0,0.9999989287654767,1,0.004928843162553303,0.3616881597519968,47674595.29166667,1.2684499756014247,381180147.23333335,0,((((9)*((9)*(8)))*((5)*((6)+(8))))*(((1)*(x))*((x)*((x)*(x))))),(((((7)-(2))+((6)-(9)))-(((4)*(0))/((6)/(0))))+(((9)+((0)/(0)))+((x)/((x)/((x)+(x)))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|MutateTerminalR|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,26,26,27,27,9
27,(x),30,-10,0.37228832192082817,0.26967511071990174,0.3999867551450518,0.4,2924252.313633334,1.2056237963617007,44901869.65866665,0,0.9999992620654244,1,0.01315853936644175,0.3786235195636748,29721768.95999999,1.3341214889765936,553346254.4333333,0,((((7)*((8)*(9)))*((7)+((9)*(7))))+(((8)*(x))*((x)*((x)*(x))))),((0)/((x)+(x))),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,DivXD,27,26,28,28,9
28,(x),30,-10,0.3666425343212367,0.27343515744637303,0.3999622223054914,0.4,7242958.972199999,3.5515761436292825,126343248.8313333,0,0.9999998538402822,1,0.022256907666215957,0.3596529914202552,140059660.1183333,1.318731611715302,2793747414.0666666,0,((((5)*((7)*(8)))*((4)*((x)*(8))))*(((x)-(x))*((x)*((x)*(x))))),((((1)/(5))/((6)/(x)))+((5)/((0)+(x)))),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,DivXD,28,28,29,29,9
29,(x),30,-10,0.36954134990365683,0.2766807579570798,0.39998592154631707,0.4,1784409.313533333,2.9337281684526477,27476093.98933334,0,0.9999992743801563,1,0.021483899347800074,0.30955772568257706,33019834.590000004,1.0387384894086469,562737274.8333334,0,((((5)*((7)*(8)))*((5)+((x)*(2))))*(((x)*(8))*((5)*((x)*(x))))),((((0)/(0))-((0)/(0)))/((x)+((9)*((5)/(5))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|ReplaceBranchXR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,28,29,30,30,9
30,(x),30,-10,0.3733426693039896,0.24685092783480936,0.39997866767412643,0.4,2592099.3848380176,4.32401028628811,24412877.498999998,0,0.9999989797531711,1,0.001608182768407138,0.40568854976559376,59972572.154999994,1.7197625980027365,400229946.06666666,0,((((3)-((x)*(3)))*((7)*((9)*(5))))+(((x)-(x))*((x)*((x)*((x)*(x)))))),((0)+(x)),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddRandomSubTreeR|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,30,30,31,31,9
31,(x),30,-10,0.37061989968025094,0.2688814904658852,0.3999900521003694,0.4,6236589.695100001,1.8752295407942534,100023904.4846667,0,0.9999998335837946,1,0.01418681938044348,0.2931467246336422,135604163.64166668,0.7767195767195767,2453687322.5333333,0,((((9)*((x)*(6)))*((3)-((x)*(9))))*(((x)+(x))*((x)*((x)*(x))))),(((((x)+(4))*((2)*(8)))-(((5)-(0))/((3)-(2))))/(((0)+((4)+(4)))/((x)/((x)+((0)+(6)))))),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|MultXD|MultXD|SubXD,DivXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,31,31,32,32,9
32,(x),30,-10,0.3680527088959804,0.2755555807704891,0.39998485530398953,0.4,4881484.215933334,1.5796555827666279,80100293.95266667,0,0.9999996845302889,1,0.009422358130431173,0.3536250544504275,65905422.45000001,1.4016424357760982,1294366206.4,0,((((2)*((x)*(x)))*((6)-((7)*(7))))*(((3)*(x))*((x)*((x)*(x))))),((((x)-((5)+(8)))*((5)+((1)/(7))))-(((3)/(0))/((x)/((0)+(x))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MutateNonTerminalR|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,32,32,33,33,9
33,(x),30,-10,0.3591222197388803,0.29037034377986326,0.39999219426745064,0.4,5345958.182399999,451.97628063691684,65000024.64066666,0,0.9999992720496442,1,0.4425719156121628,0.22335666404512028,85875043.65333334,0.45842210102575304,560935687.6666666,0,((((5)*((4)*(0)))+((5)*((3)*(x))))*(((6)-(x))*((x)*((x)*((x)*(x)))))),((((0)/(6))-((2)/(1)))/((x)/((x)+(x)))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,33,33,34,34,9
34,(x),30,-10,0.3773550593471661,0.2698730337358484,0.3999865028093096,0.4,6307998.893666668,5.4168182156169244,83328938.76666665,0,0.9999997112276344,1,0.004665830844358155,0.3642750901479136,90665341.65666667,1.2688324433346325,1414031887.6666667,0,((((9)*((3)*(x)))*((6)*((0)+(7))))*(((4)-(x))*((x)*((x)*((x)*(x)))))),((0)+(x)),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,34,33,35,35,9
35,(x),30,-10,0.3505450052346189,0.28896416634516736,0.3999797591727942,0.4,8099875.994711843,1.36845815858679,113666444.846,0,0.9999997702539831,1,0.4426124135851102,0.30856656742478816,104557757.82333331,0.9691978339936412,1777324972.8333333,0,((((x)*((9)*(2)))*((8)+((6)*(9))))-(((x)*(8))*((5)*((x)*((x)*(x)))))),((((x)/(5))*((0)/(x)))/((3)-((x)+((8)+(x))))),MutateNonTerminalR|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,35,34,36,36,9
36,(x),30,-10,0.36702774745242933,0.2647594956489409,0.39999711355733736,0.4,14340438.941133335,1.792606113889014,167598286.52,0,0.9999997401106019,1,0.7251011048580263,0.3567361232315726,158242854.3816667,1.2288418728888928,1571181187.6666667,0,((((x)*((7)*(4)))*((4)*((9)*(5))))*(((1)-(x))*((x)*((x)*((x)*(x)))))),((((7)-(5))/((7)*((3)/(1))))/(((x)+(2))/((x)/((0)+(x))))),MutateNonTerminalR|FellTreeD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|ReplaceBranchR|ReplaceBranchR|SkipD|DeleteNonTerminalR|ReplaceBranchR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,36,36,37,37,9
37,(x),30,-10,0.3774453890643924,0.2764123690543322,0.39996594112080397,0.4,10977515.633533336,2.2463022510080832,165993841.20933336,0,0.9999998740808451,1,0.0012121468768287501,0.36069470728280384,177680175.48499998,1.3804797100351043,3242821428,0,((((5)*((3)*(x)))*((x)*((6)*(7))))-(((0)-(x))*((x)*((x)*((x)*(x)))))),(((0)/((1)/(2)))/((x)+(x))),MutateNonTerminalR|FellTreeD|AddXD|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|AddXD|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,36,37,38,38,9
38,(x),30,-10,0.35999293897332896,0.28136178432962394,0.39999049459519553,0.4,5258660.062866666,1.2644936390119725,59783259.03866666,0,0.9999994305825718,1,0.44361509564403034,0.22638053078090847,58682823.14333333,0.5231038858956788,717107192.6333333,0,((((8)-((4)*(x)))*((x)*((8)*(1))))-(((x)*(9))*((8)*((x)*((x)*(x)))))),(((0)/((7)/(8)))-((0)/((x)+(x)))),MutateNonTerminalR|SubXD|MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|SubXD|MultXD|MultXD|AddTreeWithMult|MultXD|MultXD,DivXD|AddXD|ReplaceBranchR|DeleteMaliciousR|DeleteNonTerminalR|MutateNonTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithDiv|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,DivXD,38,38,39,39,9
