gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,(x),30,-10,0.3723520831826053,0.396953160489022,0.39995471971731716,0.4,1696719.59522829,0.24482555392786623,7401986.921089325,0,0.9999950232507044,1,0.7253117600577864,0,19984853.33833333,0,82048202.36666666,0,((((x)*((x)-(x)))*(((0)+(x))+((1)+(4))))+(((6)-(x))*((x)*((x)*((x)*(x)))))),((((8)-((0)/(2)))/((6)/((1)/(8))))/(((6)/(0))/((3)/((1)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DeleteTerminalR|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,21,20,22,22,4
22,(x),30,-10,0.3853756232898877,0.397491166997203,0.399977883307898,0.4,2909010.294909085,0.02048880285617622,13890634.416080808,0,0.9999979013097344,1,0.002479495720266789,0,59336655.43074334,0,194565791.83333334,0,((((x)*((6)*(8)))*(((1)+(6))+((6)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((8)/((4)-(2)))/((3)/((0)/(9))))/(((0)/(1))/((0)/((8)+(x))))),MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,22,22,23,23,4
23,(x),30,-10,0.3480764684524958,0.39995243070870456,0.3994219364707396,0.4,3178921.480989752,0.0003884825455794044,14876930.734293409,0,0.9999986423181165,1,0.000032031978235063414,0,72783590.63000001,0,300757738.8333333,0,((((x)*((x)*(x)))*(((x)+(9))+((8)-(x))))-(((7)*((x)*(x)))*((x)/((5)+((0)*(x)))))),((((1)/(x))/((0)/((0)/(2))))/(((0)/(7))/((7)/((2)+(x))))),MultXD|MultXD|MultXD|AddTreeWithAdd|AddTreeWithAdd|SubXD|SubXD|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,23,22,24,24,4
24,(x),30,-10,0.35267077100139843,0.3971910396355214,0.3999935415448856,0.4,4348770.884411776,0.023806893517643344,21405645.819,0,0.9999988290111491,1,0.000014730063846892398,0,70810754.13166666,0,348708130.73333335,0,((((x)*((x)*(4)))*(((x)*(x))+((0)+(7))))+(((1)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((8)/((9)-(5)))/((x)/((9)/(6))))/(((0)/(6))/((3)/((6)+(x))))),MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithSub|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,24,24,25,25,4
25,(x),30,-10,0.3589049819803878,0.3993223400800953,0.3999142152745996,0.4,20307295.240214515,0.005534222679221007,223788420.551,0,0.9999999512085922,1,0.3078504130715191,0,671559001.7983334,0,8368959858.633333,0,((((x)*((x)*(x)))*(((x)*(8))+((x)-(x))))-(((x)*(x))*((x)*((x)*((8)+(4)))))),((((0)/((4)/(0)))/((8)-((5)/(5))))/(((4)/(0))/((2)/((0)+(x))))),MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|SubXD|SubXD|SkipD|MultXD|MultXD|SkipD|MultXD|ReplaceBranchXR|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,25,25,26,26,4
26,(x),30,-10,0.37187893497080204,0.3910213456236712,0.3999507112207726,0.4,5490031.856023902,0.25258215627679564,29102257.833988868,0,0.9999990207185012,1,0.000015147739074616581,0,80183956.59200001,0,416972376,0,((((0)+((9)*(x)))*(((x)*(8))+((x)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((2)-((0)/(8)))/((2)/((8)/(7))))/(((5)/(0))/((x)/((0)+(x))))),MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,26,26,27,27,4
27,(x),30,-10,0.3982186564220995,0.39682668099895374,0.3999558713079082,0.4,4410549.4330294095,0.0432760916091308,37644851.20821367,0,0.9999996999645362,1,0.012694678423401311,0,135154672.01333332,0,1360950229.3,0,((((x)*((2)+(x)))*(((x)*(7))+((7)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((5)/((5)/(0)))/((4)/((6)/(1))))-(((6)/(6))/((0)/((x)+(x))))),MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,27,27,28,28,4
28,(x),30,-10,0.35169366180762607,0.39820535613913877,0.39988441616590104,0.4,3189754.971706938,0.017080014000759702,22315994.738024026,0,0.9999993752099005,1,0.4426682938973577,0,70152583.44666667,0,653552823.0333333,0,((((8)*((8)+(8)))*(((x)-(x))*((x)+(4))))+(((0)-(x))*((x)*((x)*((x)*(x)))))),((((1)/((0)/(x)))-((7)/((0)/(6))))/(((1)/(2))/((6)/((0)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|DeleteTerminalR|MultXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,26,28,29,29,4
29,(x),30,-10,0.3855973547472732,0.398141646797089,0.3999900330933315,0.4,1762310.0987492504,0.015418312162295772,9998236.451027777,0,0.9999929837115701,1,0.0003232074574811401,0,6809694.374666667,0,58197911.53333333,0,((((x)*((x)-(x)))*(((x)*(5))+((7)+(4))))+(((4)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((3)-((0)/(7)))/((4)/((1)/(2))))/(((8)/(x))/((0)/((8)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,29,29,30,30,4
30,(x),30,-10,0.38796770512741097,0.3966926241503704,0.39998977780611594,0.4,1945662.4310575172,0.028311669635263673,11055009.98704762,0,0.9999886334973269,1,0.0003428382087633395,0,7190402.904999999,0,35924271.96666667,0,((((x)*((6)*(x)))+(((3)-(x))*((x)+(1))))+(((5)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((x)/((x)/(x)))/((0)/((9)/(0))))-(((0)/(6))/((9)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,29,30,31,31,4
31,(x),30,-10,0.377810451659842,0.3960587326520272,0.3999854694311159,0.4,1945431.3672839743,0.08758742500489715,10990941.51541852,0,0.999998511691125,1,0.0005550707018280067,0,25515065.35512164,0,274360611.6666667,0,((((9)+((5)*(8)))*(((8)-(x))*((x)+(x))))-(((x)*((x)*(x)))*((x)/((1)+((0)*(x)))))),((((5)/(5))/((2)/((2)/(0))))-(((7)/(0))/((x)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,31,31,32,32,4
32,(x),30,-10,0.389733555884073,0.38789026280706607,0.3999895300207638,0.4,1935412.1742521995,0.24329347380183158,14759572.956365082,0,0.9999976632337835,1,0.0004935690998929873,0,13144128.416378256,0,174742912,0,((((x)*((2)+(x)))*(((x)+(x))-((x)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((x)-((9)/(1)))/((0)/((5)/(x))))/(((4)/(7))/((x)/((3)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,32,32,33,33,4
33,(x),30,-10,0.3689229843526654,0.3984835504031385,0.3999551732429964,0.4,1569459.3679932444,0.012384338374368626,9147452.64331186,0,0.9999902400149587,1,0.44266955464092467,0,6972435.516527778,0,41837495.81666667,0,((((x)*((x)-(x)))*(((8)*(8))+((5)+(x))))-(((x)*((x)*(x)))*((x)/((2)+((6)*(x)))))),((((9)-((6)/(6)))/((x)/((0)/(3))))/(((5)/(8))/((x)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,32,33,34,34,4
34,(x),30,-10,0.39084048734733545,0.39718659083381797,0.39996828228510445,0.4,1744623.384113805,0.07294964299262659,10559991.366157819,0,0.9999940797470522,1,0.44268110545963724,0,9122175.811166666,0,68972278.2,0,((((9)+((7)*(2)))*(((9)*(x))*((x)+(x))))-(((x)*((x)*(x)))*((8)+((9)/((x)*(x)))))),((((0)/((8)-(7)))/((4)/((0)/(2))))/(((x)/(x))/((x)/((3)+(x))))),MultXD|AddRandomSubTreeR|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,33,34,35,35,4
35,(x),30,-10,0.38114398063919575,0.3978437039767143,0.3999872070614755,0.4,1732553.367142523,0.01920135729477568,11364420.761707377,0,0.9999929271319589,1,0.00020348907521454228,0,7975326.292777779,0,57732355.666666664,0,((((x)*((8)*(x)))+(((7)-(4))+((1)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((5)-((0)/(8)))/((2)/((9)/(0))))/(((4)/(x))/((6)/((2)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithSub|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,35,35,36,36,4
36,(x),30,-10,0.38161867779643927,0.39693559991925154,0.3997903692983634,0.4,1494083.545487806,0.13310797326173332,8810384.230283223,0,0.9999950423871949,1,0.0004874535204828575,0,7402421.893456255,0,82364910.16666667,0,((((7)+((9)*(x)))+(((1)*(x))-((x)*(x))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((6)/((2)/(0)))-((0)/((9)/(8))))/(((8)/(x))/((4)/((6)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,36,36,37,37,4
37,(x),30,-10,0.378270684156201,0.3991070579669189,0.39989789661084707,0.4,1402913.3575257966,0.007292359936828547,7796441.193214285,0,0.9999938697171858,1,0.012339535556408382,0,7158165.900000001,0,66609216.2,0,((((x)*((4)+(9)))*(((x)-(x))*((x)+(4))))+(((0)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((4)/((7)/(0)))-((7)/((2)/(8))))/(((2)/(1))/((8)/((0)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithAdd|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,37,37,38,38,4
38,(x),30,-10,0.3910967055283481,0.3948009647618308,0.39998366643476124,0.4,1874870.6106772989,0.5407651879475069,10451971.458032828,0,0.9999977670713492,1,0.0011302987803835194,0,18937419.05833333,0,182868956.96666667,0,((((x)+((5)*(x)))*(((x)-(x))*((2)*(9))))-(((x)*((x)*(x)))*((9)+((x)/((x)*(x)))))),((((x)/(3))/((4)-((0)/(6))))/(((0)/(7))/((1)/((0)+(x))))),MultXD|SubXD|MultXD|AddTreeWithMult|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,38,38,39,39,4
39,(x),30,-10,0.36011588521811666,0.39862786986497184,0.39995783748954244,0.4,1474153.506866806,0.01120572943606366,8281453.447583944,0,0.9999961649819927,1,0.0006161355226805457,0,9492378.88054943,0,106474945.5047619,0,((((x)*((x)-(9)))+(((5)*(x))*((9)+(x))))-(((x)*((x)*(x)))*((x)/((5)+((2)*(x)))))),((((0)/((0)-(8)))/((4)/((x)/(8))))/(((0)/(x))/((5)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,39,39,40,40,4
40,(x),30,-10,0.3877392141155852,0.3995514477138889,0.3999832296355754,0.4,1893072.6926429707,0.0036631770032403595,12036728.258899998,0,0.9999952998968082,1,0.6092183409439808,0,7696135.312083334,0,86877525.16666667,0,((((x)*((x)*(x)))-(((x)*(x))+((x)+(3))))+(((5)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((9)/(5))/((x)/((0)-(5))))/(((9)/(9))/((0)/((0)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,39,40,41,41,4
41,(x),30,-10,0.38363449073307104,0.3989405408720785,0.39998751919230985,0.4,1613922.4104210767,0.008652249544692231,8824982.273809524,0,0.9999902219658843,1,0.00046648840490839597,0,6673656.979527056,0,41760268.833333336,0,((((x)*((2)+(5)))+(((x)-(x))*((x)*(6))))+(((x)-((x)*(x)))*((x)*((x)/((x)*(x)))))),((((7)/((0)/(0)))/((2)/((4)/(0))))/(((6)-(3))/((x)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|DivXD|MultXD|AddRandomSubTreeR,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,41,40,42,42,4
42,(x),30,-10,0.3668560703397585,0.3907430144986384,0.39996154031257264,0.4,3232338.982574588,0.20041715335869217,16453381.278022224,0,0.9999991623974527,1,0.00019167780668156748,0,89619767.92999999,0,487502497,0,((((7)+((x)+(8)))*(((9)*(x))-((x)*(x))))+(((x)-(x))*((x)*((x)*((x)*(x)))))),((((2)/((6)/(4)))/((6)/((0)/(9))))-(((0)/(0))/((4)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,41,40,43,43,4
43,(x),30,-10,0.3597638918399055,0.39869623135464133,0.39999001825337877,0.4,2493978.744880997,0.010894228541074231,13748496.966992065,0,0.9999957922099211,1,0.00002101392726715799,0,41373554.395,0,97042230.16666667,0,((((x)+((3)*(x)))-(((x)*(x))+((2)+(7))))-(((1)-(x))*((x)*((x)*((x)*(x)))))),((((4)/((1)/(0)))/((4)-((7)/(7))))/(((1)/(8))/((0)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,MutateTerminalR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,43,43,44,44,4
44,(x),30,-10,0.3795877352570237,0.3942395215314762,0.39998808090127275,0.4,8848919.044826599,0.0991255886159502,59777360.81959814,0,0.999999797104858,1,0.6094151872241362,0,216348087.0833333,0,2012533809.8333333,0,((((x)*((x)-(x)))*(((x)+(x))*((x)+(x))))-(((x)*(x))*((x)*((x)*((6)+(x)))))),((((5)/(9))/((0)/((0)/(2))))-(((0)/(3))/((x)/((0)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,MutateTerminalR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|MutateTerminalR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,44,44,45,45,4
45,(x),30,-10,0.3507879193797299,0.3982147217472531,0.39990802985992246,0.4,5750673.099171848,0.014755622456662794,30365694.25522223,0,0.9999995029509193,1,0.000023113234565170378,0,85797062.12166667,0,821515116.4333333,0,((((x)*((x)-(x)))*(((x)+(x))*((9)+(7))))+(((4)-(x))*((x)*((x)*((x)*(x)))))),((((8)/(7))-((5)/((5)/(0))))/(((0)/(6))/((0)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,45,45,46,46,4
46,(x),30,-10,0.36637880392559524,0.3872821744091893,0.3999717458380106,0.4,10019758.394678589,0.5505445216098592,46219836.900977775,0,0.9999995198613091,1,0.0000476759274260902,0,99569138.00666668,0,850448716.3333334,0,((((6)*((x)*(x)))+(((8)+(3))-((x)*(x))))+(((x)-(x))*((x)*((x)*((x)*(x)))))),((((4)/((7)/(0)))/((3)-((8)/(6))))/(((2)/(0))/((0)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,45,45,47,47,4
47,(x),30,-10,0.3709644973102403,0.39789849440871605,0.39996783417736365,0.4,15144998.010965373,0.01716229566215215,63163132.54,0,0.9999990803700423,1,0.00004099874303309218,0,87155568.96666667,0,444019173,0,((((x)*((5)+(x)))*(((4)+(0))-((x)*(x))))+(((x)-(x))*((x)*((x)*((x)*(x)))))),((((0)/(4))/((6)-((0)/(0))))/(((0)/(2))/((3)/((0)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,47,47,48,48,4
48,(x),30,-10,0.38542830420506524,0.3960558952140572,0.399993894974339,0.4,21619386.14080001,0.3736324360595312,103098791.58533335,0,0.9999994958857078,1,0.0006865580273989423,0,101981931.22833332,0,810001501,0,((((x)*((x)*(9)))+(((6)-(x))*((x)+(x))))-(((0)+(0))*((x)*((x)*((x)*(x)))))),((((3)-(8))/((3)/((5)/(5))))/(((0)/(5))/((0)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,MutateTerminalR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,48,48,49,49,4
49,(x),30,-10,0.3999845208972816,0.39988579643677935,0.39999914546642706,0.4,23834427.496933337,0.000932662432968245,104684807.30200003,0,0.99999923174835,1,0.000025641552256966697,0,83378010.96833333,0,531509868.3333333,0,((((x)*((x)*(2)))+(((6)-(x))*((9)+(4))))+(((x)-(x))*((x)*((x)*((x)*(x)))))),((((3)/(0))/((0)-((0)/(x))))/(((0)/(0))/((0)/((x)+(x))))),MultXD|SubXD|MultXD|AddXD|AddTreeWithAdd|SubXD|AddToLeafR|SkipD|MultXD|MultXD|SkipD|MultXD|SkipD|MultXD|AddTreeWithAdd,MutateTerminalR|FellTreeD|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|DeleteMaliciousR|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|AddXD,MultXD,AddTreeWithDiv,49,48,49,49,4
