gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,(x),30,-10,-0.41625794962649393,-0.023727921756593183,-0.10148621652796656,0.3540128662494319,58.6628583585008,1032.4883753583429,382.395483952,1.1922282589629725,0.9103450799575512,0.8775510204081632,0.7583272528155747,0.44587174392659895,714.6319444444446,5.996666666666667,4554.5,1,((((4)+(5))-((8)*((9)*(5))))+(((x)+(1))-((x)*((8)+(5))))),(((5)+(0))-((4)+(x))),SkipD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|AddXD|SubXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|AddToLeafR|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|MutateNonTerminalR,AddTreeWithMult,MutateNonTerminalR,0,0,1,1,6
1,(x),30,-10,-0.38791971561947525,0.048962085409017995,-0.08753693962558132,0.5,153.4825803917493,5.198122531968253,1146.9940740740742,0,0.9788783999310315,1,0.8200114088774993,0.3979954258124804,2319.246666666667,5.1866666666666665,19332.5,0,((((x)-(9))*((9)+(1)))*((9)-((5)*((8)*(8))))),(((x)+(0))-((x)+(x))),AddToLeafR|ReplaceBranchR|SkipD|DeleteMaliciousR|MutateTerminalR|SubXD|ReplaceBranchXR|MultXD|AddToLeafR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithSub|AddTreeWithSub|FellTreeD,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|AddToLeafR|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,AddTreeWithSub,FellTreeD,1,1,2,2,6
2,(x),30,-10,-0.23889126615802744,0.052790219417921405,0.34209672419115716,0.45714285714285713,326.9615183674433,3.886666666666666,2066.093380952381,0.35,0.9055163051861908,0.8775510204081632,0.7942691578004032,0.4384414176855002,1753.40769472982,5.426666666666667,4321.733333333334,1,((((1)/(2))*((3)*((x)*(2))))+(((9)-(3))+((0)*((x)*(x))))),(((1)+(0))-((2)+(x))),AddToLeafR|ReplaceBranchR|SkipD|DeleteMaliciousR|MutateTerminalR|SubXD|ReplaceBranchXR|MultXD|AddToLeafR|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddTreeWithMult,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MutateTerminalR,AddTreeWithSub,2,2,3,3,6
3,(x),30,-10,-0.08750892937594922,0.04979071991299101,0.39451323082290146,0.4448979591836735,2699.9520522292214,3.9919999999999995,12972.310793650795,0.45,0.9969525574138183,0.8775510204081632,0.8163304983843637,0.37720446987284906,27257.606666666667,5.65,133992.13333333333,1,((((2)*((5)*(3)))-((7)/((5)*(8))))+(((9)*(x))*((9)*((7)+(6))))),(((x)-(2))+((0)+(3))),AddToLeafR|ReplaceBranchR|DeleteTerminalR|MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddXD|MultXD|AddToLeafR|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddTreeWithMult,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,AddTreeWithMult,AddTreeWithSub,3,3,4,4,6
4,(x),30,-10,-0.02435443322019979,0.10757046330398064,0.4458426011983204,0.47551020408163264,7732.0282364029945,3.305833333333333,65992.67459921158,0.2,0.9995363081154974,1,0.8682370818663773,0.484090247186694,97674.40507936508,4.756666666666666,880613.5,0,((((8)/((1)*(8)))+((0)*((7)*(x))))+(((9)*(2))+((5)*((x)*(x))))),(((2)-(0))+((2)+(x))),MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchXR|MultXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithSub,4,3,5,5,6
5,(x),30,-10,0.009965290710567426,0.12117086479361176,0.47400468862701456,0.46938775510204084,38337.08674718264,3.2715000000000005,271377.11826832953,0.25,0.9998995304051135,1,0.6569669340859413,0.4529842755395298,561554.3131746032,5.406666666666666,4064247.8333333335,0,((((8)*(1))+((8)*((4)*(3))))*(((3)+(6))*((x)*((8)*(8))))),(((0)-(0))+((0)+(x))),MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchXR|MultXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|FellTreeD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithSub,5,5,6,6,6
6,(x),30,-10,0.14950627056785287,0.15996746321496527,0.48726810330925885,0.48775510204081635,11013.653264635976,4.073566749550458,89541.21916666668,0.1,0.9996221170771987,1,0.9098617925418239,0.521671657146275,130499.06644444447,2.5283333333333333,1080581.6,0,((((x)*(9))*((x)+((x)*(4))))+(((4)*(3))+((8)*((x)*(x))))),((((7)-(7))+((8)/((0)/(8))))-((0)-((0)-((x)+(x))))),MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchXR|MultXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|FellTreeD|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|SubXD|DeleteMaliciousR|FellTreeD|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithDiv,6,6,7,7,6
7,(x),30,-10,0.08893359938464077,0.220439273281649,0.47185451280155827,0.5,2228.07830792964,2.9437105753256665,10350.042175925924,0,0.9895036737142,1,0.8427689131835826,0.5643052000414187,13787.608096346288,3.063376555438691,38902.5,0,((((6)+((3)*(2)))/((3)*((4)-(3))))*(((3)+(x))*((x)*((9)*(x))))),((((0)/(0))/((3)+((4)-(1))))-((7)-((9)-((x)+(x))))),DivXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddXD|MultXD|AddTreeWithMult|DeleteNonTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|SubXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|SubXD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|FellTreeD,DeleteTerminalR,AddTreeWithSub,7,7,8,8,6
8,(x),30,-10,0.1858412073903834,0.2571972764887359,0.48801135573857285,0.5,4711.186575661376,2.829244913855826,28344.474777777777,0,0.9987229826122356,1,0.8163349640481543,0.43636394911918985,36396.97761904761,1.6933333333333334,319755.5,0,((((5)+((9)-(1)))+((8)+((7)*(4))))*(((6)*(x))*((5)/((1)*(x))))),(((3)-((0)/(0)))-((0)-((4)+(0)))),MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|ReplaceBranchR|AddTreeWithSub|AddXD|MultXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|SubXD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithSub,8,8,9,9,6
9,(x),30,-10,0.12410629170826615,0.1654433374591996,0.4819018911217471,0.5,4899.877767360411,3.8059829407539434,29032.91222222222,0,0.9988596222975958,1,0.8409535102212871,0.5929333849411702,50982.00766666667,4.915041200915814,358068.5,0,((((x)*((2)*(0)))-((6)-((x)+(5))))+(((4)*(4))*((6)*((7)*(x))))),((((7)*(1))/((4)-((5)-(x))))/((0)-((6)+((0)+(x))))),MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|AddTreeWithSub|AddTreeWithSub|AddXD|MultXD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR,DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|DeleteMaliciousR|AddTreeWithSub|SubXD|DeleteMaliciousR|AddTreeWithSub|AddXD|SkipD|AddTreeWithAdd|DeleteTerminalR,MultXD,AddTreeWithDiv,9,9,10,10,6
