A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,SkipD,AddRandomSubTreeR,SkipD,0,0,0,4
MultXD,MutateNonTerminalR,MultXD,MutateNonTerminalR,0,0,1,4
AddToLeafR,AddTreeWithMult,AddRandomSubTreeR,AddTreeWithMult,0,0,2,4
AddXD,MultXD,AddXD,SubXD,0,0,3,4
AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,AddToLeafR,0,0,4,4
,AddTreeWithSub,,AddTreeWithSub,0,0,5,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,6,4
,SubXD,,SubXD,0,0,7,4
,MultXD,,AddRandomSubTreeR,0,0,8,4
,ReplaceBranchR,,FellTreeD,0,0,9,4
,MutateNonTerminalR,,MutateNonTerminalR,0,0,10,4
,DeleteMaliciousR,,AddRandomSubTreeR,0,0,11,4
,SubXD,,SubXD,0,0,12,4
,MutateNonTerminalR,,AddXD,0,0,13,4
,AddTreeWithSub,,MultXD,0,0,14,4
,MultXD,,MultXD,0,0,15,4
,ReplaceBranchXR,,AddTreeWithDiv,0,0,16,4
,SkipD,,SubXD,0,0,17,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,18,4
,ReplaceBranchXR,,AddToLeafR,0,0,19,4
