gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.046144632509911555,-0.019982796366488042,-0.038150452664139765,-0.019971899098157105,NaN,NaN,283.01773333333335,NaN,-0.9582921622445868,0.0028100901842896056,0.0008710360720402468,0.0013148739570800717,6182.5233333333335,6110.27,6382.133333333334,6103.6,(((x)*((5)+(9)))/((3)*((0)-(x)))),((x)*(9)),MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR,AddTreeWithDiv|SubXD|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,AddTreeWithDiv,0,0,1,1,1
1,x*x*x*x,25,-10,-0.04884439506818281,0.00007875174242755066,-0.03839827299263713,0.00029656254084433476,176.83066666666664,244.35,245.09626666666668,243.0168,-0.9597140243105476,0.009149130832570905,0.000941953937276766,0.00447279477479542,6051.38,6104.43,6164.56,6064.8,(((5)-((x)*(x)))*((x)-(x))),((x)*(x)),MutateTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|ReplaceBranchR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,SubXD,AddTreeWithDiv,1,1,2,2,1
2,x*x*x*x,25,-10,-0.0410646403520237,0.00003483538187265798,-0.0383983444429922,0.0001939615736505036,219.6387333333333,244.61880000000002,245.08533333333335,243.6448,-0.9599869298130964,0.009149130832570905,0.0004075811856545586,0.0046619375202240155,6086.3,6107.55,6122.8,6064.8,(((x)+((8)*(1)))*((0)-(x))),((x)*(x)),MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|ReplaceBranchXR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,0,1,3,3,1
3,x*x*x*x,25,-10,-0.038417087308848526,0.000025003000229343834,-0.03839915043785126,0.00008809305973075577,242.2173,244.679,244.96200000000002,244.2928,-0.9599869298130964,0.0028100901842896056,0.000018559665403206083,0.0011580399497285719,6121.38,6112.18,6122.8,6103.6,(((9)*((0)*(x)))*((3)-(x))),((x)*(9)),MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|ReplaceBranchXR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,0,3,4,4,1
4,x*x*x*x,25,-10,-0.03844651940922755,0.00005358816657837915,-0.03839673245327409,0.00014037380734544663,237.71359999999996,244.504,245.332,243.97279999999998,-0.9599803947196446,0.009149130832570905,0.000031346929838557673,0.0042969272244610555,6117.41,6103.91,6123.8,6064.8,((x)-((3)-(x))),((x)*(x)),MutateTerminalR|MutateTerminalR|SubXD|DeleteTerminalR|ReplaceBranchXR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,AddTreeWithDiv,4,4,5,5,1
5,x*x*x*x,25,-10,-0.038449405960005234,0.000021459844507607575,-0.03840020912299046,0.00008469481113579949,237.2719,244.70069999999998,244.8,244.3136,-0.9599738596261927,0.0028100901842896056,0.000010671762918927287,0.0015124738916487536,6122.8,6113.68,6124.8,6103.6,((x)-(6)),((x)*(9)),MutateTerminalR|MutateTerminalR|SubXD|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,5,4,6,6,1
6,x*x*x*x,25,-10,-0.03846875114364136,0.0000557957602863391,-0.03837733629590903,0.00013266239707227932,234.31169999999997,244.49050000000003,248.3,244.02,-0.9599869298130964,0.009149130832570905,0.0008143990283827409,0.004343931324695701,6027.84,6102.38,6122.8,6064.8,((x)*((0)-(x))),((x)*(x)),MutateTerminalR|MutateTerminalR|SubXD|DeleteTerminalR|ReplaceBranchXR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|SubXD|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,6,6,7,7,1
7,x*x*x*x,25,-10,-0.03843217749313815,0.000025390772162858033,-0.0383665403215266,0.00006110312377467087,239.9082,244.67659999999995,249.952,244.458,-0.9566932427133709,0.0018951771010326042,0.0016525507867063667,0.0006194565409467817,6247.55,6113.9400000000005,6626.8,6109.2,(((3)*((1)-(4)))*((x)*((x)-(x)))),((x)*(6)),MutateTerminalR|MutateTerminalR|SubXD|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|SubXD|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,7,6,8,8,1
8,x*x*x*x,25,-10,-0.038316744869951645,0.00001880059177633362,-0.038067191216834405,0.0000708404130179071,257.5717,244.717,295.75839999999994,244.3984,-0.9272058554437329,0.0028100901842896056,0.016385098513698234,0.0012118619689639029,7378.09,6114.22,11138.96,6103.6,(((9)*((x)*(4)))*((8)*((8)-(x)))),((x)*(9)),MutateTerminalR|MutateTerminalR|SubXD|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteMaliciousR|MultXD|SubXD|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,8,8,9,9,1
9,x*x*x*x,25,-10,-0.03851326427917919,0.00004788823116502465,-0.038395974382433674,0.00013782512089922978,227.50029999999998,244.53889999999998,245.44799999999998,243.98840000000004,-0.9597307541497844,0.009149130832570905,0.0001797603266804464,0.004358968976061347,6126.219999999999,6104.71,6162,6064.8,(((9)+((0)*(x)))*((0)-((2)-(x)))),((x)*(x)),MutateTerminalR|AddTreeWithMult|SubXD|DeleteTerminalR|AddToLeafR,AddTreeWithDiv|AddToLeafR|SkipD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|AddTreeWithAdd|DeleteMaliciousR|MultXD|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|FellTreeD|ReplaceBranchXR,AddTreeWithMult,AddTreeWithDiv,9,7,10,10,1
