A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,ReplaceBranchR,DeleteTerminalR,ReplaceBranchR,0,0,0,2
AddTreeWithAdd,SkipD,AddTreeWithAdd,SkipD,0,0,1,2
AddTreeWithDiv,DivXD,AddXD,ReplaceBranchR,0,0,2,2
AddTreeWithSub,ReplaceBranchR,AddTreeWithSub,ReplaceBranchR,0,0,3,2
AddTreeWithAdd,AddTreeWithMult,AddTreeWithAdd,AddTreeWithMult,0,0,4,2
,DeleteMaliciousR,,DeleteMaliciousR,0,0,5,2
,MutateNonTerminalR,,MutateNonTerminalR,0,0,6,2
,DeleteTerminalR,,DeleteTerminalR,0,0,7,2
,DivXD,,DivXD,0,0,8,2
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,9,2
,MutateTerminalR,,MutateTerminalR,0,0,10,2
,MutateTerminalR,,AddTreeWithMult,0,0,11,2
,SubXD,,SubXD,0,0,12,2
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,13,2
,MultXD,,MultXD,0,0,14,2
,AddToLeafR,,AddTreeWithAdd,0,0,15,2
,MultXD,,AddToLeafR,0,0,16,2
,MultXD,,MultXD,0,0,17,2
,MutateTerminalR,,MutateTerminalR,0,0,18,2
,ReplaceBranchR,,FellTreeD,0,0,19,2
