A,P,AFinal,PFinal,AGen,PGen,count,run
MutateTerminalR,AddTreeWithDiv,MutateTerminalR,AddTreeWithDiv,0,0,0,1
SkipD,AddToLeafR,AddTreeWithMult,AddToLeafR,0,0,1,1
AddTreeWithAdd,SkipD,DeleteMaliciousR,FellTreeD,0,0,2,1
AddToLeafR,AddRandomSubTreeR,SkipD,AddRandomSubTreeR,0,0,3,1
AddToLeafR,AddTreeWithMult,AddToLeafR,MutateNonTerminalR,0,0,4,1
,AddTreeWithAdd,,AddTreeWithAdd,0,0,5,1
,DeleteNonTerminalR,,ReplaceBranchR,0,0,6,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,7,1
,AddTreeWithAdd,,AddTreeWithAdd,0,0,8,1
,DeleteMaliciousR,,DivXD,0,0,9,1
,MultXD,,SkipD,0,0,10,1
,AddTreeWithDiv,,AddXD,0,0,11,1
,ReplaceBranchXR,,MutateTerminalR,0,0,12,1
,AddTreeWithDiv,,FellTreeD,0,0,13,1
,MutateNonTerminalR,,AddRandomSubTreeR,0,0,14,1
,ReplaceBranchXR,,AddTreeWithAdd,0,0,15,1
,MutateTerminalR,,MutateTerminalR,0,0,16,1
,AddRandomSubTreeR,,MutateNonTerminalR,0,0,17,1
,FellTreeD,,FellTreeD,0,0,18,1
,ReplaceBranchXR,,MultXD,0,0,19,1
