gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.045581560580316295,-0.03496546203110704,-0.036625693373415244,-0.01987779375245066,NaN,NaN,516.3364,510.546,-0.8182501633773362,0.011893870082342207,0.06787178082033235,0.005695033051076118,14121.52,6100.16,27811.36,6048,((((1)-(9))*((x)*(x)))*((4)*((4)+(x)))),((x)+((9)*(x))),MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchR|AddTreeWithMult|AddToLeafR,DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|AddTreeWithSub|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,AddRandomSubTreeR,AddTreeWithSub,0,0,1,1,4
1,x*x*x*x,25,-10,-0.03801343811266501,0.00003206792185443804,-0.03707558227682656,0.00018161024702653225,303.9837,244.644,447.49440000000004,243.7204,-0.8526388707358515,0.011318781858580537,0.0512232938548387,0.005252126782282317,11016.92,6085.57,22549.2,6051.52,((((x)*(8))*((8)*(8)))*((1)*((x)-(x)))),(((x)+(7))-((0)*(x))),DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|AddTreeWithMult|ReplaceBranchR,SkipD|MutateNonTerminalR|SubXD|DivXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|AddXD|MultXD|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,ReplaceBranchR,MutateNonTerminalR,1,1,2,2,4
2,x*x*x*x,25,-10,-0.03845745066004444,0.00012901383142003696,-0.03839211867729709,0.0010211737027839513,236.0409,244.06329999999997,246.03799999999998,238.5816,-0.9599869298130964,0.045536531172395804,0.00012599660175138805,0.020861573105975886,6113.16,6023.19,6122.8,5842.08,((((8)+(x))*((2)+(1)))-((x)*((x)*((0)-(x))))),((x)*((5)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|DivXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|AddXD|MultXD|FellTreeD|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,DeleteMaliciousR,MutateNonTerminalR,0,1,3,3,4
3,x*x*x*x,25,-10,-0.038474387008234225,0.00010886165194712251,-0.03811471441641616,0.0003151222062475495,233.4493,244.1657,288.4864,242.9032,-0.9338711279571298,0.011318781858580537,0.014192036083209182,0.00435230518664683,6886.9800000000005,6091.46,10119.04,6051.52,((((4)+(9))-((2)*(x)))*((0)-((x)*((x)-(x))))),((x)+((7)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,SubXD,MutateNonTerminalR,3,3,4,4,4
4,x*x*x*x,25,-10,-0.036867683309371325,-0.001928974525522658,-0.03310829172657168,0.0007557182067703589,479.3071,296.2137,1054.5692,240.2064,-0.6736390014377205,0.036518102208861654,0.1349878385342444,0.017444599711773878,20786.480000000003,6057.26,49939.76,5897.28,((((x)*(x))+((6)*(7)))*((x)-((1)*((x)-(x))))),((x)*((4)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,AddTreeWithSub,ReplaceBranchXR,0,3,5,5,4
5,x*x*x*x,25,-10,-0.038152921840282315,-0.0013456885209048339,-0.037301479545157494,0.0002609462815318278,282.6399,263.949,412.92760000000004,243.2348,-0.8738282577440858,0.011893870082342207,0.043843371071721204,0.0007467184345620829,9251.76,6114,19306.8,6048,((((9)+(x))*((0)-(8)))+((8)*((x)*((x)-(x))))),((x)+((9)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,5,3,6,6,4
6,x*x*x*x,25,-10,-0.038180009149130834,0.0004003502024719038,-0.03771191216834401,0.001193830871781467,278.495,242.38189999999997,350.1232,237.5248,-0.9219265455496014,0.05228074761469089,0.020257978770715945,0.030117530329064505,8783.8,5975.700000000001,11946.8,5800.8,((((x)*(4))-((4)+(8)))*((x)*((7)+((6)-(x))))),((x)*((x)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|ReplaceBranchXR,DeleteMaliciousR,MultXD,0,6,7,7,4
7,x*x*x*x,25,-10,-0.03839681022088616,0.00010943580584595835,-0.03828259835315645,0.00047588550516272486,245.32010000000002,244.1622,262.7968,241.91920000000002,-0.9515927329760816,0.01827212129133449,0.004194707692838712,0.008988300633511612,6444.469999999999,6091.38,7407.28,6008.96,((((1)+(6))-((4)-(7)))*((x)*((x)*((x)-(x))))),((x)*((2)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddTreeWithDiv|DeleteNonTerminalR|ReplaceBranchXR,DeleteMaliciousR,MutateNonTerminalR,7,6,8,8,4
8,x*x*x*x,25,-10,-0.03829368513919749,0.0025004257816269387,-0.03764054371977519,0.01888498235524768,261.1003,229.52739999999997,361.04400000000004,129.2408,-0.9102156580839107,0.912299045876356,0.03272649566684467,0.4560007743451878,7471.199999999999,4723.43,13738.8,536.8,((((x)*(3))+((5)*(1)))-((6)*((3)*((x)-(x))))),((((x)+(1))-((0)*(x)))*((x)-((x)*(x)))),DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddTreeWithDiv|DeleteNonTerminalR|ReplaceBranchXR,AddTreeWithAdd,MutateNonTerminalR,8,6,9,9,4
9,x*x*x*x,25,-10,-0.038381510913606066,0.0002898513319300812,-0.038179898052542155,0.00175963926284146,247.66119999999995,243.05790000000002,278.51199999999994,234.06159999999997,-0.9380290158149263,0.08161024702653255,0.010109572258407683,0.03980015487170345,7657.119999999999,5984.17,9482.8,5621.28,((((x)*(9))+((1)*(4)))-((3)-((7)*((x)-(x))))),((x)*((9)*(x))),DeleteMaliciousR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|SubXD,SkipD|MutateNonTerminalR|SubXD|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR|MutateNonTerminalR|MultXD|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|SubXD|ReplaceBranchR|AddTreeWithSub|MultXD|ReplaceBranchXR|AddTreeWithDiv|DeleteNonTerminalR|ReplaceBranchXR,SubXD,MutateNonTerminalR,9,6,10,10,4
