gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x,25,-10,-0.03258686969023657,-0.009926965152201362,-0.026597521892563068,0.0003357731015553529,1134.3572,377.6161,2050.8471999999997,242.7768,-0.5665565285583584,0.009149130832570905,0.19651149512138566,0.0047053780414883836,51282.08,6105.969999999999,66325.52,6064.8,((((x)*(x))*((x)*(x)))-((x)-((1)+((x)*(x))))),((0)+((x)*(x))),SubXD|FellTreeD|MutateTerminalR|DeleteNonTerminalR|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MutateNonTerminalR,DeleteNonTerminalR,DeleteMaliciousR,44,41,45,45,0
45,x*x*x*x,25,-10,-0.0327511122729055,-0.00993306190537828,-0.026140091491308325,0.0003238792314730096,1109.2248,377.6533,2120.8432,242.84959999999998,-0.5666793883152529,0.011318781858580537,0.2268371607709077,0.005707847888170757,36237.08,6103.370000000001,66306.72,6051.52,((((x)*(x))*((x)*(x)))-((4)-((x)+((x)*(x))))),((((0)-((x)-(0)))+((9)*((0)/(3))))-(((0)-(7))+((x)+((x)*(x))))),SubXD|FellTreeD|MutateTerminalR|DeleteNonTerminalR|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MutateNonTerminalR,DeleteNonTerminalR,SkipD,44,41,46,46,0
46,x*x*x*x,25,-10,-0.03267951901712194,-0.010002792064068433,-0.031678243366880146,0.000015652616154551085,1120.18,378.08015,1273.3952000000002,244.7362,-0.5666386093321134,0.0012384002091229784,0.00005767019101563329,0.0011565387581965528,66300.48000000001,6119.015,66312.96,6113.22,((((x)*(x))*((x)*(x)))-((x)-((3)+((x)*(x))))),(((x)*((0)+(9)))/((2)+((x)+(x)))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,46,46,47,47,0
47,x*x*x*x,25,-10,-0.03454480721474317,0.00003359080367166662,-0.03054073454450399,0.00013331590641746236,834.7536,244.6264,1447.4568000000002,244.016,-0.5668425042478108,0.010403868775323535,0.10513319596835607,0.005129491128531357,42541.84,6103.96,66281.76,6057.12,((((x)*(x))*((x)*(x)))-((x)-((8)+((x)*(x))))),((((x)-(0))-((x)-(3)))+((x)*((x)+(x)))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,46,47,48,48,0
48,x*x*x*x,25,-10,-0.028522472879362177,0.00006920884022160841,-0.022663076721997126,0.0002444778460331988,1756.2912,244.4084,2652.8959999999997,243.3356,-0.5665152267677428,0.020115017644752303,0.13888467168833604,0.009908963203375983,48436.759999999995,6088.56,66331.84,5997.68,((((x)*(x))*((x)*(x)))-((x)-((0)+((x)*(x))))),(((6)-((0)*(7)))+((x)+((x)*(x)))),SubXD|SubXD|MutateTerminalR|SkipD|ReplaceBranchR,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,48,48,49,49,0
49,x*x*x*x,25,-10,-0.031317730362044174,0.00010106350722138843,-0.026601625931250816,0.00046020128087831706,1328.5609,244.213425,2050.2192,242.0152,-0.5667609462815318,0.027395111750098074,0.15679571415710475,0.013869115600675547,54295.72,6080.38,66294.24,5953.12,((((x)*(x))*((x)*(x)))-((6)-((x)+((x)*(x))))),(((x)-((0)+(x)))+((x)*(x))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR,SubXD,DeleteMaliciousR,49,49,50,50,0
50,x*x*x*x,25,-10,-0.031171662527774147,-0.004895908461928634,-0.02266469219709842,0.0004600705790092819,1350.9122,310.8117,2652.6488,242.016,-0.5665565285583584,0.02891125343092407,0.1295169883003671,0.01379165545129642,41022.58,6066.66,66325.52,5943.84,((((x)*(x))*((x)*(x)))-((x)-((1)+((x)*(x))))),((((0)-(x))-((x)+((x)+(5))))-((0)+((x)+((x)*(x))))),SubXD|AddXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddXD,DeleteMaliciousR,47,50,51,51,0
51,x*x*x*x,25,-10,-0.03322445562671547,-0.0003152339700140821,-0.02607288459024964,0.001086753365573128,1036.7938000000001,248.069325,2131.1272,238.1802,-0.5665565285583584,0.027395111750098074,0.16728470439711352,0.01369900873385216,36431.98,6050.92,66325.52,5953.12,((((x)*(x))*((x)*(x)))-((x)-((1)+((x)*(x))))),(((x)+((0)+(x)))+((x)*(x))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|FellTreeD|AddXD|MutateNonTerminalR,SubXD,AddXD,49,51,52,52,0
52,x*x*x*x,25,-10,-0.030491415501241667,0.000014839512261110984,-0.0226712220624755,0.00015841066527251494,1455.0035999999998,244.742525,2651.6495999999997,243.86239999999998,-0.5665152267677428,0.008809305973075427,0.13273250521765342,0.005292567370393545,49956.08,6110.51,66331.84,6066.88,((((x)*(x))*((x)*(x)))-((0)-((x)+((x)*(x))))),(((0)-((2)+(x)))*((x)+(x))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|DeleteMaliciousR|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,52,52,53,53,0
53,x*x*x*x,25,-10,-0.03068867599006666,0.00022052589423613036,-0.024604856881453405,0.0004747745392759122,1424.8188000000002,243.48235555555556,2355.7648,241.92600000000002,-0.5666386093321134,0.03421121422036344,0.12447139251050646,0.016697589099281814,49960.68000000001,6004.39,66312.96,5911.4,((((x)*(x))*((x)*(x)))-((3)-((x)+((x)*(x))))),((((x)-((8)*(x)))*(((0)+(6))-((9)-(0))))+(((3)-((0)*(0)))-((x)+((x)+((x)-(x)))))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|FellTreeD|AddXD|MutateNonTerminalR,SubXD,AddXD,53,51,54,54,0
54,x*x*x*x,25,-10,-0.030690299307280098,-0.02067695291314386,-0.0226667572866292,-0.01844647758462946,1424.5704,518.5622,2652.3327999999997,501.78520000000003,-0.5668017252646713,0.07735590118938708,0.19213806391566646,0.038875946955702775,42322.119999999995,6004.2,66288,5647.32,((((x)*(x))*((x)*(x)))-((x)-((7)+((x)*(x))))),((((8)*((x)*(0)))+(((x)-(4))+((6)-(x))))-(((0)+(0))-((1)+((x)+((x)+(x)))))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|FellTreeD|AddXD|MutateNonTerminalR,SubXD,AddXD,54,51,55,55,0
55,x*x*x*x,25,-10,-0.03133793229643184,-0.044970069271990584,-0.024201573650503204,-0.03989485034635995,1325.4696,844.1883,2417.4752000000003,777.1123999999999,-0.5667609462815318,0.0013658345314338945,0.20888764818354943,0.0006687649921834353,40798.12,6117.46,66294.24,6112.44,((((x)*(x))*((x)*(x)))-((x)-((6)+((x)*(x))))),((((x)*(1))+((3)-(0)))-((0)+((x)+(x)))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|FellTreeD|AddXD|MutateNonTerminalR,SubXD,AddXD,53,51,56,56,0
56,x*x*x*x,25,-10,-0.030574826820023528,0.000016599671036366052,-0.024206488040778983,0.00003450529342569581,1442.24,244.7304,2416.7232,244.62079999999997,-0.5668425042478108,0.0028100901842896056,0.11286869693607496,0.0010239054618577177,45602.24,6112.6,66281.76,6103.6,((((x)*(x))*((x)*(x)))-((x)-((8)+((x)*(x))))),((0)+((9)*(x))),SubXD|SubXD|MutateTerminalR|FellTreeD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|AddTreeWithAdd|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,56,56,57,57,0
57,x*x*x*x,25,-10,-0.027755563978564893,-0.0049237156547532815,-0.022663892301659914,0.0003659652333028362,1873.6436,310.98060000000004,2652.7712,242.592,-0.5665565285583584,0.009149130832570905,0.07683007424781832,0.004313799875287603,60424.38,6104.370000000001,66325.52,6064.8,((((x)*(x))*((x)*(x)))-((1)-((x)+((x)*(x))))),((x)-((0)*(x))),SubXD|SubXD|MutateTerminalR|FellTreeD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,56,57,58,58,0
58,x*x*x*x,25,-10,-0.03307055286890603,0.0003206051218685236,-0.030532761730492748,0.0011974578486472365,1060.344,242.86965,1448.6768,237.50260000000003,-0.5665152267677428,0.10080708404130186,0.056850419399285944,0.049977475957479464,61959.24,5962.625,66331.84,5503.78,((((x)*(x))*((x)*(x)))-((0)-((x)+((x)*(x))))),(((((x)*(x))*((6)+(5)))-(((0)-(4))+((2)/(8))))-(((4)+((x)*(2)))+(((x)+(0))-((x)+((x)+(x)))))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,SkipD|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,58,58,59,59,0
59,x*x*x*x,25,-10,-0.03288440465298654,0.000016867199041263214,-0.03053153836099856,0.00012638870735851615,1088.8284,244.72899999999998,1448.8639999999996,244.0584,-0.5665152267677428,0.009149130832570905,0.0768503488633704,0.005491441739240849,60429.04,6113.07,66331.84,6064.8,((((x)*(x))*((x)*(x)))-((x)-((0)+((x)*(x))))),((x)-((0)*(x))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,AddTreeWithDiv|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|ReplaceBranchXR,SubXD,AddXD,58,59,60,60,0
60,x*x*x*x,25,-10,-0.031671670369886294,0.0002506576461604967,-0.02460158933472749,0.0010186903672722543,1274.4010000000003,243.2989,2356.2648,238.5968,-0.5666386093321134,0.0889295516925893,0.16675225833538193,0.04564764803035681,48428.920000000006,5993.53,66312.96,5576.48,((((x)*(x))*((x)*(x)))-((3)-((x)+((x)*(x))))),((((x)+((3)*(9)))-((0)-((0)-(0))))-(((0)*(x))-((x)+((x)+(x))))),DeleteNonTerminalR|SubXD|AddTreeWithMult|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddXD,AddXD,59,60,61,61,0
61,x*x*x*x,25,-10,-0.0344610992027186,-0.004936298909743874,-0.03053399032806169,0.00012266370409096987,847.5626,311.0576,1448.4887999999999,244.08120000000002,-0.5668425042478108,0.009462815318259063,0.10513319596835607,0.005004687038077337,42541.84,6090.360000000001,66281.76,6062.88,((((x)*(x))*((x)*(x)))-((x)-((8)+((x)*(x))))),(((x)+(0))*((x)+(x))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,61,60,62,62,0
62,x*x*x*x,25,-10,-0.035534390275780946,0.00011247009225405483,-0.032444428179322964,0.00031610247026532556,683.3276000000001,244.1436,1156.1536,242.8972,-0.5666386093321134,0.01827212129133449,0.22689601466494852,0.00887867228498281,36244.880000000005,6079.59,66312.96,6008.96,((((x)*(x))*((x)*(x)))-((3)-((x)+((x)*(x))))),(((x)+(0))+((x)*(x))),SubXD|SubXD|SubXD|AddXD|DeleteTerminalR,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,62,62,63,63,0
63,x*x*x*x,25,-10,-0.03108694026924585,0.0001493935093706454,-0.023801584106652725,0.001897072545011517,1363.8764,244.0655,2478.6816,233.2204,-0.566597830348974,0.176597830348974,0.10163378680427385,0.08835349067953359,53022.64,5851.07,66319.2,5039.88,((((x)*(x))*((x)*(x)))-((2)-((x)+((x)*(x))))),(((((x)+(0))*((5)*(4)))*(((x)-(x))-((1)*(9))))+(((0)-((x)+(0)))+(((3)-(2))+((9)+((x)+(x)))))),SubXD|SubXD|MutateTerminalR|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,63,63,64,64,0
64,x*x*x*x,25,-10,-0.0285264579793491,0.0002054143249248468,-0.024604862109528166,0.0004130179061560583,1755.6814,243.5747,2355.7639999999997,242.304,-0.566843549862763,0.021108351849431415,0,0.011035735997502169,66281.6,6059.35,66281.6,5991.6,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((((4)*(x))+((0)-(0)))-(((x)+(0))/((1)+(5))))+(((6)*((0)+(8)))+((x)-((0)+((x)+(x)))))),SubXD|SubXD|SubXD|AddXD|DeleteTerminalR,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|SubXD|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,62,64,65,65,0
65,x*x*x*x,25,-10,-0.02267374199451052,-0.004921780962676092,-0.02267374199451052,0.0002926414847732336,2651.264,310.9688,2651.264,243.0408,-0.566843549862763,0.009462815318259063,0,0.004319785809873806,66281.6,6103.610000000001,66281.6,6062.88,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((x)-(0))*((x)+(x))),SubXD|SubXD|SubXD|AddXD|DeleteTerminalR,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|SubXD|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,62,64,66,66,0
66,x*x*x*x,25,-10,-0.02267374199451052,-0.005077480237983223,-0.02267374199451052,0.0014711802378774039,2651.264,312.0879,2651.264,235.8272,-0.566843549862763,0.0006404391582799753,0,0.0009428957432070178,66281.6,6122.32,66281.6,6116.88,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((0)*(0))+((x)+(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,65,66,67,67,0
67,x*x*x*x,25,-10,-0.02267374199451052,-0.004899600157212557,-0.02267374199451052,0.0003059077244804597,2651.264,310.833,2651.264,242.9596,-0.566843549862763,0.009149130832570905,0,0.005206659934798355,66281.6,6092.32,66281.6,6064.8,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),((x)-((0)*(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,65,67,68,68,0
68,x*x*x*x,25,-10,-0.02267374199451052,0.000015145945401630143,-0.02267374199451052,0.00008136191347536299,2651.264,244.73949999999996,2651.264,244.334,-0.566843549862763,0.001875571820677113,0,0.0006125669768645559,66281.6,6114.69,66281.6,6109.32,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((0)+((7)+(x)))+((x)+(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,67,68,69,69,0
69,x*x*x*x,25,-10,-0.02267374199451052,-0.007421985198927641,-0.02267374199451052,0.00011835054241275733,2651.264,648.4381,2651.264,244.1076,-0.566843549862763,0.009149130832570905,0,0.004606284294422421,66281.6,6107.05,66281.6,6064.8,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),((x)+((0)*(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,67,67,70,70,0
70,x*x*x*x,25,-10,-0.02267374199451052,0.0000010137047232907595,-0.02267374199451052,0.00003280616912821841,2651.264,244.82590000000005,2651.264,244.63119999999998,-0.566843549862763,0.0016729839236700728,0,0.0007241481193980112,66281.6,6116.76,66281.6,6110.56,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((0)+(8))+((x)+(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,67,67,71,71,0
71,x*x*x*x,25,-10,-0.02659432753888381,0.0002255156694759916,-0.02659432753888381,0.0009004051757940137,2051.3360000000002,243.4518,2051.3360000000002,239.32080000000002,-0.566843549862763,0.0635733890994641,0,0.03133859820390951,66281.6,6019.29,66281.6,5731.68,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((x)*((6)-(0)))+((x)*(x))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,70,71,72,72,0
72,x*x*x*x,25,-10,-0.023924442556528557,0.0013471907979939728,-0.022670871781466474,0.004446020128087832,2459.8818,236.58620000000002,2651.7032,217.61880000000002,-0.566843549862763,0.4322898967455234,0,0.2033515127703203,66281.6,5320.2699999999995,66281.6,3474.84,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((((x)*(9))*((x)*(x)))-(((0)-(7))-((x)*(x))))-(((x)-((3)+(0)))+(((x)-(5))-((0)+((x)+(x)))))),AddTreeWithSub|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,71,71,73,73,0
73,x*x*x*x,25,-10,-0.026603476669716377,0.0001729462171776646,-0.025808966148215918,0.0010929290288851146,2049.936,243.77349999999998,2171.512,238.14239999999998,-0.566843549862763,0.045536531172395804,0,0.02238675504851626,66281.6,6047.58,66281.6,5842.08,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),((((x)*(6))-((x)+(x)))-((x)+((0)*(x)))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,72,71,74,74,0
74,x*x*x*x,25,-10,-0.02020368480777227,0.000015022498490452,-0.008834386336042683,0.0001999085086916752,4425.5923999999995,244.7403,10354.403199999999,243.6084,0.8170920159840206,0.009149130832570905,0.780648735658254,0.0047554256994886334,243714.44,6107.860000000001,836595.52,6064.8,((((x)*(x))*((x)*(x)))*((x)-((x)-((x)*(x))))),((x)-((0)*(x))),AddTreeWithSub|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,71,71,75,75,0
