gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
75,x*x*x*x,25,-10,-0.028771772317344135,0.00033416391832329675,-0.022936369102078157,0.0011044471310939748,1718.1434000000002,242.7888375,2611.0768000000003,238.0719,-0.566843549862763,0.07260652202326491,0,0.0352470418280829,66281.6,5956.49375,66281.6,5676.39,((((x)*(x))*((x)*((x)-(x))))-((x)-((x)+((x)*(x))))),(((((9)-(0))*((x)*(x)))-(((3)-(x))-((x)-(0))))*(((1)+((x)+(x)))-((x)/((8)+((x)+(x)))))),SubXD|SubXD|SubXD|AddXD|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,74,75,76,76,0
76,x*x*x*x,25,-10,-0.026598175401908248,0.00006770667869354375,-0.02658275258136191,0.0001138413279309899,2050.7472,244.4176,2053.1072,244.1352,-0.5666793883152529,0.009462815318259063,0,0.003955358675849713,66306.72,6082.0599999999995,66306.72,6062.88,((((x)*(x))*((x)*(x)))-((x)+((x)-((x)*(x))))),(((x)+(0))*((x)+(x))),SubXD|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,75,71,77,77,0
77,x*x*x*x,25,-10,-0.023154169711706394,-0.0005647158843561142,-0.008832744720567583,0.0004398771402431066,3974.1092000000003,249.69080000000002,10354.6544,242.1396,0.8170920159840206,0.020049666710233997,0.8440478010877907,0.009702385097207632,228709.96000000002,6086.870000000001,836595.52,5998.08,((((x)*(x))*((x)*(x)))*((x)-((x)-((x)*(x))))),((((x)+((8)*(x)))-((0)-((2)+(5))))-(((0)-(0))+((x)-((x)+((x)+(x)))))),SubXD|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,77,71,78,78,0
78,x*x*x*x,25,-10,-0.01870430599411447,0.00005424610659235868,0.00500265839185999,0.0002172265063390407,6048.8352,244.50010000000003,18046.9792,243.50240000000002,0.8169764694557625,0.01827212129133449,0.7805926421367964,0.009543830544602882,243582.4,6095.35,836067.36,6008.96,((((x)*(x))*((x)*(x)))-((x)-((x)*((x)*(x))))),(((x)+(0))+((x)*(x))),DivXD|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|DeleteMaliciousR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,DeleteMaliciousR,78,77,79,79,0
79,x*x*x*x,25,-10,-0.019685086265378852,-0.004349429207243926,-0.012755549605649872,0.004844464775846296,5900.031999999999,308.39682500000004,9751.8336,215.18,0.8170342434606302,0.45383609985622797,0.7988874377871608,0.282690774486229,451319.04,5854.2725,836331.36,3342.96,((((x)*(x))*((x)*(x)))-((x)*((x)-((x)*(x))))),((((x)*((x)+(6)))*(((5)+(9))*((0)+(5))))-(((0)-(x))+((x)-((0)+((x)+(x)))))),DivXD|SubXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,78,79,80,80,0
80,x*x*x*x,25,-10,-0.040136394395940404,0.000068163291988799,-0.02590149968544768,0.00030192131747484017,2905.186,244.41479999999999,9270.9808,242.98399999999998,0.8170464763643943,0.009149130832570905,0.8889937021853668,0.004545068221558845,213579.50000000003,6099.219999999999,836387.28,6064.8,((((x)*(x))*((x)*(x)))-((x)*((x)*(x)))),((x)+((0)*(x))),SubXD|AddXD|AddToLeafR|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|ReplaceBranchXR|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,80,79,81,81,0
81,x*x*x*x,25,-10,-0.034907638217226505,0.0009776543217508652,-0.028680914913083257,0.0039579793491046926,779.2331999999999,238.84830000000002,1732.0464,220.606,-0.10994745784864726,0.3847405567899621,0.36877091014513613,0.1925190205385299,56258.76,5533.39,136195.84,3765.88,((((x)*(2))*((x)*(x)))-((x)*((x)*(x)))),((((x)*((8)*(x)))*(((6)-(0))-((6)-(9))))+(((2)-(0))-((x)-((0)+((x)+(x)))))),SubXD|AddXD|AddToLeafR|MutateNonTerminalR|MultXD,AddToLeafR|SubXD|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,MultXD,AddXD,80,80,82,82,0
82,x*x*x*x,25,-10,-0.022289949227740698,0.0002431060314491034,0.0010854429415614942,0.0012344791530518875,6404.625,243.3457,17456.8432,237.276,0.8170464763643943,0.0635733890994641,1.0087312902441705,0.032630176061312265,369613.88,6026.610000000001,836387.28,5731.68,((((x)*(x))*((x)*(x)))-((x)*((x)*(x)))),(((x)*(7))+((0)*(x))),SubXD|ReplaceBranchXR|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|SubXD|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,82,82,83,83,0
83,x*x*x*x,25,-10,-0.033099580511068906,0.0002668932165729975,-0.01662843836893907,0.0009811135799241936,2452.5323,243.19839999999996,9162.836800000001,238.8268,0.8171164297379059,0.0808783165599268,0.8884972876581957,0.0402788080248852,213781.4,5995.56,836707.2,5625.76,((((x)*(x))*((x)*(x)))-((x)+((x)*((x)*(x))))),((((x)*(7))+((x)+(0)))-((2)+((x)*(x)))),SubXD|AddXD|SubXD|MutateNonTerminalR|SkipD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|SubXD|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,83,82,84,84,0
84,x*x*x*x,25,-10,-0.023132021760369003,-0.005084914027082741,0.018849165605236858,0.00020173833485818924,6770.1202,311.9858,25761.028,243.59720000000002,0.8170342434606302,0.009149130832570905,0.8445093653651844,0.007310335349653579,228547.36000000002,6119.32,836331.36,6064.8,((((x)*(x))*((x)*(x)))-((x)*((x)-((x)*(x))))),((x)-((0)*(x))),SubXD|AddXD|SubXD|MutateNonTerminalR|SkipD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|SubXD|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,83,82,85,85,0
85,x*x*x*x,25,-10,-0.02314266481356466,-0.00460315541435501,0.014916330681697447,0.002354398117893087,6768.4916,309.0783666666667,25159.225599999994,230.4212,0.8171164297379059,0.21556005750882246,0.8437695429212191,0.10927722804294386,228798.46,5803.99,836707.2,4801.4,((((x)*(x))*((x)*(x)))-((x)+((x)*((x)*(x))))),((((0)+((5)*(x)))*((7)*((x)-(5))))-(((0)-(1))+((0)*((3)+((0)+(x)))))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|SubXD|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,85,82,86,86,0
86,x*x*x*x,25,-10,-0.018686672850447186,-0.0049771167569228085,0.018849165605236858,0.00025685095630200664,8846.9776,311.31556666666665,25761.028,243.2598666666667,0.8171164297379059,0.0014573258397595204,1.0272269871206479,0.00046371158470773243,421254,6115.110000000001,836707.2,6111.88,((((x)*(x))*((x)*(x)))-((x)+((x)*((x)*(x))))),((((0)+(x))+((x)*((5)+(0))))-((x)+((5)+((x)+(x))))),SubXD|AddXD|SubXD|MutateNonTerminalR|SkipD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,83,86,87,87,0
87,x*x*x*x,25,-10,-0.02696928388189471,-0.004963105425655615,-0.012763934382532064,0.0002193177362436294,4787.2204,311.2226,9754.1832,243.4896,0.8171164297379059,0.0060122859756894815,1.0258073589645251,0.0028469326303045372,421442,6108.639999999999,836707.2,6084,((((x)*(x))*((x)*(x)))*((x)+((x)-((x)*(x))))),(((0)-(9))+((x)*(x))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,87,87,88,88,0
88,x*x*x*x,25,-10,-0.02658043850691591,0.001618926628259778,-0.0127530087613158,0.006363874003398249,4844.905199999999,234.9229,9752.2224,205.88,0.8170342434606302,0.6124689583061038,1.0257599086952165,0.3051123616385281,421254.08,5173.0599999999995,836331.36,2372,((((x)*(x))*((x)*(x)))-((x)*((x)-((x)*(x))))),((((x)+((2)*(x)))+(((3)-(x))*((0)-(x))))*(((3)+((x)+(1)))-((0)*((x)+((x)+(x)))))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddXD|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddXD,88,88,89,89,0
89,x*x*x*x,25,-10,-0.010279192984317788,0.0004047907427271162,0.005014495883730231,0.0009350411710887475,11527.395799999998,242.35440000000003,18057.526400000002,239.1088,0.8171164297379059,0.07174225591425955,0.8883478376713803,0.03627937588610073,628886.6799999999,5928.070000000001,836707.2,5681.68,((((x)*(x))*((x)*(x)))*((x)+((x)-((x)*(x))))),((((x)+((x)-(0)))-(((4)+(2))*((x)-(8))))/(((5)+(2))+((0)-((0)*((x)+(x)))))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,88,89,90,90,0
90,x*x*x*x,25,-10,-0.016704851130151615,-0.005306646160177734,0.018849165605236858,0.00023964187687883985,9149.3278,313.8251,25761.028,243.36520000000002,0.8171164297379059,0.009149130832570905,0.9262738357215139,0.004574565416285452,436393.1,6078.8,836707.2,6064.8,((((x)*(x))*((x)*(x)))-((x)+((x)*((x)*(x))))),((x)+((0)*(x))),SubXD|AddXD|SubXD|DeleteMaliciousR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,90,87,91,91,0
91,x*x*x*x,25,-10,-0.011279784800025722,0.00014527972731122018,0.0188483437424641,0.0005343745915566605,11375.1934,243.94280000000003,25757.2696,241.5612,0.8170342434606302,0.045915566592602264,0.7988873319148716,0.022310643385524555,451319.06,6044.49,836331.36,5839.76,((((x)*(x))*((x)*(x)))-((x)*((x)-((x)*(x))))),((((9)+(4))+((x)-(5)))*((2)+((9)*((5)+(x))))),AddTreeWithSub|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|MutateTerminalR|AddXD|MutateNonTerminalR,MutateNonTerminalR,AddTreeWithAdd,91,90,92,92,0
92,x*x*x*x,25,-10,-0.01226056717670365,0.00007115176378995368,0.018847518761686995,0.00029871912168344026,11226.930400000001,244.39649999999997,25760.775999999998,243.0036,0.8171164297379059,0.009462815318259063,0.8883752322523016,0.004445869232116012,629074.6,6102.87,836707.2,6062.88,((((x)*(x))*((x)*(x)))*((x)+((x)-((x)*(x))))),(((0)+(1))+((x)*(x))),AddTreeWithSub|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,MutateNonTerminalR,AddTreeWithAdd,91,87,93,93,0
93,x*x*x*x,25,-10,-0.013783036572946127,-0.004286528877148079,0.029147993563505958,0.0031276303751143664,9749.640000000001,307.0817,27949.819199999998,225.68839999999997,0.8171164297379059,0.21131878185858066,1.0257836343786046,0.10538540199507666,421348.04000000004,5792.71,836707.2,4827.36,((((x)*(x))*((x)*(x)))*((x)+((x)-((x)*(x))))),((((x)*(8))+((1)*((3)-(0))))+(((x)*(0))-((0)*((x)+(x))))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,AddTreeWithAdd,93,93,94,94,0
94,x*x*x*x,25,-10,-0.028525006913675162,-0.005217631405259307,-0.0030356491420879005,0.0021527947528594284,4056.0608,313.8466,14856.914400000001,231.6552,0.8171164297379059,0.07482682002352634,0.8436126349951936,0.03207806699305103,228826.46,5952.76,836707.2,5662.8,((((x)*(x))*((x)*(x)))-((x)+((x)*((x)*(x))))),((((x)*((3)*(x)))*((x)-((3)-(0))))+(((0)+(0))-((x)+((x)+(x))))),SubXD|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,ReplaceBranchXR,94,94,95,95,0
95,x*x*x*x,25,-10,-0.03480463076721997,-0.005084831670206108,-0.024530670500588155,0.00028708665533917175,794.9954000000001,312.0336,2367.1168,243.07480000000004,-0.5603659652333028,0.011893870082342207,0.19391185901571611,0.005288947397093777,22981,6088.06,67272.8,6048,((((6)*(2))*((x)*(x)))*((x)-((x)*(x)))),((((x)-(7))+((7)*(x)))+((9)-((0)+((x)-(x))))),AddRandomSubTreeR|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddXD|MutateNonTerminalR,SubXD,ReplaceBranchXR,93,94,96,96,0
96,x*x*x*x,25,-10,-0.02829978427272297,0.000055400427409802,0.001481202733967606,0.00120010456149523,8466.352,244.5497,33051.393599999996,237.4864,0.948205361470118,0.03692981309632727,0.9578526576191884,0.016920052658701064,742327.48,6045.93,2954359.84,5894.76,((((x)*(7))*((6)*(x)))*((x)+((x)*((x)*(x))))),((((4)*(x))*((x)-((0)-(0))))-(((7)-(x))+((6)+((x)+(x))))),AddRandomSubTreeR|AddXD|SubXD|AddXD|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddXD,AddTreeWithAdd,96,95,97,97,0
97,x*x*x*x,25,-10,-0.021414627311177287,-0.00014083018475517526,0.010014656135661432,0.00006502417984577208,10107.9156,245.75299999999996,33758.0248,244.43400000000003,0.9395608784604734,0.002444124950986805,1.0387515144579824,0.0011955559077976086,775843.9199999999,6116.35,2531803.84,6105.84,((((x)*(9))*((4)*(x)))*((x)+((x)*((x)*(x))))),((((x)*((0)*(6)))+(((1)/(9))+((x)*(0))))+(((x)*(7))-((x)-((4)-((x)+(x)))))),AddRandomSubTreeR|AddXD|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddXD,ReplaceBranchXR,93,95,98,98,0
98,x*x*x*x,25,-10,-0.033209261932747154,-0.00018497078164529557,-0.022319661768369338,0.0000743040125473817,1196.5964000000001,246.06980000000004,3335.3559999999998,244.37720000000002,0.46798154241545137,0.0025225460724089188,0.6786834340098328,0.001357852901443788,92952.92,6117.1900000000005,287621.6,6105.36,((((x)*(6))*((2)*(x)))*((4)*((x)-((x)*(x))))),((0)+((8)*(x))),AddRandomSubTreeR|AddTreeWithAdd|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddTreeWithAdd,AddToLeafR,97,95,99,99,0
99,x*x*x*x,25,-10,-0.028934223774002996,0.000022352687251729208,-0.009433708584444861,0.000079858841981442,2008.2404000000001,244.6952,5937.0752,244.3432,0.46798154241545137,0.0025225460724089188,0.6786834340098328,0.001357852901443788,92952.92,6117.1900000000005,287621.6,6105.36,((((x)*(6))*((2)*(x)))*((4)*((x)-((x)*(x))))),((0)+((8)*(x))),AddRandomSubTreeR|AddTreeWithAdd|SubXD|MutateNonTerminalR|MultXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|SubXD|MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|DeleteMaliciousR|AddXD|MutateNonTerminalR,AddRandomSubTreeR,AddToLeafR,97,95,99,99,0
