TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.9783796145050637,0.1625000648195682,0.6982522585488211,0.21330275978640348,1
-0.9918256988845848,0.1828378525536317,0.41667794181262424,0.1783063435454402,2
-0.9158271125993684,1,0.9664089911092467,-0.08102389615216896,3
-0.9551127082652728,1,0.5340351475415824,0.1886947758885033,4
-0.9554557334204509,1,0.06854600670671215,0.15306140120028547,5
-0.43358379614505066,0.15022473112526075,-0.9563132963083959,0.16963658143011293,6
-0.9920042469781117,0.1670527050070091,0.8575669257465812,1,7
-0.9585716489579607,0.18654808142720591,-0.9877082652727867,1,8
-0.6757248448219536,0.16612218229336814,-0.6584759882391376,1,9
-0.9752662658224566,0.16807459090209811,0.9949070815242811,0.17188628400650616,10
