gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
86,x*x*x*x,25,-10,0.02507951733066088,0.0006627253387215993,0.05239755573891947,0.003021304404652988,55654.227733333326,363.19160000000005,145926.00079999998,348.75519999999995,0.9802331713808895,0.06390014377205593,0.08909091147919923,0.023505229407573304,3052963.1199999996,5979.860000000001,7741251.92,5729.68,((((7)*(x))*((5)+((x)*(x))))*((x)*((x)*((x)-(x))))),(((x)*(7))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,85,86,87,87,0
87,x*x*x*x,25,-10,0.012558636425070189,0.0006654268215020407,0.05527240016812232,0.00257195137890472,47771.032999999996,363.1750666666667,153336.19759999998,351.50559999999996,0.9625006810260582,0.06390014377205593,0.36077279111628024,0.023726794398294664,1459703.7066666668,6021.746666666667,4080607.44,5729.68,((((x)*(x))*((8)*((7)+(2))))*((x)*((x)*((x)-(x))))),(((x)*(7))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,87,86,88,88,0
88,x*x*x*x,25,-10,0.019958790965999857,0.0005996295446336918,0.05393129950201162,0.0025032021957914013,69306.17259999999,363.57779999999997,192942.15920000002,351.9264,0.9818312581484469,0.08189779113841324,0.12128151245287463,0.027794140640388022,3160178.4,6020.173333333332,8422157.2,5619.52,((((x)*(3))+((7)*((x)*(x))))*((x)*((x)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,ReplaceBranchXR,88,88,89,89,0
89,x*x*x*x,25,-10,0.004224831662234668,0.000489805698880959,0.043363637764994634,0.0017273559011893882,30510.507866666667,364.25,95585.76239999998,356.6752,0.9710312752425653,0.08189779113841324,0.4009895189057988,0.03294500586228799,1156943.6133333333,5972.52,5282248.4,5619.52,((((5)+(7))*((x)*((x)*(x))))*((9)*((8)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|SkipD|AddToLeafR|SubXD,SubXD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,SubXD,89,89,90,90,0
90,x*x*x*x,25,-10,0.020901598590976418,-0.012584574556423358,0.0423492520877989,0.00392393151222063,59129.13173333333,540.3063333333333,151545.696,343.2303999999999,0.9697040804180654,0.07291857273559021,0.22869270061660926,0.030870465566099126,2100834.6133333333,5940.72,5050845.2,5674.48,((((x)*(6))*((x)*((x)*(x))))*((0)+((x)*((x)-(x))))),(((x)*(8))*((x)+(x))),MultXD|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,ReplaceBranchR,DivXD,90,90,91,91,0
91,x*x*x*x,25,-10,0.026509070735247362,0.0006519751096739278,0.05433448870199755,0.002297085348320484,53749.736666666664,363.2574000000001,190035.4848,353.18800000000005,0.9817324308388542,0.07291857273559021,0.7601619044280346,0.03431790159117147,1808404.0266666666,5970.446666666666,8376593.44,5674.48,((((x)*(x))*((9)+((8)*(x))))*((x)*((x)*((7)-(x))))),(((x)*(8))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|DivXD|AddXD,MultXD,DivXD,91,91,92,92,0
92,x*x*x*x,25,-10,0.02307801066176891,0.0007652813158141917,0.056111322575928796,0.0025834531433799515,48692.88466666666,362.5638666666666,166043.312,351.43520000000007,0.9524160624565955,0.08189779113841324,0.45360321965395833,0.0397455109465968,1020879.4533333333,5960.246666666666,3215791.04,5619.52,((((x)*(x))*((x)+((9)*(4))))*((x)*((x)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|DivXD|AddXD,MultXD,DivXD,91,91,93,93,0
93,x*x*x*x,25,-10,0.013097581929673389,-0.016215657372584683,0.03622985745647617,0.002638217226506341,57030.06,586.5391333333333,159365.8036,351.1,0.9827477649820858,0.08189779113841324,0.7763835790785895,0.030990394476623478,2900336.446666667,6004.246666666666,8869575.44,5619.52,((((x)*(x))+((x)*((x)*(x))))*((7)*((9)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|SkipD,MultXD,ReplaceBranchXR,93,93,94,94,0
94,x*x*x*x,25,-10,0.018798323690831023,0.0008152552638830165,0.0542479325429561,0.0032057247418638113,46316.79473333333,362.25800000000004,152888.6668,347.6264,0.979810878250281,0.07291857273559021,0.492942833926526,0.032849744016170565,2005565.76,5924.573333333334,7579329.2,5674.48,((((x)*(x))*((x)*((x)*(9))))+((0)*((x)*((x)-(x))))),(((x)*(8))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|DivXD|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,AddXD,94,94,95,95,0
95,x*x*x*x,25,-10,0.01569647741182044,0.0005983751179845453,0.05464552387277163,0.0025885505162723836,47618.12066666668,363.5854666666666,128719.58,351.40399999999994,0.9654795705653164,0.08189779113841324,0.875059614339682,0.03086211002375646,1205796.2000000002,6003.426666666666,4432737.44,5619.52,((((x)*(x))*((9)*((x)*(x))))*((0)+((7)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,95,95,96,96,0
96,x*x*x*x,25,-10,-0.013347509607910433,0.00099330192947066,0.008938999956758065,0.003407005620180372,36522.8422,361.1681999999999,113266.1696,346.3944,0.96688740288782,0.07291857273559021,0.8776189283465712,0.03601001767126408,1178642.826666667,5957.853333333333,4621202,5674.48,((((6)*(9))*((x)*((x)*(8))))+((6)*((x)*((x)-(x))))),(((x)*(8))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,AddXD,96,96,97,97,0
97,x*x*x*x,25,-10,0.019901386923119584,0.000875880125500708,0.04551401373983212,0.0030291465167951925,55247.25586666666,361.8869333333334,181757.0344,348.7072,0.9827477649820858,0.07291857273559021,0.7518534880171144,0.033462256077059785,2026858.3066666666,5963.906666666667,8869575.44,5674.48,((((x)*(x))*((x)*((9)+(9))))*((7)*((x)*((x)-(x))))),(((x)*(8))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|DivXD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,96,97,98,98,0
98,x*x*x*x,25,-10,0.027904038248378855,0.0008855059630961604,0.05680538958501728,0.0030364658214612457,87242.83753333334,361.82800000000003,312463.0788000001,348.6624,0.984628540246984,0.08189779113841324,0.7077786015774924,0.0339127478871743,2249995.98,5959.353333333333,9954812.52,5619.52,((((x)+(5))*((x)*((9)*(x))))*((x)*((x)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|FellTreeD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,97,98,99,99,0
99,x*x*x*x,25,-10,0.0404290542868543,0.0014302487692240673,0.056731802775046816,0.004733890994641221,71886.853,358.4937333333333,236780.46680000002,338.27279999999996,0.984628540246984,0.08189779113841324,0.7077786015774924,0.0339127478871743,2249995.98,5959.353333333333,9954812.52,5619.52,((((x)+(5))*((x)*((9)*(x))))*((x)*((x)*((x)-(x))))),(((x)*(9))*((x)+(x))),MultXD|AddTreeWithAdd|MultXD|AddToLeafR|SubXD,FellTreeD|FellTreeD|MultXD|ReplaceBranchXR|AddXD,MultXD,FellTreeD,99,98,99,99,0
