gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.05351336265845062,-0.05501779724361935,-0.020140623367520222,-0.038517735517506785,NaN,NaN,13573.5396,NaN,0.8441555119003592,0.10795974382433672,0.7003493266273709,0.050876158734286796,184229.66666666666,6057.626666666666,981876.24,5460,((((x)*(x))*((x)*(x)))*((x)*((6)+((8)+(x))))),((((0)-(x))*((0)+(6)))*((x)*((x)+(x)))),MultXD|MultXD|AddTreeWithSub|MutateNonTerminalR|AddXD,AddTreeWithDiv|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,0,0,1,1,1
1,x*x*x*x,25,-10,-0.033470790011665835,-0.01185648113320603,0.0036093057103252666,0.014668757896571254,8799.778711111112,705.2991111111111,27087.0928,277.4634666666667,0.8539603338629776,0.16550777676120768,0.6893207022876063,0.004185889025561873,433158.9066666667,6110.959999999999,1047797.52,5107.76,((((x)*(x))*((x)*((4)+(x))))-((0)*((x)*((x)-(x))))),((((x)+(2))*((5)*(2)))*((8)*((x)+((0)+(x))))),MultXD|MultXD|AddTreeWithSub|AddTreeWithAdd|SubXD,AddTreeWithDiv|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,1,1,2,2,1
2,x*x*x*x,25,-10,-0.006570376578454526,-0.012776505926593226,0.01999296548361964,0.007315035071668196,71185.46173333334,1115.997574074074,141596.492,322.4741333333333,0.9870250244898211,0.33705397987191216,0.0641026326023023,0.19210133062921103,5924592.293333333,6079.933333333333,11793471.2,4057.76,((((9)+(5))*((x)*(x)))*((x)*((x)*((x)*(x))))),((((x)*(x))-((0)+(5)))*((x)*((8)*((1)*(x))))),MultXD|MultXD|MultXD|AddTreeWithAdd|MutateTerminalR,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,2,2,3,3,1
3,x*x*x*x,25,-10,0.03620595413720499,-0.0028488645479325288,0.048726972151976605,0.01136701084825513,171463.5248,424.5654857142857,382872.7168,297.6728,0.9886476312275815,0.7451444255652856,0.016954913834114446,0.30420393788570504,6455558.533333334,5360.653333333334,13479125.2,1559.92,((((x)*(x))*((x)*((x)*(8))))+((8)*((x)*((x)-(x))))),((((x)*(x))+((0)+(x)))*((x)*((x)-((x)*(0))))),MultXD|MultXD|MultXD|DeleteMaliciousR|SubXD,AddTreeWithMult|DeleteTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,3,3,4,4,1
4,x*x*x*x,25,-10,0.043416631500785174,-0.0019348791150754052,0.05606174423547598,0.004905633250555485,401517.57573333336,412.9926666666667,884092.8672,337.22159999999997,0.9967575183935077,0.2085217618611947,0.791613199748301,0.08487252811196534,13849831.986666666,5904.646666666667,47192249.2,4844.48,((((x)*(x))*((x)*((x)*(x))))*((7)*((8)*((x)+(x))))),((((x)-(x))*((0)+(4)))*((x)*((x)*(x)))),MultXD|MultXD|MultXD|AddToLeafR|AddXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,4,4,5,5,1
5,x*x*x*x,25,-10,0.05521524744166629,-0.011291240222836865,0.05759761306217688,0.0012060514965364015,441646.0766666667,7696.404399999999,689634.0608000001,359.866,0.9899201338916085,0.0903934126258005,0.03169408721376697,0.045647181710957184,9929364.986666666,6083.113333333334,15180757.2,5567.52,((((x)*(7))+((x)*((x)*(x))))*((x)*((x)*((x)-(x))))),((((x)+(x))*((5)*(7)))-((6)*((x)-(0)))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,5,5,6,6,1
6,x*x*x*x,25,-10,0.023196674743297167,-0.0019130583292665897,0.03983886390783809,0.00024715723434845375,409158.8345333333,395.7348666666666,686004.3456,365.73519999999996,0.9903639233431072,0.010247026532479456,0.006083249200312185,0.004103234730076126,12047782.333333334,6107.78,15879906.88,6058.08,((((x)*(x))*((x)*((x)*(x))))*((x)*((x)+((8)-(x))))),((((x)*(x))-((x)*(3)))+((9)*((2)+(0)))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,6,5,7,7,1
7,x*x*x*x,25,-10,0.05859864667817626,-0.002051197329905858,0.05930014468453727,0.013215004574565418,576563.0213333332,483.38419999999996,800319.2320000001,286.3616,0.9878904399304569,0.35535224153705397,0.0013537282734001385,0.14507194512000401,11338526.679999998,5758.293333333334,12636297.2,3945.76,((((x)*(x))*((x)*((7)+(8))))*((x)*((x)*((x)-(x))))),((((x)*(x))-((0)*(x)))*((x)-((2)+((5)-(x))))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,6,7,8,8,1
8,x*x*x*x,25,-10,0.056828420868340605,-0.0020035724014227946,0.05826693745542334,0.009926088093059731,495824.6054666666,3367.6254,778233.4847999999,306.49240000000003,0.9926316667414832,0.4490262710756764,0.006257871624266941,0.18312590105841833,11475069.693333333,5660.360000000001,20767247.44,3372.4,((((x)*(x))*((x)*((x)*(x))))*((x)+((x)*((x)-(x))))),((((x)*(x))*((x)*(x)))+((6)+((2)+((x)*(0))))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,8,8,9,9,1
9,x*x*x*x,25,-10,0.04507320312505225,-0.004646006270571838,0.053956233882235256,0.0019631420729316453,434579.8307592593,748.0635999999998,725688.8592000001,355.232,0.9893157031123381,0.17397725787478763,0.00927712929708827,0.07085107462650866,9610802.56,5941.066666666667,14321953.2,5055.92,((((8)+(9))*((x)*((x)*(x))))*((x)*((x)*((x)-(x))))),((((x)*(x))*((x)+((0)-(x))))+((9)*((x)*((1)-(x))))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,9,9,10,10,1
10,x*x*x*x,25,-10,0.0587369183294035,-0.0052854473915680475,0.05933694694071969,0.012334531433799504,540311.1508,26485.87,841643.9448,291.75079999999997,0.9907818680484279,0.35214351065220234,0.01339769025211018,0.14378871627849632,10066055.76,5761.900000000001,16599892.56,3965.4,((((x)*(x))*((x)*((x)*(x))))*((x)*((x)+((9)-(x))))),((((x)*(x))*((x)*((x)-(7))))+((5)-((x)*((5)-(0))))),MultXD|MultXD|MultXD|AddTreeWithAdd|SubXD,AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MultXD,MutateNonTerminalR,10,10,11,11,1
